geocode,all
E01014370,36
E01014371,35
E01014372,33
E01014373,40
E01014374,49
E01014375,49
E01014376,52
E01014377,52
E01014379,40
E01014380,19
E01014381,45
E01014382,48
E01014383,48
E01014384,46
E01014385,45
E01014386,43
E01014387,40
E01014388,46
E01014389,45
E01014390,32
E01014391,48
E01014392,53
E01014393,44
E01014394,44
E01014395,53
E01014396,44
E01014397,47
E01014398,47
E01014399,41
E01014400,43
E01014401,41
E01014402,40
E01014403,52
E01014404,39
E01014405,36
E01014407,30
E01014409,43
E01014410,44
E01014411,41
E01014412,39
E01014413,46
E01014414,35
E01014415,38
E01014416,45
E01014417,48
E01014418,47
E01014419,42
E01014420,37
E01014421,42
E01014422,45
E01014423,39
E01014424,43
E01014425,45
E01014426,46
E01014427,32
E01014428,39
E01014429,37
E01014430,47
E01014431,38
E01014432,37
E01014433,32
E01014434,39
E01014435,22
E01014436,29
E01014437,39
E01014438,33
E01014439,44
E01014440,37
E01014441,45
E01014442,39
E01014443,43
E01014444,39
E01014445,37
E01014446,46
E01014447,46
E01014448,40
E01014449,36
E01014450,38
E01014451,39
E01014452,52
E01014453,49
E01014454,47
E01014455,39
E01014456,40
E01014457,47
E01014458,31
E01014459,44
E01014460,51
E01014461,34
E01014462,30
E01014463,42
E01014464,31
E01014465,38
E01014466,34
E01014467,37
E01014468,32
E01014469,41
E01014470,35
E01014471,37
E01014472,42
E01014473,24
E01014474,32
E01014475,21
E01014476,25
E01014477,48
E01014478,37
E01014479,48
E01014480,39
E01014481,26
E01014482,45
E01014483,33
E01014484,25
E01014485,33
E01014486,30
E01014487,28
E01014488,31
E01014489,29
E01014491,31
E01014492,45
E01014493,37
E01014494,42
E01014495,42
E01014496,33
E01014497,34
E01014498,31
E01014499,37
E01014500,35
E01014501,45
E01014502,38
E01014504,34
E01014505,33
E01014506,40
E01014507,31
E01014508,31
E01014509,29
E01014510,29
E01014511,31
E01014512,36
E01014513,37
E01014514,31
E01014515,41
E01014516,35
E01014517,33
E01014518,35
E01014519,40
E01014520,49
E01014521,40
E01014522,35
E01014523,41
E01014524,40
E01014525,35
E01014526,37
E01014527,40
E01014528,35
E01014529,33
E01014530,35
E01014531,34
E01014532,35
E01014533,37
E01014534,35
E01014535,40
E01014536,41
E01014537,36
E01014538,22
E01014539,27
E01014540,24
E01014542,22
E01014544,28
E01014545,31
E01014546,28
E01014547,34
E01014548,30
E01014549,32
E01014550,29
E01014551,25
E01014552,27
E01014553,27
E01014554,28
E01014555,24
E01014556,32
E01014557,26
E01014558,25
E01014559,28
E01014560,28
E01014561,29
E01014562,22
E01014563,26
E01014564,30
E01014565,34
E01014566,33
E01014567,32
E01014568,30
E01014569,31
E01014570,32
E01014571,35
E01014572,31
E01014573,35
E01014574,30
E01014575,34
E01014576,36
E01014577,41
E01014578,35
E01014579,34
E01014580,38
E01014581,32
E01014582,32
E01014583,31
E01014584,31
E01014585,26
E01014586,49
E01014587,41
E01014588,28
E01014589,34
E01014590,32
E01014591,42
E01014592,36
E01014593,27
E01014594,29
E01014595,38
E01014596,38
E01014597,40
E01014598,46
E01014599,39
E01014600,42
E01014601,43
E01014602,32
E01014603,36
E01014605,37
E01014607,40
E01014608,34
E01014609,34
E01014610,38
E01014611,51
E01014612,44
E01014613,42
E01014614,44
E01014615,45
E01014616,45
E01014617,43
E01014618,44
E01014619,37
E01014620,45
E01014621,36
E01014622,35
E01014623,34
E01014624,33
E01014626,33
E01014627,34
E01014629,32
E01014630,30
E01014631,43
E01014632,34
E01014633,38
E01014634,29
E01014635,31
E01014636,35
E01014637,30
E01014638,35
E01014639,28
E01014640,35
E01014641,48
E01014642,41
E01014643,38
E01014644,38
E01014645,42
E01014646,41
E01014647,31
E01014648,36
E01014649,39
E01014650,39
E01014651,38
E01014653,27
E01014654,28
E01014655,31
E01014658,26
E01014659,28
E01014660,37
E01014661,33
E01014662,31
E01014663,34
E01014664,36
E01014665,34
E01014666,39
E01014667,33
E01014668,32
E01014669,30
E01014670,29
E01014671,28
