geocode,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80plus
E00060255,18,18,40,26,40,59,40,18,29
E00060256,52,65,44,61,42,39,33,8,19
E00060257,24,45,32,34,51,38,29,15,25
E00060258,35,19,61,22,42,23,10,8,8
E00060259,43,42,47,38,52,26,20,2,5
E00060260,17,26,20,18,34,16,15,2,10
E00060261,52,31,70,36,37,21,14,4,2
E00060262,17,33,39,28,28,18,7,12,36
E00060263,32,32,48,26,34,33,18,4,18
E00060264,44,28,36,30,37,30,23,12,28
E00060265,21,28,51,27,30,26,16,4,8
E00060266,59,65,52,37,41,35,28,4,7
E00060267,38,37,48,33,36,30,19,9,7
E00060268,18,25,53,34,35,23,15,7,6
E00060269,25,48,47,34,35,35,20,13,9
E00060270,23,48,42,24,63,56,38,20,26
E00060271,56,55,44,50,35,43,34,14,19
E00060272,38,23,49,30,35,21,11,0,7
E00060273,32,32,54,29,44,53,37,9,21
E00060274,40,51,39,42,34,30,20,6,21
E00060275,38,41,36,32,47,39,34,5,21
E00060276,35,29,20,36,33,30,22,25,29
E00060277,29,23,35,28,28,27,28,14,19
E00060278,62,61,63,35,37,29,16,0,9
E00060279,40,43,39,31,48,42,30,16,22
E00060280,68,75,53,98,86,59,37,16,27
E00060281,57,44,52,38,32,39,28,7,10
E00060282,51,55,46,46,57,48,31,7,12
E00060283,39,56,37,36,51,44,39,7,14
E00060284,70,46,64,33,55,43,44,14,32
E00060285,60,57,53,47,45,22,20,12,13
E00060286,42,33,41,17,35,36,34,8,28
E00060287,9,8,26,12,20,29,33,23,123
E00060288,67,83,46,40,59,38,20,12,13
E00060289,35,44,35,25,51,39,31,9,16
E00060290,31,42,34,21,49,43,20,10,25
E00060291,26,25,24,26,29,14,25,11,8
E00060292,19,34,36,33,35,35,42,7,18
E00060293,65,42,50,30,43,38,30,14,13
E00060294,43,34,44,43,43,26,24,9,18
E00060295,36,39,32,24,33,46,27,9,12
E00060296,47,47,33,46,51,39,41,6,8
E00060297,36,28,50,35,28,32,17,4,3
E00060298,49,28,51,23,36,40,19,5,7
E00060299,31,33,58,31,45,25,36,10,17
E00060302,31,37,50,42,46,42,39,11,13
E00060303,55,23,42,32,28,12,21,6,3
E00060304,20,23,24,14,26,12,14,8,28
E00060305,31,42,41,28,35,35,42,17,16
E00060306,55,48,53,28,46,42,29,7,12
E00060307,40,29,29,29,31,40,32,22,22
E00060308,18,46,25,26,33,31,20,11,28
E00060309,56,43,47,29,53,39,27,17,4
E00060310,35,22,32,12,23,27,22,12,13
E00060311,22,38,25,21,60,55,36,9,23
E00060312,20,35,18,24,44,36,50,35,35
E00060313,14,14,13,16,23,16,26,23,37
E00060314,60,77,36,58,109,66,50,10,56
E00060315,21,24,21,20,42,41,70,8,13
E00060316,52,79,36,50,99,93,70,14,18
E00060317,26,35,33,24,31,40,29,12,20
E00060318,71,56,45,45,36,37,13,11,20
E00060319,42,41,49,35,55,33,22,8,11
E00060320,22,30,22,27,45,44,38,14,41
E00060321,30,48,29,37,48,41,44,20,35
E00060322,40,53,38,24,45,28,34,22,39
E00060323,20,50,21,35,47,66,45,14,22
E00060324,22,30,18,23,40,50,41,31,33
E00060325,44,41,40,47,40,33,27,12,12
E00060326,15,26,17,20,39,54,42,27,33
E00060327,13,24,15,12,45,44,36,20,45
