geocode,bad,fair,good
E01016181,32,158,1265
E01016184,49,162,1957
E01016185,32,114,1230
E01016186,59,178,1588
E01016187,40,114,1482
E01016188,26,105,1553
E01016190,54,177,1303
E01016191,82,219,1359
E01016192,53,181,1166
E01016193,23,103,1102
E01016194,34,127,1090
E01016195,23,78,1037
E01016196,34,115,2347
E01016197,51,155,1145
E01016198,45,127,1039
E01016199,20,114,1108
E01016200,26,107,1218
E01016201,24,106,1214
E01016202,24,101,1066
E01016203,72,182,1057
E01016204,51,143,1018
E01016205,66,138,1123
E01016206,54,176,1559
E01016207,57,148,1332
E01016208,73,231,1623
E01016209,67,181,1243
E01016210,54,131,1039
E01016212,66,153,1082
E01016213,28,122,993
E01016214,34,172,1168
E01016215,56,125,1074
E01016216,55,149,1092
E01016217,42,129,1233
E01016218,75,203,1097
E01016219,58,167,1116
E01016220,36,129,1214
E01016221,44,147,1073
E01016222,17,86,1166
E01016223,43,168,1223
E01016224,70,200,1464
E01016225,58,172,1934
E01016226,78,200,1083
E01016227,23,123,1194
E01016228,58,158,1325
E01016229,28,119,1034
E01016230,20,90,1685
E01016231,75,210,1609
E01016232,57,184,1169
E01016233,73,232,2002
E01016234,37,104,1009
E01016235,16,93,1230
E01016236,61,155,1220
E01016237,22,98,1071
E01016238,85,139,1010
E01016239,64,218,1208
E01016240,55,187,1293
E01016241,79,199,1338
E01016242,83,250,1395
E01016243,19,100,1379
E01016245,29,123,2211
E01016246,20,88,1476
E01016247,14,111,1529
E01016248,82,188,1273
E01016249,84,192,1191
E01016250,63,181,1357
E01016253,42,108,1245
E01016254,47,161,1133
E01016255,44,147,1319
E01016256,20,158,1569
E01016257,29,108,1219
E01016258,55,234,1253
E01016259,49,161,1340
E01016260,37,148,1525
E01016261,23,113,1511
E01016262,46,164,1130
E01016263,47,181,2030
E01016264,27,120,1471
E01016265,43,139,1297
E01016266,41,149,1185
E01016267,26,108,1290
E01016268,70,198,1326
E01016269,38,133,1236
E01016270,48,129,1353
E01016271,65,189,1147
E01016272,37,143,1363
E01016273,84,239,1191
