geocode,employee,inactive,self-employed,student,unemployed
E02001327,2340,2110,217,159,452
E02001328,4415,2067,528,239,319
E02001329,2508,2146,300,145,479
E02001330,3232,2089,314,187,492
E02001331,3275,2867,408,192,543
E02001332,2142,2005,236,145,403
E02001334,1508,1909,135,136,424
E02001336,1920,2200,165,125,472
E02001337,2239,1385,240,142,285
E02001338,2154,1436,211,141,289
E02001340,3716,1854,518,252,272
E02001341,2327,1788,256,157,369
E02001342,2803,1579,467,183,184
E02001343,3026,1516,496,157,173
E02001344,2118,1136,230,132,221
E02001345,2514,1115,288,149,177
E02001346,2523,1784,283,134,419
E02001347,2915,1795,342,161,352
E02001348,3051,1546,315,143,326
E02001349,3491,1561,368,253,351
E02001350,2663,1979,309,168,415
E02001351,2897,2654,272,237,533
E02001352,2571,2241,287,175,475
E02001353,3313,1336,488,218,271
E02001354,2671,1938,265,223,420
E02001355,2399,1773,272,174,420
E02001356,1648,1518,158,134,410
E02001357,2142,2003,203,175,417
E02001358,2508,1891,248,167,496
E02001359,2303,1380,344,156,220
E02001360,2645,2802,222,189,586
E02001361,2711,2062,295,186,412
E02001362,2746,1887,328,180,330
E02001363,2512,2112,271,175,508
E02001364,1527,1737,158,112,386
E02001365,3050,2316,309,254,630
E02001366,3278,2278,407,223,582
E02001367,3674,2053,627,239,295
E02001368,1631,2031,168,111,408
E02001369,2494,2602,227,259,514
E02001370,1510,2225,134,125,559
E02001371,2558,1789,287,140,388
E02001372,2277,1473,295,160,309
E02001373,3475,2230,363,231,561
E02001374,2763,2399,368,339,711
E02001375,2633,1720,261,145,393
E02001376,2375,2608,273,471,635
E02001377,1996,5809,212,1677,435
E02001378,2971,1995,395,202,377
E02001380,3145,1557,433,178,232
E02001381,3126,2643,369,545,569
E02001382,3050,1445,418,205,200
E02001383,2086,2715,311,734,517
E02001384,2561,4502,325,1579,428
E02001385,1623,2625,341,325,736
E02001386,2428,2323,230,138,406
E02001387,3243,1654,600,284,184
E02001388,3217,2873,389,877,245
E02001389,2454,1666,415,277,475
E02001390,2435,2831,302,238,610
E02001391,1991,1732,183,122,313
E02001392,2065,1385,459,102,151
E02001393,2551,1952,813,413,148
E02001394,3285,3376,582,824,364
E02001395,2663,1204,349,174,175
E02001396,3303,2013,371,272,463
E02001397,2825,1855,468,175,263
E02001398,3107,1906,494,357,324
E02001399,2997,1642,375,223,189
E02001400,2491,1655,308,178,310
E02001401,3056,1809,404,193,232
E02001402,3508,1804,630,173,241
E02001403,2373,1444,226,134,369
E02001404,2595,1870,204,139,457
E02001405,2928,2666,248,153,701
E02001429,2430,1698,396,141,137
E02001430,2552,1616,563,166,144
E02001431,2182,1983,511,138,124
E02001432,3127,2041,546,143,387
E02001433,3010,1525,511,178,256
E02001434,2912,1411,507,190,235
E02001435,3094,1610,580,188,317
E02001436,3431,1810,606,211,261
E02001437,2810,2426,843,168,189
E02001438,3025,1450,577,190,188
E02001439,2127,1512,359,136,197
E02001440,1879,1724,402,110,103
E02001441,2212,1832,490,145,87
E02001442,1987,1437,435,120,120
E02001443,1996,1393,399,131,107
E02001444,2120,1330,346,138,115
E02001445,2816,1588,470,173,152
E02001446,2730,1611,364,177,143
E02001447,2232,1399,325,140,136
E02001448,2834,1493,415,185,141
E02001449,3501,2276,697,194,267
E02001450,2942,1896,734,157,219
E02001451,2110,1556,206,140,363
E02001452,2038,1826,228,132,414
E02001453,3615,1820,485,225,228
E02001454,2767,1769,464,211,196
E02001455,3111,1479,344,228,212
E02001456,3121,1548,468,156,253
E02001457,2437,1706,236,134,404
E02001458,3327,1522,427,167,324
E02001459,2717,1611,336,180,346
E02001460,2660,2064,370,143,408
E02001461,2566,1455,286,182,208
E02001462,2485,2144,263,163,560
E02001463,2338,1724,263,182,371
E02001464,2432,1779,247,147,462
E02001465,2015,1995,186,144,488
E02001466,3130,2126,382,166,446
E02001467,2838,1862,461,110,357
E02001468,2946,1769,459,149,339
E02001469,3093,1700,543,144,242
E02001470,3530,1883,535,196,266
E02001471,2646,1835,340,139,415
E02001472,2879,1560,347,125,260
E02001473,3011,1850,336,119,289
E02001474,2114,1991,228,123,550
E02001475,1948,1731,219,93,307
E02001476,2672,2018,252,108,462
E02001477,2012,2303,222,150,526
E02001478,2734,2116,381,135,319
E02001479,2564,1291,455,125,131
E02001480,2888,1624,606,140,216
E02001481,3195,1833,533,125,278
E02001482,2212,2638,242,133,624
E02001483,3101,1675,463,135,176
E02001484,2936,1779,410,131,236
E02001485,2108,1666,259,138,296
E02001486,3132,1995,559,120,315
E02001487,3181,2341,367,158,621
E02001488,3386,1894,475,137,348
E02001489,3240,1868,561,133,182
E02001490,3732,1941,482,173,223
E02001491,2303,1808,243,137,301
E02001492,2693,1736,586,129,192
E02001493,2481,2294,223,147,519
E02001494,2391,1775,624,125,124
E02001495,3048,1802,302,160,342
E02001496,2310,1391,397,126,163
E02001497,2896,2069,318,124,388
E02001498,3124,1580,364,159,200
E02001499,2489,1590,487,116,154
E02001500,2834,1768,496,141,161
E02001501,3173,1705,410,179,193
E02001502,3392,1860,393,135,230
E02001503,2618,1794,528,121,160
E02001504,2715,1925,500,124,130
E02001505,2449,1539,265,115,220
E02001506,2912,2269,766,145,124
E02001507,3060,1690,356,162,126
E02001508,3223,1853,341,174,234
E02002633,2646,1873,499,174,190
E02002634,2876,2162,483,180,255
E02002635,2833,1899,560,195,220
E02002636,3226,1830,530,203,279
E02002637,2365,1377,435,142,203
E02002638,1935,1782,711,124,511
E02002639,1569,1851,181,116,381
E02002640,2163,2116,263,155,609
E02002641,3235,1740,589,195,281
E02002642,1970,2042,732,181,599
E02002643,2586,1934,458,176,381
E02002644,3250,1607,609,198,204
E02002645,1663,1628,789,114,511
E02002646,2371,1909,378,148,315
E02002647,2810,2082,432,192,359
E02002648,2665,1729,409,149,294
E02002649,3064,1982,628,176,322
E02002650,2876,1859,696,179,215
