geocode,owned,rent_free,rented_private,rented_social,shared_ownership
E01020910,283,7,354,159,26
E01020911,265,11,619,58,5
E01020912,213,15,655,144,7
E01020913,536,14,189,228,5
E01020914,494,5,273,37,5
E01020915,491,7,244,87,10
E01020916,409,4,324,28,4
E01020917,228,6,68,281,4
E01020918,424,6,112,79,4
E01020919,361,4,110,105,4
E01020920,259,16,133,331,2
E01020921,388,4,54,155,3
E01020922,268,4,131,194,2
E01020923,171,5,87,303,3
E01020924,395,1,53,97,5
E01020925,271,6,77,248,3
E01020926,476,1,32,103,1
E01020927,350,7,83,114,13
E01020928,577,16,111,83,4
E01020929,343,8,90,293,5
E01020930,198,2,46,214,35
E01020931,604,13,166,44,2
E01020932,654,13,116,57,3
E01020933,358,6,57,12,1
E01020934,459,9,208,7,2
E01020935,428,12,579,53,3
E01020936,621,33,338,14,19
E01020937,311,25,375,34,2
E01020938,439,6,76,103,3
E01020939,509,6,112,17,5
E01020940,508,10,55,29,0
E01020941,338,5,50,253,0
E01020942,552,1,49,21,3
E01020943,492,6,176,73,4
E01020944,527,5,47,31,0
E01020945,718,8,52,22,2
E01020946,650,5,62,16,1
E01020947,481,8,62,170,1
E01020948,506,2,155,90,5
E01020949,564,3,66,48,4
E01020950,599,5,45,87,2
E01020951,418,6,121,97,5
E01020952,444,15,130,147,5
E01020953,511,3,50,7,1
E01020954,517,5,60,37,0
E01020955,387,14,84,213,2
E01020956,733,8,52,23,6
E01020957,454,14,72,118,5
E01020959,451,4,80,71,3
E01020960,727,4,418,18,5
E01020961,597,3,44,5,3
E01020962,682,9,234,48,3
E01020963,466,8,147,18,0
E01020964,577,5,240,63,2
E01020965,428,14,540,42,3
E01020966,493,4,270,86,3
E01020967,603,13,179,196,3
E01020968,421,14,438,34,4
E01020969,535,7,36,78,0
E01020970,887,10,87,11,8
E01020971,542,4,104,184,7
E01020972,135,7,57,461,1
E01020973,485,4,84,140,3
E01020974,528,3,45,29,0
E01020975,443,5,264,124,2
E01020976,568,8,283,15,2
E01020977,334,3,363,39,3
E01020978,333,11,701,56,12
E01020979,292,14,722,142,1
E01020980,279,9,422,98,3
E01020981,423,7,241,24,3
E01020982,188,7,707,128,4
E01020983,180,13,484,356,1
E01020984,368,12,738,48,7
E01020985,419,20,604,40,5
E01020986,513,8,65,4,0
E01020987,530,10,187,22,4
E01020988,691,7,35,7,4
E01020989,290,8,543,81,4
E01020990,321,7,334,33,2
E01020991,357,11,281,9,2
E01020992,327,6,463,105,1
E01020993,201,9,61,322,0
E01020994,244,4,84,248,1
E01020995,232,6,64,281,2
E01020996,369,4,59,199,6
E01020997,439,6,88,107,2
E01020998,451,2,450,35,1
E01020999,604,4,114,13,1
E01021000,466,6,139,31,3
E01021001,387,7,87,11,5
