geocode,all
E02001327,24.59
E02001328,47.28
E02001329,26.84
E02001330,31.82
E02001331,4.21
E02001332,35.76
E02001334,47.35
E02001336,20.99
E02001337,31.69
E02001338,54.36
E02001340,48.95
E02001341,29.1
E02001342,21.15
E02001343,3.33
E02001344,20.95
E02001345,43.17
E02001346,21.65
E02001347,33.76
E02001348,68.29
E02001349,64.24
E02001350,27.16
E02001351,29.23
E02001352,69.86
E02001353,32.07
E02001354,45.67
E02001355,49.58
E02001356,43.82
E02001357,63.4
E02001358,118.39
E02001359,19.82
E02001360,34.79
E02001361,50.31
E02001362,54.62
E02001363,49.99
E02001364,51.47
E02001365,103.22
E02001366,58.98
E02001367,37.65
E02001368,17.08
E02001369,37.41
E02001370,55.69
E02001371,80.14
E02001372,35.29
E02001373,56.61
E02001374,35.27
E02001375,77.71
E02001376,96.88
E02001377,65.73
E02001378,59.05
E02001380,49.17
E02001381,71.61
E02001382,54.19
E02001383,68.24
E02001384,109.67
E02001385,86.42
E02001386,41.01
E02001387,49.38
E02001388,71.22
E02001389,56.39
E02001390,70.05
E02001391,22.67
E02001392,32.82
E02001393,22.42
E02001394,45.12
E02001395,47.15
E02001396,53.87
E02001397,55.33
E02001398,33.93
E02001399,50.34
E02001400,20.97
E02001401,25.49
E02001402,33.08
E02001403,34.12
E02001404,8.16
E02001405,45.03
E02001429,12.28
E02001430,21.89
E02001431,34.82
E02001432,13.46
E02001433,44.36
E02001434,35.83
E02001435,55.32
E02001436,25.57
E02001437,11.15
E02001438,43.41
E02001439,28.28
E02001440,9.72
E02001441,4.93
E02001442,25.41
E02001443,11.53
E02001444,4.3
E02001445,10.35
E02001446,28.12
E02001447,17.13
E02001448,28.98
E02001449,5.5
E02001450,18.98
E02001451,49.53
E02001452,40.04
E02001453,55.98
E02001454,7.25
E02001455,22.19
E02001456,46.4
E02001457,26.91
E02001458,71.24
E02001459,49.79
E02001460,24.41
E02001461,40.42
E02001462,34.18
E02001463,44.38
E02001464,71.86
E02001465,18.09
E02001466,60.92
E02001467,55.21
E02001468,77.62
E02001469,34.27
E02001470,58.64
E02001471,79.87
E02001472,16.75
E02001473,63.64
E02001474,59.2
E02001475,23.65
E02001476,29.14
E02001477,21.03
E02001478,41.38
E02001479,8.64
E02001480,23.36
E02001481,29.52
E02001482,26.95
E02001483,39.14
E02001484,28.57
E02001485,39.35
E02001486,31.62
E02001487,50.83
E02001488,69.08
E02001489,15.63
E02001490,35.07
E02001491,34.04
E02001492,18.17
E02001493,43.49
E02001494,11.25
E02001495,51.26
E02001496,30.36
E02001497,47.48
E02001498,40.44
E02001499,8.09
E02001500,8.92
E02001501,10.67
E02001502,15.84
E02001503,24.73
E02001504,3.34
E02001505,23.23
E02001506,8.89
E02001507,32.98
E02001508,13.46
E02002633,44.6
E02002634,32.03
E02002635,41.69
E02002636,31.85
E02002637,51.17
E02002638,54.18
E02002639,50.99
E02002640,84.0
E02002641,39.73
E02002642,57.53
E02002643,93.66
E02002644,25.9
E02002645,49.3
E02002646,19.69
E02002647,69.86
E02002648,61.15
E02002649,51.39
E02002650,18.75
E02002651,61.52
E02003794,1.52
E02003795,1.27
E02003796,27.73
E02003797,22.74
E02003798,40.85
E02003799,45.53
E02003801,45.4
E02003802,58.81
E02003803,20.35
E02003804,43.9
E02003805,3.17
E02003806,8.08
E02003807,15.64
E02003808,48.99
E02003841,5.89
E02003842,1.78
E02003843,23.65
E02003844,17.25
E02003845,11.51
E02003846,47.01
E02003847,24.26
E02003848,43.15
E02003849,3.31
E02003850,47.8
E02003851,26.65
E02003852,50.35
E02003978,10.03
E02003979,11.88
E02003980,11.65
E02003981,46.28
E02003982,5.84
E02003983,61.92
E02003984,65.05
E02003985,10.85
E02003986,6.59
E02005203,1.08
E02005204,7.12
E02005205,1.62
E02005206,13.19
E02005207,12.5
E02005208,35.35
E02005209,4.39
E02005210,24.31
E02005211,13.39
E02005224,29.35
E02005226,54.29
E02005228,50.06
E02005229,85.43
E02005230,21.54
E02005236,4.57
E02005304,3.18
E02005305,1.27
E02005306,0.72
E02005307,7.55
E02005309,14.35
E02005310,24.81
E02005311,0.86
E02005315,4.87
E02005319,51.74
E02005320,40.51
E02005321,28.63
