geocode,female,male
W00002268,178,163
W00002269,148,176
W00002270,79,68
W00002271,127,130
W00002272,191,164
W00002327,137,130
W00002328,196,169
W00002329,163,134
W00002330,85,69
W00002331,112,99
W00002332,111,119
W00002333,80,73
W00002649,212,189
W00002650,162,165
W00002651,142,155
W00002652,129,121
W00002653,152,135
W00002654,91,99
W00002655,173,193
W00002684,140,123
W00002685,131,127
W00002686,146,124
W00002687,134,125
W00002688,144,136
W00002689,170,158
W00002690,89,75
W00002691,125,124
W00002695,173,173
W00002696,126,103
W00002697,154,131
W00002698,139,136
W00002699,126,138
W00002700,153,145
W00002701,131,117
W00002702,155,158
W00002703,140,146
W00003856,137,119
W00003857,168,155
W00003859,174,195
W00003862,149,153
W00003864,143,137
W00003865,131,123
W00004724,145,145
W00004725,163,144
W00004726,100,103
W00004728,166,142
W00004729,129,107
W00004730,201,207
W00004731,160,151
W00004732,173,171
W00004733,159,157
W00004734,197,184
W00004735,159,162
W00004736,159,164
W00004737,169,162
W00004738,147,143
W00004739,145,149
W00004740,146,136
W00004741,198,195
W00004742,153,148
W00004743,159,157
W00004744,227,207
W00004745,191,159
W00004746,141,130
W00004747,146,123
W00004749,141,135
W00004750,156,142
W00004759,186,140
W00004760,140,130
W00004761,160,144
W00004762,165,148
W00004763,126,128
W00004764,144,149
W00004765,132,139
W00004766,144,140
W00004767,78,86
W00004768,114,125
W00004769,133,125
W00004770,162,159
W00004771,121,117
W00004772,149,141
W00004773,146,115
W00004774,139,121
W00004775,133,141
W00004776,152,145
W00004777,157,150
W00004778,125,108
W00004779,131,122
W00004780,124,142
W00004781,199,159
W00004782,204,173
W00004783,175,154
W00004784,159,125
W00004785,168,170
W00004786,126,148
W00004787,167,123
W00004794,142,137
W00004795,117,131
W00004796,135,133
W00004797,152,130
W00004798,148,126
W00004800,130,104
W00004801,140,143
W00004805,108,109
W00004810,163,156
W00004811,166,143
W00004812,154,135
W00004813,79,78
W00004814,165,140
W00004815,139,128
W00004816,150,129
W00004817,129,122
W00004818,156,128
W00004819,148,134
W00004820,123,117
W00004821,178,159
W00004822,175,164
W00004823,176,141
