geocode,owned,rent_free,rented_private,rented_social,shared_ownership
E00091014,67,5,17,18,0
E00091123,66,1,40,12,0
E00091124,12,4,30,94,0
E00091125,42,2,65,22,1
E00091126,49,1,76,11,1
E00091127,76,2,38,27,0
E00091128,111,3,18,2,1
E00091129,123,2,13,5,0
E00091136,114,2,13,0,0
E00091137,44,4,12,5,0
E00091138,104,0,12,11,1
E00091139,119,2,3,1,0
E00091140,126,3,20,1,0
E00091141,67,2,11,14,0
E00091142,92,1,10,4,1
E00091143,107,1,10,3,0
E00091144,125,0,26,15,0
E00091145,159,2,18,10,1
E00091146,147,2,14,15,0
E00091147,79,2,11,18,0
E00091148,85,4,8,27,0
E00091149,86,2,21,22,2
E00091150,72,6,11,41,14
E00091151,124,4,18,24,1
E00091152,100,1,9,21,0
E00091153,139,0,33,2,1
E00091154,99,7,13,2,0
E00091155,140,4,21,8,1
E00091156,122,3,22,30,0
E00091157,148,1,37,6,5
E00091158,97,1,4,3,0
E00091159,119,0,10,0,0
E00091160,121,1,8,17,0
E00091161,66,2,24,25,0
E00091162,51,3,33,39,2
E00091163,16,1,23,68,1
E00091164,104,1,35,16,1
E00091165,54,3,30,55,1
E00091166,13,5,12,92,0
E00091167,71,4,74,45,2
E00091168,122,3,23,13,0
E00091169,117,0,20,0,1
E00091170,128,2,11,1,1
E00091171,97,0,26,15,0
E00091172,85,5,52,7,0
E00091178,116,3,15,1,1
E00091179,79,1,21,1,0
E00091180,88,2,62,15,0
E00091181,67,0,13,46,0
E00091182,123,0,5,5,0
E00091183,69,2,19,46,1
E00091184,110,2,9,4,0
E00091193,154,3,15,5,0
E00091194,116,7,15,21,0
E00091196,183,3,31,1,0
E00091199,70,1,34,1,1
E00091200,66,2,13,40,0
E00091201,91,2,24,4,1
E00091202,70,6,66,19,0
E00091203,98,6,7,14,0
E00091204,92,3,77,70,1
E00091205,78,3,19,39,0
E00091206,101,2,6,13,0
E00091207,117,1,3,2,0
E00091208,76,1,28,44,1
E00091209,71,3,34,20,0
E00091210,117,0,9,1,0
E00091211,133,0,39,15,1
E00091212,134,1,28,2,0
E00091213,48,3,69,7,0
E00091214,91,0,17,15,1
E00091215,86,2,36,2,0
E00091216,104,0,13,6,1
E00091217,66,6,10,45,1
E00091218,86,0,9,38,1
E00091219,34,3,9,67,0
E00091220,64,0,67,13,1
E00091221,52,3,9,83,1
E00091222,114,1,19,3,0
