geocode,bad,fair,good
E10000027,7607,20595,116660
E10000029,7303,21282,141895
E12000001,193350,395013,2006184
E12000002,478515,982254,5589017
E12000003,318627,739921,4224868
E12000004,252136,634157,3644259
E12000005,342437,786492,4471691
E12000006,265886,730950,4679157
E12000007,405448,914967,6852432
E12000008,374531,1037592,7222627
E12000009,264865,689761,4189447
