geocode,female,male
E01016181,833,622
E01016184,1105,1063
E01016185,698,678
E01016186,909,916
E01016187,829,807
E01016188,854,830
E01016190,768,766
E01016191,838,822
E01016192,696,704
E01016193,634,594
E01016194,638,613
E01016195,581,557
E01016196,916,1580
E01016197,688,663
E01016198,636,575
E01016199,615,627
E01016200,683,668
E01016201,673,671
E01016202,581,610
E01016203,713,598
E01016204,621,591
E01016205,670,657
E01016206,918,871
E01016207,721,816
E01016208,993,934
E01016209,756,735
E01016210,632,592
E01016212,650,651
E01016213,585,558
E01016214,704,670
E01016215,642,613
E01016216,664,632
E01016217,707,697
E01016218,682,693
E01016219,678,663
E01016220,693,686
E01016221,644,620
E01016222,640,629
E01016223,705,729
E01016224,884,850
E01016225,1094,1070
E01016226,671,690
E01016227,675,665
E01016228,782,759
E01016229,614,567
E01016230,789,1006
E01016231,928,966
E01016232,723,687
E01016233,1177,1130
E01016234,580,570
E01016235,670,669
E01016236,738,698
E01016237,595,596
E01016238,632,602
E01016239,770,720
E01016240,782,753
E01016241,812,804
E01016242,881,847
E01016243,747,751
E01016245,1187,1176
E01016246,843,741
E01016247,826,828
E01016248,819,724
E01016249,725,742
E01016250,822,779
E01016253,708,687
E01016254,686,655
E01016255,699,811
E01016256,844,903
E01016257,707,649
E01016258,761,781
E01016259,782,768
E01016260,853,857
E01016261,844,803
E01016262,689,651
E01016263,1132,1126
E01016264,716,902
E01016265,746,733
E01016266,682,693
E01016267,715,709
E01016268,804,790
E01016269,698,709
E01016270,785,745
E01016271,716,685
E01016272,775,768
E01016273,804,710
E01016274,685,701
E01016275,759,711
E01016276,743,728
E01016277,742,834
E01016278,592,722
E01016279,1043,1056
E01016280,921,910
E01016281,691,731
E01016282,737,738
E01016283,1261,756
E01016284,739,702
E01016285,779,814
E01016286,755,816
E01016287,750,714
E01016288,845,806
E01016289,739,688
E01016290,780,769
E01016291,904,879
E01016292,805,797
E01016293,1372,1312
E01016294,737,756
E01016295,772,733
E01016302,809,834
E01016307,820,771
E01016308,946,942
E01016309,1095,1158
E01016310,970,834
E01016311,803,807
E01016312,975,965
E01016313,852,759
E01016314,671,696
E01016315,797,784
E01016316,1023,975
E01016317,724,702
E01016318,787,756
E01016319,891,756
E01016320,684,696
E01016321,725,758
E01016322,640,649
E01016323,723,658
E01016324,704,688
E01016325,774,764
E01016326,712,639
E01016327,594,602
E01016328,913,844
E01016329,731,730
E01016330,727,693
E01016331,825,776
E01016332,798,753
E01016333,660,637
E01016334,864,871
E01016335,761,799
E01016336,649,629
E01016337,1078,1101
E01016338,934,948
E01016339,1407,1506
E01016340,784,789
E01016341,690,712
E01016342,953,1014
E01016343,723,725
E01016344,773,715
E01016345,672,675
E01016346,668,666
E01016347,738,756
E01016348,1002,1022
E01016349,605,625
E01016350,771,755
E01016353,831,966
E01016355,862,974
E01016356,764,793
E01016357,766,902
E01016358,801,923
E01016359,1065,1028
E01016360,959,1098
E01016361,872,871
E01016362,756,758
