geocode,female,male
E02002722,4389,4355
E02003742,3191,3114
E02003743,5166,5007
E02003744,6490,6178
E02003745,4924,4766
E02003746,3756,4079
E02003748,3849,3581
E02003750,3667,3366
E02003751,3302,3178
E02005417,3521,3775
E02005425,3208,3130
E02005426,5060,4573
E02005428,4160,3922
E02005429,3426,3089
E02005431,4294,4090
E02005432,3812,3703
E02005433,3590,3476
E02005435,3836,3443
E02005436,3966,3710
E02005437,2945,2916
E02005438,3447,2992
E02005440,2725,2638
E02005466,3313,3194
E02005467,3682,3428
E02005472,5050,4778
E02005474,3329,3217
E02005503,3480,3631
E02005504,4430,4305
E02005505,3752,3432
E02005506,3450,3399
E02005507,5884,5541
E02005508,3391,3249
E02005509,3899,3359
E02005510,3449,3192
E02005511,3695,3507
E02005512,3982,4828
E02005513,4606,4403
E02005514,3282,3272
E02005520,3826,3552
E02005521,4302,4217
E02005522,2708,2594
E02005523,3913,3824
E02005524,2745,2697
E02005525,5158,4984
E02005526,2857,2632
E02005527,4207,4022
E02005528,4335,4123
E02005529,3035,2772
E02005530,2585,2565
E02005531,2857,2626
E02005532,3499,3359
E02005533,4293,3944
E02005534,3778,3518
E02005535,3680,3580
E02005536,2976,2814
E02005537,3098,2971
E02005538,4703,4415
E02005539,3848,3696
E02005540,4701,4375
E02005541,3124,2954
E02005542,3518,3348
E02005543,4206,4475
E02005544,3547,3587
E02005545,3258,3190
E02005546,4061,3827
E02005547,4615,4388
E02005548,3741,3515
E02005549,2749,2730
E02005550,3444,3262
E02005551,2899,2521
E02005552,3613,3459
E02005553,4640,4142
E02005554,3656,3240
E02005555,3571,3337
E02005556,3940,3741
E02005557,3114,2958
E02005558,3506,3363
E02005559,3589,3433
E02005560,4377,4129
E02005561,4926,4906
E02005562,3612,3396
E02005563,3731,3717
E02005564,4915,5355
E02005565,3582,3442
E02005566,4830,4697
E02005567,5242,4752
E02005568,3654,3535
E02005569,4001,3930
E02005570,3914,3453
E02005571,3096,2856
E02005572,4049,3634
E02005573,3037,2667
E02005574,3435,3322
E02005575,3570,3411
E02005576,3463,3184
E02005577,3009,2939
E02005578,2920,2808
E02005579,6619,6015
E02005580,3970,3647
E02005581,3637,4067
E02005582,3318,3184
E02005583,4259,4016
E02005584,5247,5349
E02005585,5362,5293
E02005586,4983,4951
E02005587,4879,4976
E02005588,6011,5672
E02005589,5829,5675
E02005590,4760,4881
E02005592,4856,4441
E02005593,5487,4792
E02005594,5287,5117
E02005595,4583,4198
E02005596,4872,4454
E02005597,6292,6171
E02005598,4018,3751
E02005599,2978,2713
E02005600,3169,3047
E02005601,2981,2733
E02005602,5397,4958
E02005603,4459,4232
E02005604,4174,4026
E02005605,5254,4924
E02005606,2804,2793
E02005607,5535,5422
E02006302,3337,3631
E02006303,3977,3672
E02006304,3839,3629
E02006907,2398,2738
E02006908,2691,2730
