geocode,bad,fair,good
E02001514,829,1235,5203
E02001522,1110,1804,5773
E02001528,952,1859,7475
E02001530,669,1143,4428
E02001533,759,1304,5397
E02001534,733,1372,7030
E02001539,495,966,4557
E02001540,869,1872,8932
E02001541,1036,1898,8343
E02001542,647,1284,5548
E02001543,811,1388,6286
E02001544,666,1325,6720
E02001545,423,1145,7024
E02001546,516,1393,6706
E02001547,856,1552,8329
E02001548,771,1241,5997
E02001549,361,809,4799
E02001550,519,1148,5796
E02001551,369,838,4820
E02001552,553,1102,6031
E02001553,743,1619,7656
E02001554,320,854,5246
E02001555,388,904,4286
E02001556,676,1430,7188
E02001557,488,1349,7650
E02001558,430,979,4716
E02001559,327,897,6518
E02001560,776,1559,8173
E02001561,572,1017,4729
E02001562,426,1050,4429
E02001563,416,1061,6158
E02001564,322,968,6258
E02001565,309,806,5707
E02001566,474,998,6465
E02001567,605,1372,7178
E02001568,635,1082,4189
E02001569,923,1425,6859
E02001570,898,1297,4806
E02001571,333,900,4853
E02001572,616,1157,5463
E02001573,674,1222,5963
E02001574,370,907,4991
E02001575,701,1206,5362
E02001576,267,738,4811
E02001577,352,990,5179
E02001578,726,1314,7421
E02001579,825,1535,6845
E02001580,662,1465,6134
E02001581,522,959,4373
E02001582,580,1200,5436
E02001583,393,893,4379
E02001585,532,1031,4700
E02001586,880,1436,5813
E02001587,652,1058,4114
E02001588,670,1231,5250
E02001589,457,1017,6699
E02001590,769,1152,5571
E02001591,746,1286,6267
E02001592,579,1345,6975
E02001593,572,1018,5505
E02001594,664,1048,5168
E02001595,581,1184,7000
E02001596,690,1399,6562
E02001597,887,1595,7046
E02001598,782,1478,7369
E02001599,327,847,5086
E02001600,600,1485,8692
E02001601,396,754,3892
E02001602,593,1336,7031
E02001603,550,1077,4956
E02001604,627,1202,6746
E02001605,427,943,5864
E02001606,576,1283,6151
E02001607,632,1453,6727
E02001608,405,938,5529
E02001609,425,1252,6691
E02001610,451,1179,6612
E02001628,490,1005,4834
E02001642,653,1426,7584
E02001647,436,1071,4604
E02001654,455,1005,4944
E02001655,643,1341,5671
E02001659,612,1166,4346
E02001666,451,961,4783
E02001671,409,902,4654
E02001673,271,564,4762
E02001675,750,1610,6689
E02002330,216,722,5660
E02002331,366,978,5248
E02002334,287,863,5966
E02002359,282,738,5373
E02002403,344,821,4906
E02002406,245,867,5906
E02002417,372,918,5037
E02002418,402,968,5864
E02002432,484,1023,5693
E02002438,949,1408,5514
E02002439,687,1358,5594
E02002440,728,1346,5677
E02002441,886,1491,6249
E02002442,424,941,5348
E02002447,591,1089,4466
E02002448,737,1298,5529
E02002449,452,1076,6610
E02002450,388,939,5430
E02002452,756,1380,5827
E02002455,554,999,4596
E02002460,421,1122,5512
E02002461,756,1521,7782
E02002464,790,1400,5658
E02002471,602,1452,8350
E02002476,777,1120,3948
E02002478,591,874,4367
E02002479,931,1448,5955
E02002480,613,1059,4200
E02002481,627,991,4707
E02002482,794,1115,4793
E02002652,513,1095,9238
E02002653,696,1359,6268
E02002654,705,1240,5695
E02002655,738,1317,6871
E02002656,307,933,4121
E02002657,428,1064,6045
E02002658,376,919,5586
E02002659,1046,1949,8023
E02002660,569,1201,5172
E02002661,703,1300,5960
E02002662,695,1323,5197
E02002663,223,612,6015
E02002664,258,827,6529
E02002665,361,1038,6913
E02002666,508,969,7484
E02002667,400,984,5726
E02002668,964,1633,6267
E02002669,336,872,7278
E02002670,674,1326,5871
E02002671,563,1285,6517
E02002672,635,1187,5551
E02002673,431,1146,6339
E02002674,339,901,5665
E02002675,790,1456,6218
E02002676,436,1043,6102
E02002677,621,1257,6542
E02002678,402,1097,6193
E02002679,479,1184,5752
E02002680,836,1488,6547
E02002681,674,1378,6459
E02002682,720,1256,5977
E02002684,774,1917,6997
E02002685,575,1538,5958
E02002686,910,1570,5424
E02002687,530,1197,4305
E02002688,563,1078,4021
E02002689,383,935,4573
E02002691,387,1138,6549
E02002692,350,1170,7285
E02002693,432,1001,5409
E02002694,440,1421,9082
E02002695,594,1494,6011
E02002696,213,670,5125
E02002697,348,1003,6242
E02002698,360,1010,6216
E02002699,316,1091,8035
E02002700,435,977,4896
E02002701,333,1021,7187
E02002702,391,1331,8074
E02002703,309,929,7960
E02002704,420,1100,5721
E02002705,311,952,5067
E02002706,307,1084,5516
E02002707,272,914,6431
E02002708,368,1116,5636
E02002709,358,1072,6104
E02002710,285,968,6297
E02002711,343,951,6290
E02002712,424,1099,5988
E02002714,461,1143,6103
E02002715,323,1191,10958
E02002716,430,1176,6964
E02002717,393,1137,6076
E02002718,291,923,6630
E02002719,343,778,4804
E02002720,312,888,5794
E02002721,372,941,5066
E02002723,440,1250,6749
E02002724,582,1355,6852
E02002725,326,900,5373
E02002726,639,1591,8043
E02002727,762,1269,3863
E02002728,491,1223,6040
E02002729,350,889,4707
E02002730,493,1069,6037
E02002731,397,884,4660
E02002732,316,895,6377
E02002733,306,873,4873
E02002734,291,819,4036
E02002735,312,725,4317
E02002736,296,775,4801
E02002737,368,997,6061
E02002738,307,954,5900
E02002739,417,955,4602
E02002740,428,918,4258
E02002741,459,1156,7585
E02002742,268,765,4660
E02002743,484,1077,3899
E02002744,601,1197,5326
E02002745,456,1255,5910
E02002746,468,1212,7152
E02002747,361,1118,6520
E02002748,390,1163,6550
E02002749,655,1620,8791
E02002750,348,860,5074
E02002751,341,975,5135
E02002752,402,993,5406
E02002753,518,1464,6709
E02002754,486,1247,6555
E02002755,483,1038,5517
E02002756,533,1182,6807
E02002757,235,847,5106
E02002758,368,940,5041
E02002759,496,1455,7659
E02002760,340,842,4694
E02002761,392,935,5466
E02002762,432,1121,5154
E02002763,640,1178,5561
E02002764,401,861,4558
E02002765,463,1076,4834
E02002766,403,1260,7497
E02002767,275,924,5589
E02002768,375,1010,5862
E02002769,298,856,4687
E02002770,365,971,5678
E02002771,413,1012,5737
E02002772,206,680,6037
E02002773,245,884,4627
E02002774,234,772,5276
E02002775,358,923,4372
E02002776,297,929,5229
E02002777,234,832,7208
E02002778,362,991,6927
E02002779,408,1274,7906
E02002780,443,1076,6868
E02002781,386,1031,8468
E02002782,202,708,5435
E02002783,437,1345,8382
E02002784,570,1239,8813
E02002785,243,856,5773
E02002786,389,1047,9232
E02002787,458,1271,7346
E02002788,269,854,7798
E02002789,543,1397,6922
E02002790,478,1151,9770
E02002791,261,838,5441
E02002792,214,700,6125
E02002793,411,1251,7503
E02002794,273,771,7773
E02002795,267,932,6880
E02005424,518,1426,7960
E02005427,330,1027,5429
E02005492,486,1287,7652
E02005493,486,1315,7503
E02005494,556,1496,7400
E02005495,638,1569,7438
E02005496,333,899,5224
E02005497,498,1152,5381
E02005759,384,1051,7051
E02005760,192,691,5801
E02005765,237,815,5159
E02005776,267,887,7253
E02005791,341,956,5392
E02005794,359,1162,7877
E02005809,317,996,5948
E02005810,269,927,7646
E02005811,380,1058,7671
E02005812,381,1075,7569
E02005813,650,1524,8712
E02005814,342,1045,5031
E02005815,357,974,6883
E02005816,393,1040,6982
E02005817,357,924,5844
E02005818,374,1091,6689
E02005835,757,1665,7758
E02005836,442,1316,7175
E02005837,402,1166,6241
E02005838,705,1427,5963
E02006813,751,1463,6006
E02006814,389,1110,6784
E02006869,800,1831,8560
E02006870,650,1762,9863
E02006891,321,1016,6140
E02006892,422,1133,4919
