geocode,bad,fair,good
E01007328,240,334,1348
E01007330,166,261,1281
E01007332,282,401,1623
E01007333,141,239,951
E01007348,167,281,996
E01007349,166,270,1097
E01007350,95,244,846
E01007351,108,238,1080
E01007352,157,288,967
E01007353,108,224,1273
E01007354,151,314,1216
E01007364,193,265,932
E01007365,146,217,849
E01007366,130,293,1582
E01007367,115,223,840
E01007368,175,306,1194
E01007369,185,256,1049
E01007370,149,278,962
E01007371,193,340,1421
E01007372,184,237,866
E01007373,193,318,1083
E01007374,151,342,977
E01007375,200,359,1100
E01007376,142,269,996
E01007377,107,203,795
E01007378,275,345,952
E01007448,129,227,1238
E01007449,121,277,1372
E01007451,172,277,1263
E01007455,82,246,1030
E01007464,103,204,1190
E01007465,124,235,1124
E01007466,129,232,1394
E01007467,144,263,1146
E01007468,94,252,950
E01007469,93,179,1083
E01007470,108,174,1146
E01007471,114,183,1245
E01007472,196,282,1146
E01007473,119,217,1121
E01007474,201,284,840
E01007475,55,128,1366
E01007476,116,231,1110
E01007477,78,195,1158
E01007478,112,255,1165
E01007479,144,259,1190
E01007480,117,225,1167
E01007482,144,324,906
E01007483,82,190,1109
E01007484,129,263,1053
E01007485,57,160,1218
E01007486,120,291,906
E01007487,158,256,1201
E01007488,98,303,1337
E01007489,89,273,1359
E01007490,103,241,1221
E01007491,160,240,1354
E01007492,148,317,1031
E01007493,113,242,1429
E01007494,103,213,1213
E01007495,138,261,1458
E01007496,99,252,1271
E01007497,89,209,1078
E01007498,94,191,1295
E01007499,170,286,1045
E01007500,149,249,910
E01007501,84,247,1125
E01007502,64,191,2495
E01007503,69,187,1364
E01007504,115,242,1175
E01007505,103,236,1334
E01007506,166,207,1068
E01007507,127,193,1055
E01007508,134,250,1280
E01007509,192,306,1262
E01007510,127,253,1188
E01007511,152,225,1199
E01007512,96,207,1368
E01007513,123,261,1051
E01007514,83,202,1180
E01007515,125,283,1162
E01007516,81,192,1063
E01007517,102,208,1243
E01007518,84,197,1208
E01007519,91,200,1007
E01007520,85,193,1140
E01007521,77,204,1210
E01007522,141,342,1067
E01007523,72,213,1201
E01007524,75,238,1268
E01007525,120,278,1134
E01007526,78,210,1345
E01007527,64,194,2067
E01007528,102,255,1035
E01007529,146,295,1606
E01007530,83,177,946
E01007531,130,283,1212
E01007532,244,365,1165
E01007533,125,216,1078
E01007534,123,297,1602
E01007535,100,223,1273
E01007536,116,303,1552
E01007537,115,248,1370
E01007538,156,219,1155
E01007539,136,237,1070
E01007540,116,238,1279
E01007541,151,280,1089
E01007542,205,333,1240
E01007543,270,294,936
E01007544,307,367,1078
E01007545,75,185,1224
E01007546,102,214,1112
E01007547,115,233,1181
E01007548,92,162,849
E01007549,171,298,986
E01007550,163,279,1223
E01007551,102,232,1337
E01007552,63,215,1130
E01007553,80,262,1351
E01007554,88,218,1288
E01007555,179,262,1023
E01007556,131,206,1027
E01007557,181,434,2169
E01007558,99,225,1129
E01007559,66,183,913
E01007560,90,289,1144
E01007561,67,225,1180
E01007562,81,205,1076
E01007563,120,209,1126
E01007564,131,260,1145
E01007565,67,198,1262
E01007566,183,297,1146
E01007567,79,205,1058
E01007568,108,237,1317
E01007569,108,233,1260
E01007570,86,221,1175
