geocode,all
E00070199,51.65
E00070200,56.49
E00070201,71.97
E00070203,54.76
E00070204,77.24
E00070306,27.13
E00070309,8.83
E00070310,63.06
E00070312,32.19
E00070313,85.47
E00070315,70.94
E00070316,66.01
E00070317,16.91
E00070318,21.46
E00070319,49.12
E00070321,28.7
E00070322,49.12
E00070325,85.35
E00070326,49.08
E00070327,18.07
E00070328,60.63
E00070331,74.47
E00070334,54.53
E00070337,98.64
E00070339,75.6
E00070341,27.87
E00070342,97.58
E00070344,85.15
E00070345,43.42
E00070346,93.79
E00070347,45.82
E00070352,68.22
E00070353,69.19
E00070354,68.12
E00070355,36.98
E00070356,20.51
E00070357,58.57
E00070358,57.63
E00070359,84.52
E00070360,101.25
E00070415,102.77
E00070416,141.05
E00070417,101.87
E00070418,113.47
E00070419,19.94
E00070420,83.43
E00070421,75.35
E00070424,112.19
E00070425,50.16
E00070426,110.2
E00070427,82.35
E00070429,86.07
E00070430,73.65
E00070439,88.74
E00070467,74.89
E00070476,22.82
E00070478,21.36
E00070481,62.07
E00070484,37.8
E00070502,78.62
E00070503,58.01
E00070507,35.5
E00070510,37.87
E00070514,9.18
E00070518,22.07
E00070520,39.07
E00143395,44.62
E00143396,63.64
E00143397,62.74
E00143398,35.6
E00143399,37.05
E00143400,31.55
E00143401,23.67
E00143402,61.66
E00143403,78.43
E00143404,60.03
E00143405,116.6
E00143406,68.12
E00143455,51.48
E00143456,54.61
E00143457,48.92
E00143458,47.8
E00143459,52.95
E00143462,42.21
E00143463,48.33
E00143464,44.95
E00143465,149.54
E00143466,48.56
E00143467,54.46
E00143468,61.2
E00143469,46.82
E00143470,109.55
E00143471,58.01
E00143472,36.71
E00143473,48.55
E00143474,46.09
E00143475,43.33
E00143476,63.36
E00143477,44.42
E00143479,63.13
E00143480,121.07
E00143481,76.09
E00143482,66.86
E00143483,51.61
E00143484,67.03
E00143485,54.59
E00143486,65.97
E00143487,51.24
E00143488,56.95
E00143489,49.58
E00143490,65.83
E00143491,45.15
E00143492,32.65
E00143493,64.16
E00143494,70.0
E00143495,60.43
E00143496,65.47
E00143497,87.28
