geocode,owned,rent_free,rented_private,rented_social,shared_ownership
E00110701,111,0,4,1,0
E00110702,128,0,3,1,0
E00110706,104,1,5,2,0
E00118325,117,2,5,0,1
E00118326,124,0,3,1,0
E00118327,101,2,25,8,0
E00118328,87,3,37,5,0
E00118329,113,0,12,0,0
E00118330,126,0,9,1,0
E00118331,141,2,3,1,0
E00118332,115,1,3,2,0
E00118333,103,1,9,2,0
E00118334,124,0,3,2,0
E00118335,118,1,10,2,0
E00118336,121,0,5,0,0
E00118337,107,0,7,1,0
E00118338,105,0,7,0,0
E00118339,111,1,17,1,0
E00118340,118,0,1,1,0
E00118341,124,0,4,5,0
E00118342,111,1,6,1,0
E00118343,61,0,17,40,0
E00118453,120,0,5,4,0
E00118454,134,1,4,1,0
E00118455,124,2,2,2,0
E00118456,82,0,3,21,0
E00118457,119,1,7,1,0
E00118458,115,0,4,10,0
E00118459,116,1,7,4,0
E00118460,105,1,8,3,0
E00118461,125,0,3,0,1
E00118462,121,0,4,1,0
E00118463,107,0,9,2,2
E00118465,103,1,19,2,0
E00118466,102,0,7,0,0
E00118467,102,0,13,2,1
E00118468,116,1,13,0,0
E00118469,107,3,1,1,1
E00118470,106,0,13,5,1
E00118471,123,0,0,2,0
E00118472,44,1,13,70,0
E00118473,119,5,16,45,0
E00118474,63,2,55,23,0
E00118476,95,1,13,4,0
E00118477,95,0,18,10,0
E00118478,139,5,22,17,0
E00118479,76,2,42,3,0
E00118480,90,1,30,9,1
E00118481,27,2,8,87,1
E00118482,96,0,8,19,0
E00118483,26,1,32,93,0
E00118484,77,2,12,38,1
E00118485,94,0,20,2,0
E00118486,95,1,14,10,0
E00118488,65,1,52,0,1
E00118489,88,1,20,22,1
E00118490,104,4,12,2,0
E00118491,96,2,44,2,0
E00118492,109,0,13,0,0
E00118493,69,2,14,33,0
E00118494,101,2,22,1,0
E00118509,100,0,10,4,0
E00118510,51,0,8,57,0
E00118512,81,1,9,20,4
E00118513,80,0,9,34,0
E00118515,99,2,11,9,0
E00118516,78,0,2,45,0
E00118517,127,0,19,4,0
E00118518,108,0,13,9,0
E00118519,106,0,4,12,1
E00118521,118,2,13,37,2
E00118522,90,1,11,16,2
E00118523,121,0,3,0,0
E00118524,103,1,8,8,0
E00118525,120,1,10,4,0
E00118526,81,2,28,11,2
E00118528,71,0,3,47,0
E00118529,118,0,15,6,0
E00118530,92,1,13,1,1
E00118576,104,2,9,21,1
E00118578,72,1,17,17,1
E00118579,102,0,10,5,0
E00118580,69,1,26,35,0
E00118581,59,1,5,1,0
E00118582,99,0,6,20,1
E00118583,105,0,25,3,1
E00118584,97,4,19,14,1
E00118585,76,1,28,2,0
E00118586,106,1,15,3,0
