geocode,female,male
E02001682,4053,3800
E02001683,4742,4392
E02001684,3531,3336
E02001685,4293,3963
E02001686,3728,3371
E02001688,3795,3931
E02001689,3884,4359
E02001690,3844,3735
E02001691,4125,4202
E02001692,3329,3085
E02001693,2886,2727
E02001694,3369,3196
E02001695,3217,3128
E02001696,4946,4453
E02001697,4043,3780
E02001698,3713,3559
E02001699,3586,3394
E02001700,5516,5090
E02001701,3250,3070
E02001702,4156,3899
E02001703,2960,2742
E02001704,3702,3454
E02001705,3626,3419
E02001706,3470,3183
E02001707,4322,4045
E02001708,5006,4729
E02001709,5255,4982
E02001710,5045,4781
E02001711,5049,4654
E02001712,4986,4938
E02001713,5355,5137
E02001714,4984,4833
E02001715,5746,5577
E02001718,2918,2737
E02001719,4718,4621
E02001720,4594,5132
E02001721,5297,4964
E02001722,5085,4582
E02001723,3387,2981
E02001724,4380,4831
E02001725,4845,5491
E02001726,6136,5703
E02001727,4320,4210
E02001728,5039,4695
E02001729,5462,6834
E02001730,6093,6833
E02001731,5616,6665
E02001732,2582,2449
E02001733,5956,5929
E02001734,3957,3706
E02001735,3551,3063
E02001736,6067,6923
E02001737,2959,3095
E02001738,2879,2746
E02001739,3839,3669
E02001740,2951,2838
E02001741,3678,3289
E02001742,3213,2824
E02001743,3795,3774
E02001744,3418,3113
E02001745,3320,3037
E02001746,4341,3993
E02001747,3187,2993
E02001748,3924,3608
E02001749,3154,3007
E02001750,3478,3158
E02001751,3166,2873
E02001752,3317,2964
E02001753,3275,3029
E02001754,3125,2900
E02001755,4107,3878
E02001756,4839,4419
E02001757,3118,2800
E02001758,2977,2622
E02001759,3169,3125
E02001760,4113,3662
E02001761,2818,2579
E02001762,2824,2764
E02001763,3255,3052
E02001764,3704,3855
E02001765,3800,3481
E02001766,3460,3467
E02001767,3674,3364
E02001768,4263,4183
E02001769,3568,3828
E02001770,3246,3306
E02001771,3409,2996
E02001772,2796,2616
E02001773,2869,2588
E02001774,2771,2724
E02001775,2934,2703
E02001776,4305,4082
E02001777,3235,3095
E02001778,3145,3007
E02001779,2786,2663
E02001780,2764,2430
E02001781,2842,2577
E02001782,4550,4106
E02001783,3581,3098
E02001784,3588,3249
E02001785,4149,3753
E02001786,3630,3385
E02001787,2937,2686
E02001788,2998,2901
E02001789,3062,2767
E02001790,3139,2817
E02001791,2999,2789
E02001792,3730,3403
E02001793,4449,3934
E02001794,4601,4073
E02001795,3913,3672
E02001796,4597,4680
E02001797,2943,2908
E02001798,4289,3971
E02001799,5267,4737
E02001800,3741,3534
E02001801,3342,3281
E02001802,3386,2916
E02001803,3909,4735
E02001804,3303,3154
E02001805,3032,2826
E02001806,4164,4401
E02001807,3771,3526
E02001808,3062,2996
E02001809,3369,3190
E02001810,4318,4264
E02001811,4832,4352
E02001812,5305,5163
E02001813,5280,4813
E02001814,3297,3110
E02001815,5275,5053
E02001816,3737,3176
E02001817,3276,3014
E02001818,4400,4035
E02001819,3562,3379
E02001820,4356,4172
E02001821,3079,2869
E02001822,3868,3729
E02001823,3674,3455
E02001824,4370,4036
E02001825,3649,3416
E02001826,3408,3191
E02002483,4723,4361
E02002484,5246,5070
E02002485,4062,3773
E02002487,2603,2754
E02002488,3150,2960
E02002489,3934,3993
E02002490,3152,2927
E02002491,3428,3131
E02002492,3508,3176
E02002493,3316,3142
E02002494,4063,3687
E02002496,5246,6400
E02002497,3290,2978
E02002498,3991,4593
E02002499,4142,3374
E02002500,2997,2922
E02002501,2740,2606
E02002502,4915,4700
E02002503,3419,3096
E02002504,4874,4837
E02002505,3418,2836
E02002506,3099,2833
E02002507,3100,2927
E02002508,2645,2429
E02002509,2875,2708
E02002510,2969,2743
E02002512,2720,2585
E02002513,4629,4215
E02002514,4677,4290
E02002515,3351,3459
E02002516,2943,2791
E02002517,2792,2588
E02002518,5558,5165
E02002519,3732,3313
E02002520,6760,6416
E02002521,3086,2872
E02002523,3451,3063
E02002524,2725,2669
E02002525,4350,4007
E02002526,3832,3622
E02002527,2608,2569
E02002529,2903,2833
E02002530,3230,3289
E02002532,3247,3014
E02002533,2970,2788
E02002534,2942,2816
E02002535,5130,4902
E02002536,5034,4561
E02002537,4687,4326
E02002538,3048,2941
E02002539,4483,4310
E02002540,3259,3027
E02002541,3153,3148
E02002542,4338,4003
E02002543,4338,3917
E02002544,3932,4662
E02002545,2754,2641
E02002546,3948,3791
E02002547,3298,3045
E02002548,5481,5752
E02002549,4132,3712
E02002550,3272,3126
E02002551,3316,3215
E02002552,3482,3332
E02002553,3020,2871
E02002554,2913,2592
E02002555,5115,4813
E02002556,3557,3603
E02002557,7027,6858
E02002558,4811,4934
E02002559,4478,4364
E02002560,3010,2987
E02002561,2960,2781
E02002562,3065,3001
E02002563,2857,2606
E02002564,4931,4571
E02002565,2849,2601
E02002566,3305,3613
E02002567,3775,3479
E02002568,3048,2857
E02002569,4771,4324
E02002570,4208,4005
E02002571,3335,3181
E02002572,3238,3074
E02002573,4251,4039
E02003988,3390,3239
E02004008,3193,3201
E02004010,3635,3484
E02004011,5054,4761
E02004013,4961,4942
E02004014,3824,3765
E02004017,4302,4089
E02004018,4136,4011
E02004019,4083,3910
E02004020,4293,3990
E02004023,3181,3064
E02004024,3700,3485
E02004025,4203,3870
E02004290,3030,2951
E02004291,3501,3286
E02004292,4092,3824
E02004293,4903,4476
E02004294,4339,4145
E02004295,3973,3564
E02004296,4037,3996
E02004297,3982,3918
E02004298,4946,4757
E02004299,4305,4169
E02004300,3966,3720
E02004301,4551,4343
E02004302,3951,3796
E02004303,5743,5714
E02004304,4620,4272
E02004305,4445,4195
E02004306,2950,2839
E02004307,3416,3154
E02004308,3683,4136
E02004309,3125,2777
E02004310,4088,3874
E02004311,4692,4416
E02004312,3910,3639
E02004313,3364,3320
E02004314,5894,6354
E02004315,5066,5118
E02004316,2889,2794
E02004317,3953,3710
E02004318,3149,2950
E02004319,3770,3704
E02004320,4544,4412
E02004321,4195,4150
E02004322,4523,3967
E02004323,3925,3981
E02004324,2844,2888
E02004325,4523,4199
E02004326,3108,3082
E02004327,3278,3096
E02004328,3855,3482
E02004329,3440,3332
E02004330,3057,2887
E02004331,3570,3515
E02004332,3738,3540
E02004333,3611,3570
E02004334,3784,3586
E02004335,3258,3031
E02004336,3525,3351
E02004337,4607,4499
E02004338,3453,3308
E02004339,3508,3371
E02004340,5296,5067
E02004341,4240,4177
E02004342,3097,2870
E02004343,2928,2599
E02004344,3687,3347
E02004345,6497,6262
E02004346,2646,2595
E02004347,3455,3585
E02004348,4096,3967
E02004349,4703,4525
E02004350,4894,4720
E02004351,3572,3453
E02004352,3844,3722
E02004353,3989,3560
E02004354,4479,4276
E02004355,3860,3397
E02005702,3319,3235
E02005703,3560,3206
E02005704,6369,6039
E02005705,3801,3708
E02005706,5060,4560
E02005707,3533,3364
E02005708,5309,5141
E02005709,3584,3276
E02005710,4267,4164
E02005711,4342,3999
E02005712,3597,3433
E02005713,3377,3300
E02005714,2734,2646
E02005715,4556,4077
E02005716,4591,4192
E02005717,4090,3715
E02005718,3386,3231
E02005719,3833,3784
E02005720,5634,6458
E02005721,2594,2586
E02005722,3627,3488
E02005723,3364,2917
E02005724,3111,3035
E02005725,3430,3086
E02005726,3796,3912
E02005727,3205,3193
E02005728,3583,3519
E02005729,2924,2696
E02005730,6873,6224
E02005731,5611,5242
E02005732,4686,4366
E02005733,4105,4031
E02005734,3274,3034
E02005735,4012,3928
E02005736,3823,3732
E02005737,3758,3469
E02005738,2590,2477
E02005739,4929,4535
E02005740,5251,5024
E02005741,4416,4102
E02005750,4070,3768
E02005751,4381,4201
E02005752,3313,3350
E02005753,6710,6373
E02005754,3849,3627
E02005755,3240,3089
E02005756,3370,3847
E02005757,4335,4117
E02005758,4105,4225
E02005761,2801,2658
E02005782,3822,3756
E02005783,4374,4039
E02005784,2907,3322
E02005785,6158,9122
E02005786,3082,3033
E02005787,4215,4135
E02005788,3237,3162
E02005789,5342,4744
E02005790,3372,3532
E02005795,3690,3354
E02005796,3473,3418
E02005797,3104,3065
E02005798,4433,4092
E02005799,4742,4249
E02005800,3957,4100
E02005801,2909,2716
E02005802,4386,3971
E02005803,4767,4317
E02005804,4143,4057
E02005805,3715,3369
E02005806,3700,3466
E02005807,3251,2955
E02005808,5953,5441
E02006811,4934,4660
E02006812,3834,3519
E02006841,3516,3971
E02006842,2638,2690
E02006893,5563,5151
E02006909,6092,5777
E02006910,5208,4862
