geocode,employee,inactive,self-employed,student,unemployed
E01009746,525,411,85,27,104
E01009747,681,299,58,16,70
E01009748,505,482,61,26,85
E01009749,613,307,107,31,41
E01009750,573,395,64,25,70
E01009751,576,372,53,21,73
E01009752,532,362,43,26,77
E01009753,507,396,47,22,90
E01009754,673,359,58,27,87
E01009772,512,297,49,32,70
E01009773,553,368,70,22,58
E01009777,570,335,57,31,67
E01009778,663,275,112,34,38
E01009779,556,325,85,24,49
E01009780,1115,235,107,50,41
E01009781,759,406,113,32,99
E01009782,584,379,55,23,67
E01009783,538,345,72,20,75
E01009785,544,370,96,35,17
E01009786,542,336,78,14,87
E01009787,727,308,106,40,28
E01009788,597,391,62,33,82
E01009789,688,331,85,29,39
E01009790,601,324,81,38,85
E01009814,508,306,86,31,19
E01009815,586,267,90,32,19
E01009816,637,345,70,24,33
E01009817,456,302,91,22,21
E01009818,419,272,64,28,42
E01009819,780,246,101,29,34
E01009820,630,336,111,20,29
E01009821,509,367,84,23,27
E01009822,530,349,112,23,36
E01009823,638,308,70,33,39
E01009824,611,319,76,32,65
E01009825,583,307,78,32,50
E01009826,593,385,68,30,24
E01009827,620,320,112,46,20
E01009828,541,379,60,26,49
E01009829,630,318,108,26,26
E01009830,613,383,97,30,32
E01009841,491,417,62,15,102
E01009883,494,314,37,26,61
E01009884,567,353,68,26,84
E01009895,541,309,70,14,60
E01009896,590,328,65,34,42
E01009897,543,357,81,29,14
E01009898,536,373,83,28,43
E01009899,556,339,63,33,27
E01009900,524,396,66,31,27
E01009901,537,359,78,24,30
E01009902,536,332,78,20,22
E01009911,596,364,76,25,38
E01009912,751,331,107,23,39
E01009913,583,373,86,31,53
E01010426,550,374,70,49,78
E01010427,568,438,98,33,85
E01010428,461,407,52,65,79
E01010429,414,362,38,34,73
E01010430,546,431,65,64,147
E01010431,596,374,133,41,65
E01010432,598,343,107,46,78
E01010433,296,331,44,50,74
E01010434,682,369,63,31,88
E01010435,442,337,52,31,97
E01010436,654,293,83,38,36
E01010437,650,211,80,32,27
E01010438,548,339,66,24,49
E01010439,449,315,46,40,86
E01010440,493,411,46,30,93
E01010441,460,370,46,30,92
E01010449,817,540,85,58,190
E01010453,578,470,44,54,144
E01010454,485,453,36,52,133
E01010463,572,392,76,45,160
E01010464,400,512,60,29,145
E01010465,551,341,72,44,130
E01010466,443,375,69,53,128
E01010467,565,387,100,37,92
E01010468,623,283,84,21,53
E01010469,637,266,93,25,69
E01010470,463,375,57,33,105
E01010472,648,444,69,65,154
