geocode,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80plus
E02002910,744,835,637,674,1130,1180,1233,464,978
E02002924,597,689,421,477,945,899,1019,341,685
E02003069,429,501,388,491,778,763,849,328,882
E02003071,748,836,745,900,1173,1045,931,427,1096
E02003074,923,962,927,1073,1243,1144,877,271,551
E02003076,1003,1209,739,1077,1504,1327,1249,425,740
E02003078,744,810,632,712,1071,960,1056,327,565
E02003079,1241,1287,1107,1254,1564,1314,1013,265,554
E02003080,908,1014,722,837,1106,1061,1320,495,1126
E02003081,902,963,755,870,1342,1214,1429,574,1117
E02003082,547,601,1121,998,1211,1107,1239,463,1296
E02003084,931,996,1353,1190,1472,1049,1036,393,1086
E02003085,1070,1174,1026,878,1156,833,680,255,462
E02003086,537,617,668,604,924,717,732,295,959
E02003087,936,930,614,892,1313,1258,1642,556,1028
E02003088,777,1032,623,630,1182,1219,1370,467,1061
E02003089,668,621,497,535,716,744,909,354,733
E02003931,978,1152,943,1023,1268,1298,1428,593,1251
E02003932,674,729,566,628,968,1161,1144,359,716
E02004129,498,551,378,397,776,798,1025,365,704
E02004130,502,590,671,602,751,717,812,378,896
E02004131,602,627,510,648,795,714,687,305,676
E02004132,879,1019,562,823,1287,1269,1269,412,711
E02004133,761,885,717,796,1090,999,1257,526,1149
E02004134,717,840,482,672,1162,1045,927,346,692
E02004135,583,892,414,492,1055,1201,1577,579,1251
E02004136,785,1017,485,684,1194,1062,1204,499,1029
E02004149,532,2314,1921,679,785,904,898,322,664
E02004150,790,809,1550,861,899,746,556,170,444
E02004151,979,996,841,933,1169,917,916,349,857
E02004164,621,739,498,558,997,1041,1121,379,632
E02004165,864,913,749,823,1145,1035,1182,455,881
E02004166,657,818,536,618,1026,937,926,330,639
E02004167,1039,1082,883,906,947,788,726,262,567
E02004168,757,695,801,744,826,694,696,280,595
E02004169,796,916,584,730,1180,974,939,331,653
E02004170,916,840,962,953,1138,960,874,298,702
E02004171,879,911,564,813,1157,1074,1103,344,717
E02004172,583,728,492,533,955,983,1027,324,530
E02004173,804,851,558,679,1167,1148,1086,373,613
E02004174,825,876,936,840,1067,945,948,339,824
E02004175,615,622,609,598,799,755,734,272,513
E02004176,443,585,419,418,759,911,1048,347,658
E02004177,680,732,552,643,835,844,895,245,566
E02004178,530,638,398,531,805,765,919,284,601
E02004179,1016,918,1202,1155,1181,932,1137,471,1066
E02004180,621,720,433,523,898,908,961,284,552
E02004181,642,670,627,726,841,729,751,267,596
E02004182,752,751,889,757,844,689,668,265,585
E02004183,480,631,656,541,795,698,864,335,782
E02004184,1140,1233,1107,1046,1396,1018,846,267,561
E02004185,490,563,458,473,753,798,1004,397,875
E02004186,927,975,702,955,1214,1125,1153,428,745
E02004187,925,1135,917,893,1322,1320,1321,497,1006
E02004188,554,688,417,504,873,988,1093,423,765
E02004220,558,528,455,603,848,871,1095,407,819
E02004221,415,449,421,557,661,782,1135,450,1008
E02004222,601,637,684,671,851,752,734,236,551
E02004223,1438,1474,1379,1320,1610,1450,1388,464,825
E02004224,561,718,433,531,891,936,1140,363,681
E02004225,688,733,560,632,860,684,724,271,562
E02004226,551,703,478,568,939,1187,1284,447,759
E02004227,848,1056,765,776,1336,1323,1461,458,906
E02004228,588,826,484,551,979,1102,1285,384,700
E02004229,763,857,722,782,1171,1177,1256,440,795
E02004230,899,834,830,920,1073,880,959,328,777
E02006044,558,705,397,485,855,973,1187,374,708
E02006062,988,1216,897,914,1585,1531,1639,684,1190
E02006063,666,1071,388,527,1140,1058,1176,367,607
E02006064,626,698,743,713,998,1004,1178,469,1378
E02006065,955,1006,919,951,1228,1116,1127,409,752
E02006066,754,827,591,708,1119,1181,1299,435,767
E02006067,618,883,473,578,1015,1108,1128,417,771
E02006068,1058,1150,1033,982,1069,785,738,269,495
E02006069,1233,1116,1807,1386,1386,1098,795,288,636
E02006070,780,753,908,798,1079,937,805,270,442
E02006071,939,1054,855,971,1318,1061,1043,365,867
E02006072,793,1181,610,680,1437,1547,1475,540,884
E02006073,922,975,936,819,984,818,702,222,651
E02006074,1037,937,985,950,1287,1090,1040,366,666
E02006078,520,712,436,512,843,835,848,307,689
E02006081,530,584,361,455,769,804,882,314,600
E02006084,694,735,508,625,1035,1049,1109,418,904
E02006093,922,882,770,901,1129,1021,1290,448,1082
E02006096,758,820,778,716,962,818,873,308,671
E02006097,699,701,774,714,846,682,756,337,861
E02006098,639,742,525,581,1024,1109,1366,441,860
E02006099,950,876,513,836,1096,896,907,241,514
E02006100,809,1131,762,847,1074,945,890,319,691
E02006101,546,734,389,507,874,827,821,293,611
E02006102,947,902,870,807,1017,859,738,299,702
E02006103,710,869,423,659,1079,1053,1203,383,855
E02006104,872,878,891,982,1219,991,846,301,564
E02006105,1204,987,2080,1723,1397,1136,809,290,679
E02006106,797,824,1306,872,1032,984,858,324,707
E02006107,1200,1090,1031,1085,1123,993,830,246,566
E02006108,727,1128,1195,973,1042,867,941,381,1307
E02006109,767,947,666,675,1121,1065,1094,479,1041
E02006110,920,1043,843,967,1151,1005,859,318,786
E02006111,1021,1315,748,966,1472,1496,1628,546,1259
E02006112,639,887,556,606,1119,1240,1128,356,906
E02006113,622,750,777,632,897,900,1078,428,1243
E02006114,503,610,867,523,692,849,1093,484,1107
E02006115,659,843,670,577,914,1077,1168,456,854
E02006116,670,727,551,561,1078,1260,1578,517,914
E02006117,371,509,428,355,729,881,1048,417,808
E02006845,1259,884,1079,1371,1141,808,742,220,466
E02006846,1383,908,1208,1374,1045,522,416,104,144
W02000106,616,772,598,565,946,983,1036,388,724
W02000107,849,1201,802,828,1352,1399,1776,597,1141
W02000108,630,754,503,576,909,1044,1261,491,894
W02000109,546,606,583,524,725,629,722,302,672
W02000110,737,842,628,703,960,1000,1093,338,734
W02000111,809,924,750,839,1164,1253,1315,463,913
W02000113,894,1161,957,952,1057,1006,986,389,848
W02000114,592,787,500,526,1034,1085,1208,455,755
W02000116,792,955,703,788,1204,1056,1085,371,706
W02000117,352,2144,4604,685,543,520,473,177,500
W02000118,749,1539,1681,811,841,705,649,248,538
W02000120,662,802,639,711,940,1097,1233,440,820
W02000122,645,699,550,595,842,1037,1188,420,746
W02000123,808,1076,1131,765,1001,1136,1235,398,795
W02000124,894,958,866,847,1071,1242,1315,554,1119
W02000125,695,831,613,641,971,1158,1339,424,832
W02000126,839,908,715,704,1127,1249,1393,458,797
W02000127,1015,1065,934,870,1267,1348,1493,593,1166
W02000128,708,886,796,770,1006,1083,1131,449,705
W02000129,627,865,493,615,1094,925,1051,395,676
W02000130,957,961,1077,930,1000,743,587,232,465
W02000131,803,846,815,751,1062,840,812,317,712
W02000132,592,783,599,586,931,934,966,318,729
W02000133,744,956,683,752,1105,1196,1264,435,888
W02000134,925,1046,753,862,1331,1151,1264,479,720
W02000135,843,827,886,752,930,862,828,344,651
W02000136,755,970,678,700,1107,1174,1491,558,1107
W02000137,879,894,881,732,925,903,755,350,665
W02000138,1273,1377,1233,1077,1370,1154,1161,398,710
W02000139,752,843,608,711,1036,1092,1374,473,805
W02000140,860,949,790,763,974,861,913,303,608
W02000141,570,688,629,574,846,870,952,368,909
W02000142,643,648,615,547,806,728,849,278,544
W02000143,506,685,537,443,795,879,998,339,638
W02000144,752,924,700,650,1113,1115,1269,446,744
W02000145,700,801,636,622,1035,1059,1105,416,774
W02000146,635,840,473,566,1018,1069,1060,357,588
W02000147,1000,1086,1236,970,1043,990,882,354,700
W02000148,645,610,666,636,654,674,582,180,495
W02000149,495,623,782,630,728,781,908,355,879
W02000151,836,952,769,802,1069,1015,964,342,658
W02000152,870,933,774,916,1089,1067,1144,430,882
W02000153,722,821,645,740,1058,1244,1269,412,828
W02000154,840,967,861,804,1079,962,952,358,763
W02000156,931,956,974,972,1207,1055,1014,367,683
W02000157,892,1060,939,972,1304,1295,1176,506,845
W02000158,640,596,669,717,800,822,748,235,437
W02000159,674,771,640,623,826,862,869,269,530
W02000160,793,848,707,838,1116,950,1139,400,709
W02000161,752,767,714,613,776,647,610,226,546
W02000162,875,1008,762,850,1207,1071,1294,495,985
W02000163,669,675,632,644,699,655,673,214,596
W02000164,702,823,694,740,1001,987,848,350,803
W02000165,825,843,867,789,979,840,729,287,602
W02000166,1208,1113,1201,1085,1256,1000,872,322,656
W02000167,1257,1201,1442,1251,1352,1194,965,374,711
W02000168,764,820,725,807,924,764,667,241,569
W02000169,1081,1120,1037,1083,1368,1317,1160,418,769
W02000170,963,1058,1029,1108,1311,1289,1230,426,697
W02000171,995,969,865,1163,1311,1003,887,261,453
W02000172,1193,1186,1190,1285,1453,1228,1090,401,798
W02000173,1030,903,883,1256,1106,915,730,214,355
W02000174,973,1066,1004,1014,1359,1263,1273,428,754
W02000175,985,926,1167,1142,1096,906,756,244,595
W02000176,866,1005,934,1036,1204,1148,1300,509,870
W02000177,910,857,997,996,1043,817,751,265,405
W02000178,1506,1365,1331,1270,1154,921,673,220,426
W02000179,713,838,715,797,1015,923,852,316,609
W02000180,1085,1059,1133,1083,1109,927,811,280,599
W02000181,795,859,1019,787,963,801,768,298,567
W02000182,1009,940,1065,1084,1092,1034,790,265,693
W02000183,1081,1027,1572,1368,1245,1189,848,318,593
W02000184,773,776,797,939,1049,857,759,351,662
W02000185,513,658,451,520,748,763,793,230,542
W02000186,1441,1284,1293,1123,1168,913,720,273,481
W02000187,545,763,481,636,821,711,902,341,514
W02000188,802,862,1262,1011,930,851,705,264,500
W02000189,705,901,754,811,1224,1067,941,400,1152
W02000190,395,1400,698,435,697,587,607,278,605
W02000191,736,1182,3230,1113,1030,934,745,291,701
W02000192,417,687,3076,1345,965,933,789,269,525
W02000193,418,1081,4491,854,671,635,551,222,584
W02000194,374,1150,930,503,675,717,846,335,816
W02000195,540,595,374,490,802,799,970,378,979
W02000196,626,625,554,718,784,841,947,411,942
W02000197,633,685,370,530,923,915,1050,478,800
W02000198,682,616,652,795,990,1044,1113,483,1101
W02000200,573,583,640,575,716,741,724,244,431
W02000201,570,617,628,565,799,695,722,273,550
W02000202,1226,1400,1308,1356,1774,1582,1498,493,964
W02000203,760,829,796,853,995,906,783,268,584
W02000204,692,829,613,809,1069,934,993,365,648
W02000205,591,704,641,685,866,805,792,322,555
W02000206,622,655,879,761,905,940,870,331,822
W02000207,445,606,518,555,778,836,826,233,403
W02000208,968,1085,1197,1195,1336,1097,1030,360,785
W02000209,581,722,622,606,740,689,683,229,411
