geocode,bad,fair,good
E00041363,29,54,143
E00041364,13,40,421
E00041366,18,27,169
E00041367,21,38,151
E00041368,26,52,215
E00041370,16,31,70
E00041371,59,81,201
E00041372,25,34,183
E00041374,21,22,64
E00041375,17,25,150
E00041376,23,19,98
E00041377,65,61,76
E00041378,8,33,233
E00041380,28,26,46
E00041381,15,45,191
E00041382,39,48,88
E00041383,30,51,228
E00041384,31,58,245
E00041385,42,49,169
E00041386,3,7,273
E00041388,25,40,218
E00041389,25,31,147
E00041393,26,30,213
E00041394,12,37,308
E00041395,31,59,483
E00041397,36,58,170
E00041399,37,48,213
E00041400,27,62,260
E00041401,22,45,228
E00041402,44,53,333
E00041404,29,52,258
E00041405,48,57,62
E00041406,17,31,253
E00041407,15,43,221
E00041408,20,33,192
E00041409,28,67,190
E00041410,26,56,145
E00041411,25,29,56
E00041413,38,43,113
E00041414,18,27,118
E00041415,16,32,220
E00041443,15,36,229
E00041444,13,36,272
E00041445,10,43,239
E00041446,8,35,238
E00041447,11,36,237
E00041448,16,52,315
E00041449,34,57,165
E00041450,17,33,218
E00041451,29,47,271
E00041452,6,21,292
E00041453,17,28,284
E00041454,18,38,310
E00041455,29,51,242
E00041456,27,75,165
E00041457,28,44,211
E00041458,21,56,216
E00041459,16,52,202
E00041460,14,39,313
E00041461,23,44,339
E00041462,18,42,186
E00041463,21,31,216
E00041464,12,23,237
E00041465,14,38,188
E00041466,31,55,207
E00041467,16,42,260
E00041468,43,76,228
E00041469,26,52,184
E00041470,9,28,212
E00041471,18,41,244
E00041472,6,36,266
E00041477,11,36,274
E00041478,10,39,228
E00041483,29,79,139
E00041485,12,35,234
E00041486,4,31,255
E00041487,10,44,242
E00041488,37,60,138
E00041489,11,52,293
E00041490,22,50,249
E00041492,17,40,232
E00041493,11,57,200
E00041494,26,59,200
E00041496,31,58,186
E00041497,28,47,166
E00041504,6,28,262
E00041506,29,62,270
E00041507,42,74,320
E00041508,19,46,182
E00041509,24,48,151
E00041510,12,34,217
E00041511,19,60,196
E00041512,36,64,234
E00041513,26,56,229
E00041514,10,27,240
E00041515,18,44,185
E00041516,10,44,247
E00041517,7,22,225
E00041518,10,34,248
E00041519,15,44,240
E00041520,36,67,240
E00041521,25,47,109
E00041522,26,65,226
E00041523,18,46,232
E00041524,11,40,262
E00041525,23,44,157
E00041526,9,35,157
E00041527,34,54,216
E00041528,16,47,285
E00041529,35,55,144
E00041530,32,46,105
E00041531,27,51,176
E00041532,24,44,196
E00041533,28,59,94
E00041534,32,37,158
E00041535,37,50,189
E00041571,22,41,207
E00041572,34,52,214
E00041573,24,45,242
E00041574,32,51,238
E00041575,37,54,201
E00041576,32,78,229
E00041578,14,32,342
E00041579,23,47,252
E00041581,33,47,171
E00041582,34,69,262
E00041583,18,40,184
E00041584,54,60,224
E00041585,33,48,269
E00041586,31,53,257
E00041587,24,36,229
E00041588,33,49,150
E00041589,15,45,241
E00041590,44,63,156
E00041592,16,32,212
E00041593,17,39,136
E00041594,11,40,269
E00041595,19,58,165
E00041596,18,27,222
E00041599,48,74,232
E00041600,41,40,185
E00041601,31,69,260
E00041602,14,57,264
E00041603,31,46,222
E00041604,26,46,198
E00041605,18,45,295
E00041606,13,53,225
E00041607,5,20,236
E00041608,37,49,216
E00041610,42,52,245
E00041611,15,37,159
E00041612,17,52,229
E00041614,14,20,189
E00041615,17,53,249
E00041616,8,24,156
E00041617,25,47,248
E00041618,23,59,186
E00041619,17,40,154
E00041620,23,45,278
E00041621,8,26,185
E00041622,14,49,234
E00041623,12,41,255
E00041624,21,55,296
E00041625,17,40,180
E00041626,23,53,221
E00041627,17,24,178
E00041629,20,32,237
E00041630,34,50,220
E00041631,23,48,224
E00041632,40,43,214
E00041661,64,79,317
E00041662,25,44,249
E00041670,34,45,194
E00041671,36,67,223
E00041678,18,39,155
E00041687,32,43,177
E00041688,26,58,175
E00041696,38,61,243
E00041697,59,50,184
E00041705,29,46,199
E00041706,68,94,184
E00041708,23,38,263
E00041710,30,43,111
E00041711,27,54,182
E00041712,21,34,163
E00041713,19,35,181
E00041750,26,42,144
E00041751,17,35,236
E00041752,22,41,189
E00041753,13,31,271
E00041754,47,33,239
E00041755,13,37,323
E00041756,17,30,222
E00041757,5,26,313
E00041758,9,40,181
E00041759,8,42,276
E00041760,10,39,263
E00041761,15,26,207
E00041762,5,29,230
E00041763,12,36,295
E00041764,9,32,251
E00041765,21,69,202
E00041766,10,32,200
E00041767,10,29,245
E00041768,9,34,252
E00041769,23,33,152
E00041770,40,42,84
E00041771,14,25,305
E00041772,24,32,208
E00041773,10,28,278
E00041774,16,35,253
E00041775,11,30,258
E00041776,10,44,242
E00041777,18,46,198
E00041778,4,31,316
E00041779,15,47,259
E00041780,23,48,251
E00041781,25,45,177
E00041782,5,25,209
E00041783,9,33,254
E00041814,8,50,184
E00041816,18,35,182
E00041818,19,36,188
E00041819,27,51,198
E00041822,18,54,464
E00041827,18,56,156
E00041828,21,56,204
E00041830,29,55,182
E00041833,31,41,204
E00041834,15,37,268
E00041835,33,39,204
E00041837,12,29,237
E00041839,13,33,254
E00041841,13,28,313
E00041842,33,38,187
E00041843,10,29,308
E00041845,25,50,318
E00041846,16,42,227
E00041847,24,46,191
E00041848,32,31,100
E00041849,13,25,255
E00041850,30,32,304
E00041851,17,44,382
E00041852,17,15,248
E00041853,9,25,158
E00041854,21,37,213
E00041855,15,40,145
E00041856,17,30,240
E00041857,19,45,186
E00041858,20,40,240
E00041859,19,37,204
E00041860,18,62,356
E00041861,11,19,126
E00041862,34,70,175
E00041863,16,46,155
E00041864,27,46,182
E00041865,34,49,180
E00041866,25,44,308
E00041867,12,25,138
E00041868,15,47,224
E00041869,20,34,214
E00041870,14,34,187
E00041871,10,37,273
E00041872,7,25,146
E00041873,7,29,180
E00041874,9,28,133
E00041875,9,25,218
E00041876,38,50,150
E00041877,8,34,329
E00041878,28,51,209
E00041879,24,53,239
E00041880,26,74,170
E00041881,38,89,132
E00041882,35,64,210
E00041883,15,30,303
E00041884,6,23,252
E00041885,27,56,115
E00041886,35,50,214
E00041887,7,28,239
E00041888,53,72,163
E00041889,23,56,172
E00041890,33,55,200
E00041891,30,57,247
E00041892,16,49,186
E00041893,19,44,241
E00041894,32,62,230
E00041895,21,48,273
E00041896,8,33,172
E00041897,16,32,238
E00041898,34,62,267
E00041899,24,41,161
E00041901,27,26,163
E00041902,52,72,186
E00041903,40,54,171
E00041904,17,32,203
E00041905,61,67,315
E00041906,16,15,74
E00041907,35,68,403
E00041908,27,49,184
E00041909,60,61,212
E00041910,31,46,216
E00041911,37,61,267
E00041912,17,30,204
E00041913,13,27,301
E00041914,20,24,239
E00041915,11,42,286
E00041916,21,47,248
E00041917,12,33,261
E00041918,8,31,228
E00041919,3,39,271
E00041920,24,47,279
E00041921,18,35,188
E00041922,8,41,200
E00041923,7,33,241
E00041924,21,47,226
E00041925,42,82,226
E00041926,12,50,232
E00041927,21,54,189
E00041928,14,40,269
E00041929,16,51,201
E00041930,12,46,240
E00041931,10,35,243
E00041932,31,79,92
E00041933,32,74,102
E00041934,28,47,205
E00041935,10,53,282
E00041936,22,55,225
E00041937,12,42,228
E00041938,7,27,263
E00041940,15,47,266
E00041941,13,38,227
E00041942,24,42,219
E00041943,12,48,228
E00041944,38,37,262
E00041945,15,55,239
E00041946,19,54,306
E00041947,10,33,271
E00041948,8,51,189
E00041949,11,27,229
E00041950,14,40,276
E00041951,19,53,192
E00041952,17,38,228
E00041953,17,48,202
E00041954,9,42,199
E00041955,9,29,237
E00041956,16,42,259
E00041957,8,34,289
E00041958,14,54,148
E00041959,16,28,216
E00041960,6,46,233
E00041961,13,49,262
E00041962,22,55,203
E00041963,17,47,213
E00041964,9,48,245
E00041965,4,20,254
E00041966,16,26,228
E00041967,12,34,252
E00041968,10,36,249
E00041969,10,48,208
E00041970,12,31,261
E00041971,25,50,221
E00041972,19,32,191
E00041973,28,47,152
E00041974,27,38,238
E00041975,19,42,190
E00041976,6,35,288
E00041977,15,37,252
E00041978,12,33,288
E00041979,15,43,246
E00041980,40,57,229
E00041982,18,60,184
E00041983,53,54,367
E00041984,24,38,180
E00041985,14,37,244
E00041986,23,61,256
E00041987,38,62,278
E00041988,29,65,247
E00041989,6,35,306
E00041990,21,63,223
E00041991,18,50,175
E00041992,31,49,68
E00041993,26,45,158
E00041994,16,55,218
E00041995,26,45,203
E00041996,34,79,88
E00041997,15,49,231
E00041998,10,46,226
E00041999,16,36,207
E00042000,27,50,220
E00042001,11,40,234
E00042002,36,38,210
E00042003,21,47,163
E00042004,25,58,252
E00042005,11,40,274
E00042006,25,36,184
E00042042,37,52,179
E00042043,14,41,285
E00042044,22,35,207
E00042045,26,41,167
E00042046,30,65,366
E00042047,43,61,242
E00042052,34,58,237
E00042053,23,38,248
E00042054,25,42,224
E00042056,39,56,141
E00042057,41,50,302
E00042058,7,15,102
E00042059,22,49,253
E00042061,42,49,251
E00042062,33,50,418
E00042064,34,66,251
E00042065,31,54,213
E00042066,33,36,63
E00042114,16,31,209
E00042126,43,66,219
E00042134,53,57,189
E00042136,38,62,185
E00042262,24,58,452
E00042263,17,48,275
E00042264,17,38,233
E00042265,26,31,309
E00042266,24,48,440
E00042267,24,48,329
E00042268,37,35,171
E00042269,30,49,326
E00042270,17,41,342
E00042271,24,53,368
E00042272,67,96,445
E00042273,22,46,395
E00042274,22,30,239
E00042275,28,48,392
E00042276,24,34,314
E00042277,27,56,330
E00042278,36,51,169
E00042279,35,73,286
E00042280,27,52,415
E00042281,27,42,284
E00042282,19,23,268
E00042283,59,72,51
E00042284,44,59,386
E00042285,50,60,294
E00042286,18,62,314
E00042287,26,42,230
E00042356,20,43,351
E00042357,24,63,384
E00042531,25,44,191
E00042534,20,44,183
E00042535,16,38,212
E00042536,12,40,235
E00042537,29,60,217
E00042538,21,27,239
E00042576,32,40,304
E00042577,22,47,205
E00042578,13,39,261
E00042579,36,30,130
E00042580,3,23,421
E00042582,18,42,203
E00042583,6,16,152
E00042584,35,80,126
E00042585,26,29,190
E00042586,39,66,333
E00042587,28,49,218
E00042588,21,36,313
E00042589,34,50,221
E00042590,22,46,203
E00042591,27,41,179
E00042592,23,34,94
E00042593,56,71,192
E00042608,13,42,388
E00042609,15,45,436
E00042661,24,29,57
E00042669,9,17,235
E00042670,32,58,279
E00042671,14,38,74
E00042673,26,46,268
E00042674,44,59,144
E00042677,29,37,178
E00042679,5,19,566
E00042685,7,15,98
E00042691,30,45,130
E00042693,54,44,238
E00042694,21,34,170
E00042695,70,75,44
E00042697,50,59,228
E00042803,34,64,293
E00042805,56,49,117
E00042806,24,37,232
E00042807,47,52,96
E00042808,36,54,185
E00042810,43,50,223
E00042811,42,48,301
E00042812,54,77,47
E00042814,33,48,175
E00042816,22,22,84
E00042818,39,59,93
E00042819,27,33,111
E00042820,13,20,160
E00042822,8,15,268
E00042823,36,42,207
E00042824,34,65,215
E00042825,27,42,294
E00042826,2,21,377
E00042827,37,67,297
E00042828,20,42,251
E00042829,24,29,263
E00042830,45,59,94
E00042874,21,53,483
E00042875,23,44,292
E00042877,11,26,449
E00042879,19,48,363
E00042899,14,36,443
E00042903,19,40,315
E00104576,6,31,330
E00104577,12,33,348
E00104578,25,47,244
E00104579,12,61,182
E00104580,14,40,230
E00104581,25,44,168
E00104582,29,48,210
E00104583,37,58,271
E00104584,12,47,257
E00104587,40,69,115
E00104602,60,77,267
E00104626,11,29,234
E00104627,12,34,272
E00104628,7,32,250
E00104629,8,25,240
E00104630,12,27,289
E00104632,9,35,318
E00104633,8,31,248
E00104635,5,34,312
E00104689,13,60,209
E00104690,26,24,212
E00104691,13,32,201
E00104692,37,61,199
E00104693,26,41,201
E00104694,6,26,226
E00104695,15,43,218
E00104696,11,26,292
E00104697,20,72,207
E00104698,5,24,303
E00104699,39,52,184
E00104700,14,49,181
E00104701,15,64,210
E00104702,9,27,242
E00104703,41,60,276
E00104704,17,40,271
E00104792,21,40,240
E00104795,24,46,292
E00104796,27,53,486
E00104797,24,59,196
E00104798,34,51,189
E00104799,38,68,235
E00104800,23,46,196
E00104841,15,45,300
E00104842,25,60,460
E00104843,30,49,271
E00104844,19,41,298
E00104914,10,34,258
E00104915,55,78,212
E00104916,7,39,247
E00104917,33,65,270
E00104918,44,70,137
E00104919,34,50,228
E00104920,17,70,199
E00104921,18,52,202
E00104922,24,52,217
E00104923,9,42,237
E00104926,20,42,196
E00104927,29,55,205
E00104928,28,46,270
E00165672,37,23,164
E00166170,15,22,89
E00166172,4,13,204
E00166174,9,29,155
E00166175,7,7,228
E00166177,0,5,160
E00166179,26,42,231
E00166180,25,30,53
E00166182,9,22,434
