geocode,employee,inactive,self-employed,student,unemployed
E02003184,3050,1833,647,615,205
E02003185,2941,1404,642,165,222
E02003186,3606,1814,681,410,310
E02003187,3428,2122,791,297,302
E02003188,3953,2472,658,754,323
E02003189,3014,1727,787,175,215
E02003190,4186,2426,682,285,484
E02003191,2672,1868,689,141,172
E02003192,3906,2676,630,685,380
E02003202,2412,1488,487,242,137
E02003203,3287,1334,603,162,188
E02003204,3467,1820,592,178,171
E02003205,3431,1555,560,205,162
E02003206,3803,1717,982,186,207
E02003207,2799,1545,400,126,239
E02003208,4401,2274,655,257,366
E02003209,2476,1289,411,113,182
E02003210,3220,1796,967,134,153
E02003211,2339,2178,925,98,129
E02003584,2315,1467,544,105,355
E02003585,2260,1783,516,90,143
E02003586,2584,1885,574,119,248
E02003587,2877,1935,560,147,396
E02003588,2650,2044,413,121,247
E02003589,3069,2517,429,163,299
E02003590,2026,2111,749,96,166
E02003591,3471,2082,654,200,237
E02003592,2591,2758,861,114,238
E02003593,1767,1353,632,70,89
E02003594,3067,2247,771,145,365
E02003595,2612,2111,768,115,225
E02003596,2562,2380,775,151,395
E02003597,1694,1489,705,91,110
E02003598,2199,2248,837,79,290
E02004242,1818,1748,551,86,113
E02004265,3157,1858,604,148,185
E02004266,3486,1660,643,133,187
E02004267,1610,1249,633,66,65
E02004268,3080,2346,983,146,203
E02004275,2218,1877,1103,107,92
E02004276,1835,1367,596,81,123
E02004277,4123,2075,612,205,223
E02004278,3614,1794,525,184,133
E02004279,2959,1734,762,113,125
E02004280,2836,1670,675,134,137
E02004281,2919,1649,424,150,236
E02004282,3008,2230,607,110,138
E02004283,3116,2166,557,176,213
E02004284,3592,2352,792,169,381
E02004285,2922,1621,521,140,239
E02004286,1981,1186,357,111,139
E02004287,2150,1242,381,118,118
E02004288,1961,1771,347,107,204
E02004289,2982,1551,429,122,186
E02004801,1964,2043,817,113,92
E02006574,3481,2730,847,171,237
E02006883,2488,1012,382,109,175
E02006885,3019,1441,642,193,205
