geocode,female,male
E02003491,4023,3703
E02003492,4957,4534
E02003493,4047,3777
E02003494,3369,3145
E02003495,3730,3470
E02003496,3929,3501
E02003497,3696,3595
E02003498,4158,4224
E02003499,4101,3921
E02003500,4355,4005
E02003501,4173,4149
E02003502,3889,3685
E02003503,4643,4331
E02003504,4150,4240
E02003505,4533,4451
E02003506,3514,3246
E02003507,5083,4710
E02003508,4443,4298
E02003509,4265,4439
E02003510,4320,4189
E02003511,4207,3779
E02003512,4457,4622
E02003513,3456,3163
E02003514,3966,4471
E02003515,4708,4378
E02003516,3889,4477
E02003517,4991,5827
E02003518,3848,3724
E02003519,3904,4765
E02003520,3976,4669
E02003521,3819,4264
E02003522,3432,3615
E02003523,5230,4741
E02004380,4555,4231
E02004383,3912,3790
E02004384,3847,3630
E02004385,3870,3720
E02006374,3450,3449
E02006391,3002,2923
E02006392,4156,4141
E02006437,4272,3995
E02006438,3924,3873
E02006448,3729,3571
E02006449,3570,3328
E02006450,3555,3424
E02006451,5381,5311
E02006453,4224,3801
E02006534,4384,4140
E02006535,3416,3218
E02006536,3561,3539
E02006537,5318,4809
E02006538,4390,4136
E02006539,3630,3459
E02006540,2937,2728
E02006541,4033,3484
E02006542,2969,2772
E02006543,2913,2633
E02006544,5204,4869
E02006545,4267,3992
E02006546,5087,4544
E02006547,2893,3033
E02006548,5106,4346
E02006549,3167,2703
E02006550,4933,4481
E02006551,4261,3524
E02006552,3524,3585
E02006553,3788,3510
E02006554,3539,3141
E02006555,3892,3584
E02006556,4388,3861
E02006557,3689,3459
E02006558,5467,5171
E02006562,2988,2867
E02006565,4259,3818
E02006575,4020,4235
E02006576,3977,3981
E02006577,4095,3827
E02006578,4723,4950
E02006579,3951,3926
E02006580,4110,3897
E02006581,4382,4207
E02006582,3983,3960
E02006583,4518,4427
E02006584,3772,3670
E02006585,4041,3729
E02006586,3970,3866
E02006587,4357,4023
E02006588,3763,3718
E02006589,5784,5422
E02006590,4440,4158
E02006591,4100,3886
E02006592,3249,3093
E02006593,5421,5039
E02006594,3407,3294
E02006595,4417,4102
E02006596,4323,4369
E02006597,4761,4618
E02006598,2763,2737
E02006599,3575,3409
E02006600,4880,4398
E02006601,4327,3806
E02006602,3770,3696
E02006603,4515,4061
E02006604,6428,6052
E02006605,3181,3346
E02006607,3818,3730
E02006608,2932,2838
E02006609,3557,3621
E02006610,3577,3510
E02006611,5276,4877
E02006612,5137,5016
E02006613,3777,3441
E02006614,5137,4893
E02006615,3479,3294
E02006616,4120,3946
E02006617,4647,4436
E02006618,3177,3010
E02006619,4186,4040
E02006620,4856,4337
E02006621,3933,3648
E02006622,3944,3767
E02006623,4139,3748
E02006624,3646,3506
E02006625,4120,3895
E02006626,3838,3571
E02006627,4388,4107
E02006628,4672,4336
E02006629,4124,3806
E02006630,4287,3860
E02006631,4672,4644
E02006632,4216,3783
E02006633,4277,3713
