geocode,bicycle,bus,car_van,foot,home,moto,other,taxi,train_metro
E00054703,0,11,143,12,15,1,2,0,8
E00054704,0,6,183,7,28,4,2,1,12
E00054705,1,9,130,6,13,0,1,0,6
E00054706,0,3,122,3,10,1,0,0,3
E00054707,0,6,158,5,27,0,0,0,3
E00054708,1,6,144,10,8,1,0,0,4
E00054709,2,5,145,11,11,0,3,0,9
E00054710,2,6,116,8,10,1,1,0,4
E00054711,0,18,82,7,11,0,0,0,7
E00054712,2,17,109,12,15,1,0,0,9
E00054713,2,4,151,15,9,2,0,1,10
E00054714,2,6,148,9,15,1,1,0,9
E00054715,2,4,96,15,15,1,1,1,5
E00054717,3,13,92,25,29,0,5,2,7
E00054718,2,9,80,5,4,2,0,0,6
E00054719,0,6,96,9,7,2,2,0,7
E00054720,2,12,81,7,8,1,2,1,3
E00054721,0,7,126,12,14,0,0,0,8
E00054722,0,13,104,7,3,0,1,2,7
E00054726,1,8,161,8,5,0,1,0,6
E00054727,1,16,135,11,9,0,1,3,9
E00054728,2,18,180,10,21,0,0,0,9
E00054729,0,3,167,17,20,0,7,0,6
E00054730,2,12,118,13,5,0,1,1,6
E00054731,0,6,33,3,4,0,1,2,3
E00054732,2,21,97,11,8,3,0,1,6
E00054733,0,16,159,23,25,0,1,0,9
E00054735,2,9,136,10,3,0,0,1,5
E00054736,0,3,130,7,5,0,0,1,6
E00054742,2,14,92,9,2,0,1,1,7
E00054743,0,9,207,8,35,1,4,1,15
E00054744,0,10,129,5,15,1,2,2,5
E00054745,0,5,139,3,7,0,1,0,13
E00054746,0,4,102,6,0,0,1,0,5
E00054747,2,8,115,11,9,1,0,0,8
E00054748,0,7,101,7,4,3,1,1,9
E00054749,3,17,127,15,7,3,1,1,6
E00054750,0,12,48,2,0,0,0,0,3
E00054751,0,10,140,8,9,1,0,0,7
E00054752,1,1,58,3,12,0,0,0,6
E00054753,1,13,135,8,17,0,1,1,6
E00054754,4,18,168,8,7,2,1,1,8
E00054755,0,19,149,10,8,1,1,1,12
E00054756,1,10,125,7,11,0,0,0,3
E00054757,0,16,140,8,14,2,0,0,8
E00054862,2,2,128,17,19,1,1,1,19
E00054863,2,7,93,10,19,0,1,0,17
E00054864,0,6,98,12,11,1,3,1,21
E00054881,3,10,142,12,34,0,2,0,27
E00054883,1,8,119,5,14,1,0,0,10
E00054884,2,12,141,12,44,2,3,1,17
E00054885,1,14,67,11,11,2,1,0,6
