geocode,bad,fair,good
E00149399,22,52,154
E00149400,29,53,168
E00149401,13,47,125
E00149402,13,55,169
E00149403,38,40,200
E00149404,12,49,255
E00149405,15,36,199
E00149406,10,42,203
E00149407,6,42,189
E00149408,13,54,129
E00149409,14,46,261
E00149410,16,45,334
E00149411,13,35,245
E00149436,21,41,129
E00149437,37,71,301
E00149438,10,40,167
E00149442,22,54,223
E00149443,21,58,238
E00149444,24,63,143
E00149445,8,64,225
E00149446,14,38,210
E00149447,32,90,178
E00149448,10,47,229
E00149450,18,48,262
E00149451,19,60,209
E00149452,14,53,192
E00149453,18,36,265
E00149454,23,59,172
E00149455,17,36,187
E00149456,25,45,181
E00149457,15,54,214
E00149458,26,48,158
E00149459,24,52,107
E00149460,8,18,237
E00149461,15,32,205
E00149462,12,64,142
E00149463,45,54,175
E00149464,16,44,139
E00149465,7,42,238
E00149466,8,39,155
E00149467,23,57,163
E00149468,11,36,191
E00149488,20,64,260
E00149499,18,47,253
E00149500,23,41,200
E00149502,15,48,298
E00149508,27,60,163
E00149509,15,43,133
E00149510,27,49,192
E00149511,32,54,235
E00149513,5,16,83
E00166047,23,74,918
E00166049,2,14,88
E00166050,46,67,223
E00171421,15,57,209
W00005606,30,69,359
W00005608,18,46,216
W00005609,20,45,163
W00005610,28,46,176
W00005611,17,41,243
W00005612,16,45,248
W00005613,14,39,211
W00005614,23,40,176
W00005615,12,51,308
W00005616,19,35,328
W00005617,19,42,301
W00005618,14,52,230
W00005619,10,30,236
W00005620,31,51,184
W00005621,9,30,255
W00005622,21,48,201
W00005623,8,38,254
W00005624,37,40,269
W00005820,21,50,248
W00005821,18,35,288
W00005902,27,58,222
W00005903,20,34,341
W00005904,24,56,524
W00005905,23,40,137
W00005906,14,38,328
W00005907,10,46,273
W00005908,24,49,192
W00005909,12,37,255
W00005910,20,47,199
W00005911,17,28,231
W00005913,21,49,235
W00005914,26,43,307
W00005915,17,39,250
W00005916,27,36,216
W00005917,32,52,205
W00009829,22,48,174
W00009830,16,41,220
W00009834,24,42,204
W00009835,6,15,247
W00009847,4,31,285
W00009848,9,22,326
W00009849,9,27,296
