geocode,all
E02002910,0.37
E02002924,0.22
E02003069,7.99
E02003071,40.76
E02003074,19.52
E02003076,2.6
E02003078,1.79
E02003079,49.36
E02003080,41.69
E02003081,33.84
E02003082,27.53
E02003084,47.02
E02003085,38.5
E02003086,31.89
E02003087,2.82
E02003088,2.17
E02003089,17.69
E02003931,5.71
E02003932,0.32
E02004129,0.35
E02004130,10.55
E02004131,7.57
E02004132,0.75
E02004133,1.58
E02004134,0.65
E02004135,0.84
E02004136,2.21
E02004149,12.61
E02004150,22.85
E02004151,21.57
E02004164,0.32
E02004165,1.44
E02004166,0.78
E02004167,19.89
E02004168,5.02
E02004169,1.06
E02004170,20.01
E02004171,0.6
E02004172,0.37
E02004173,0.39
E02004174,17.28
E02004175,7.84
E02004176,0.4
E02004177,3.98
E02004178,0.83
E02004179,2.51
E02004180,0.32
E02004181,19.56
E02004182,20.4
E02004183,24.6
E02004184,36.63
E02004185,1.44
E02004186,1.34
E02004187,0.37
E02004188,0.23
E02004220,10.12
E02004221,11.24
E02004222,35.62
E02004223,3.11
E02004224,0.39
E02004225,3.93
E02004226,0.3
E02004227,0.35
E02004228,0.25
E02004229,0.3
E02004230,1.97
E02006044,0.18
E02006062,1.69
E02006063,0.75
E02006064,38.51
E02006065,20.98
E02006066,1.53
E02006067,0.65
E02006068,30.38
E02006069,43.35
E02006070,7.3
E02006071,4.68
E02006072,0.81
E02006073,37.25
E02006074,1.64
E02006078,0.87
E02006081,0.75
E02006084,1.25
E02006093,2.01
E02006096,14.95
E02006097,34.8
E02006098,0.55
E02006099,1.11
E02006100,3.43
E02006101,0.64
E02006102,46.37
E02006103,1.1
E02006104,5.99
E02006105,44.72
E02006106,6.12
E02006107,42.68
E02006108,28.14
E02006109,6.46
E02006110,18.18
E02006111,1.43
E02006112,0.72
E02006113,22.32
E02006114,0.67
E02006115,1.81
E02006116,0.33
E02006117,0.16
E02006845,6.08
E02006846,17.83
W02000106,0.18
W02000107,0.19
W02000108,0.16
W02000109,4.19
W02000110,0.12
W02000111,0.26
W02000113,7.44
W02000114,0.29
W02000116,0.4
W02000117,17.27
W02000118,13.61
W02000120,0.45
W02000122,0.4
W02000123,0.37
W02000124,1.15
W02000125,0.42
W02000126,0.29
W02000127,0.5
W02000128,0.36
W02000129,0.29
W02000130,17.27
W02000131,7.02
W02000132,0.42
W02000133,0.43
W02000134,1.79
W02000135,7.62
W02000136,1.2
W02000137,11.03
W02000138,15.44
W02000139,0.98
W02000140,0.7
W02000141,2.39
W02000142,0.35
W02000143,0.14
W02000144,0.33
W02000145,0.22
W02000146,0.25
W02000147,0.64
W02000148,9.16
W02000149,2.08
W02000151,1.24
W02000152,2.35
W02000153,0.53
W02000154,5.31
W02000156,1.79
W02000157,1.69
W02000158,2.16
W02000159,1.92
W02000160,3.36
W02000161,11.78
W02000162,2.06
W02000163,34.26
W02000164,4.7
W02000165,28.93
W02000166,8.69
W02000167,20.83
W02000168,4.03
W02000169,1.41
W02000170,17.73
W02000171,3.42
W02000172,9.01
W02000173,8.15
W02000174,12.22
W02000175,35.41
W02000176,24.83
W02000177,10.82
W02000178,26.23
W02000179,7.76
W02000180,23.99
W02000181,8.09
W02000182,53.02
W02000183,32.14
W02000184,14.48
W02000185,2.31
W02000186,48.09
W02000187,7.45
W02000188,11.98
W02000189,27.61
W02000190,17.69
W02000191,62.18
W02000192,41.94
W02000193,90.46
W02000194,16.18
W02000195,5.66
W02000196,25.95
W02000197,0.5
W02000198,16.94
W02000200,1.18
W02000201,1.33
W02000202,2.25
W02000203,1.7
W02000204,6.54
W02000205,7.44
W02000206,32.12
W02000207,4.8
W02000208,5.61
W02000209,0.94
W02000210,23.66
W02000211,8.61
W02000212,1.78
W02000213,7.56
W02000214,33.46
W02000215,34.2
W02000216,8.14
W02000217,1.28
W02000218,4.8
W02000219,11.78
W02000220,2.07
W02000221,2.52
W02000222,3.12
W02000223,3.81
W02000224,5.82
W02000225,8.3
W02000226,4.19
W02000227,4.25
W02000228,9.24
W02000229,28.92
W02000230,1.99
W02000231,34.35
W02000232,7.62
W02000233,44.63
W02000234,37.49
W02000235,12.85
W02000236,10.97
W02000237,0.76
W02000238,1.44
W02000239,0.62
W02000240,25.87
W02000241,45.22
W02000242,3.98
W02000243,35.03
W02000244,9.77
W02000245,28.94
W02000246,12.46
W02000247,3.62
