geocode,female,male
E00045714,151,153
E00045715,139,129
E00046260,159,146
E00046261,175,204
E00046262,195,141
E00046263,139,127
E00046264,236,181
E00046267,125,102
E00046268,181,187
E00046269,74,88
E00046270,139,121
E00046271,172,162
E00046272,183,123
E00046273,141,122
E00046274,175,149
E00046275,187,192
E00046276,203,199
E00046277,140,138
E00046278,191,163
E00046279,162,125
E00046280,130,134
E00046281,149,136
E00046283,151,141
E00046303,188,151
E00046304,120,120
E00046305,148,138
E00046306,130,128
E00046307,131,129
E00046308,197,172
E00046309,158,154
E00046310,174,143
E00046311,161,145
E00046312,131,127
E00046313,157,155
E00046314,161,162
E00046315,210,161
E00046316,143,148
E00046317,140,143
E00046318,218,205
E00046319,178,196
E00046320,181,178
E00046321,154,118
E00046322,159,157
E00046323,132,119
E00046324,160,135
E00046325,165,155
E00046326,170,173
E00046327,193,150
E00046328,156,154
E00046329,155,163
E00046330,149,162
E00046331,133,119
E00046332,159,140
E00046333,189,187
E00046334,175,152
E00046335,154,122
E00046336,163,152
E00046337,162,162
E00046338,111,94
E00046339,178,163
E00046340,192,171
E00046341,195,167
E00046342,117,92
E00046343,160,152
E00046759,167,160
E00046760,158,179
E00046761,153,136
E00046762,180,152
E00046763,204,194
E00046764,154,153
E00046765,168,172
E00046766,150,153
E00046767,158,130
E00046768,119,91
E00046769,162,147
E00046770,140,143
E00046771,139,144
E00046772,184,163
E00046774,145,168
E00046775,176,171
E00046776,187,165
E00046787,180,155
E00046788,145,127
E00046789,158,131
E00046790,181,161
E00046791,143,137
E00046792,177,166
E00046793,133,139
E00046794,145,123
E00046795,150,138
E00046796,187,149
E00046797,163,159
E00046798,177,165
E00046799,156,153
E00046800,159,147
E00046801,140,140
E00046802,144,133
E00046803,200,186
E00046804,138,124
E00046805,159,158
E00046806,178,157
E00046807,145,125
E00046808,146,140
E00046809,135,125
E00046810,152,118
E00046811,153,123
E00046812,126,112
E00046813,157,134
E00046814,209,163
E00046815,182,157
E00046816,182,136
E00046817,159,154
E00046818,159,166
E00046819,116,136
E00046820,178,169
E00046821,144,119
E00046822,146,100
E00046823,130,114
E00046824,141,131
E00046825,147,122
E00046826,154,137
E00046827,136,139
E00046828,172,162
E00046829,184,165
E00046830,183,179
E00046831,194,160
E00046832,171,167
E00046833,156,130
E00046836,173,148
E00046838,179,162
E00046839,65,40
E00046844,200,181
E00046875,163,157
E00046876,138,164
E00046877,150,135
E00046878,164,159
E00046879,138,161
E00046880,123,109
E00046881,176,169
E00046882,170,159
E00046883,154,147
E00046884,178,164
E00046885,173,181
E00046886,191,187
E00046887,163,149
E00046888,143,125
E00046889,176,141
E00046890,157,132
E00046891,177,173
E00046892,164,146
E00046893,160,129
E00046894,116,126
E00046895,144,129
E00046896,157,162
E00046897,172,154
E00046898,159,139
E00046899,169,149
E00046900,138,132
E00046901,176,156
E00046902,171,144
E00047600,163,153
E00047654,113,118
E00047655,155,149
E00047656,158,149
E00047658,162,132
E00047659,143,142
E00047661,187,182
E00047717,174,160
E00047887,172,151
E00047888,175,177
E00047891,184,175
E00047892,149,152
E00047893,160,128
E00047895,177,181
E00047896,154,139
E00047899,177,167
E00047903,143,163
E00047904,181,169
E00047905,157,124
E00047906,118,117
E00047907,145,148
E00047909,161,141
E00047910,198,185
E00047911,179,183
E00047912,160,152
E00047919,163,145
E00047920,196,179
E00047922,117,107
E00047926,180,185
E00047931,152,145
E00047932,166,155
E00047937,187,181
E00047938,190,187
E00047950,67,56
E00047972,156,142
E00047973,162,170
E00047974,128,143
E00047975,98,114
E00047976,143,145
E00047977,156,160
E00047978,180,159
E00047979,181,193
E00047980,162,154
E00050425,155,131
E00050426,120,143
E00050435,160,139
E00050439,187,203
E00050441,131,123
E00050462,137,101
E00050463,199,203
E00050627,147,157
E00050633,194,212
E00050648,128,145
E00051780,176,162
E00052311,167,152
E00052312,135,126
E00052313,131,153
E00052314,171,166
E00052315,163,141
E00052316,159,141
E00052317,149,136
E00052318,158,137
E00052319,141,126
E00052320,133,117
E00052321,163,153
E00052322,166,163
E00052323,146,145
E00052324,154,144
E00052325,170,156
E00052326,158,161
E00052327,169,165
E00052328,157,186
E00052329,152,138
E00052330,154,140
E00052332,177,161
E00052333,133,134
E00052334,178,140
E00052335,178,170
E00052336,168,146
E00052337,148,150
E00052338,200,169
E00052339,142,144
E00052449,179,170
E00052450,180,173
E00052451,162,142
E00052452,125,112
E00052453,160,121
E00052454,181,184
E00052455,167,163
E00052456,169,169
E00052457,131,128
E00052458,162,154
E00052459,160,147
E00052460,150,144
E00052461,190,154
E00052462,133,134
E00052463,151,143
E00052464,185,160
E00052465,175,184
E00052466,166,144
E00052467,210,202
E00052468,156,157
E00052469,155,144
E00052470,160,147
E00052471,139,125
E00052472,176,154
E00052473,280,264
E00052474,133,134
E00052475,161,155
E00052476,57,57
E00052478,164,181
E00052479,199,191
E00052482,163,155
E00052484,181,199
E00052485,169,184
E00052487,161,143
E00052488,84,114
E00052489,166,174
E00052490,173,137
E00052491,158,150
E00052492,155,149
E00052493,177,165
E00150382,182,176
E00150383,172,168
E00168259,119,101
E00168260,161,140
E00168261,168,155
E00168262,179,179
E00168263,162,157
E00168275,237,246
E00175702,216,120
E00175703,60,53
E00175734,187,172
