geocode,bad,fair,good
E00045717,28,39,209
E00047678,22,29,242
E00047683,10,18,233
E00047706,2,31,351
E00047710,28,43,193
E00047712,21,34,191
E00047714,11,34,150
E00047715,11,27,268
E00047716,21,43,162
E00047718,15,36,359
E00047719,14,38,197
E00047720,18,33,268
E00047721,15,37,265
E00047722,21,52,141
E00047723,10,32,251
E00047724,11,33,239
E00047725,17,67,266
E00047726,21,52,260
E00047727,9,30,256
E00047728,12,28,345
E00047729,12,24,266
E00047730,6,35,246
E00047731,14,41,253
E00047732,12,29,268
E00047733,6,29,259
E00047734,16,58,214
E00047735,8,30,335
E00047736,11,50,222
E00047737,5,26,285
E00047738,12,20,251
E00047739,10,38,283
E00047740,7,33,266
E00047741,7,35,126
E00047742,10,22,180
E00047743,15,31,246
E00047744,8,34,284
E00047745,5,26,226
E00047746,10,31,330
E00047747,8,32,274
E00047748,5,28,324
E00047749,9,20,189
E00047750,15,42,279
E00047751,10,59,296
E00047752,11,30,247
E00047753,14,34,260
E00047754,17,52,300
E00047755,9,27,203
E00047756,16,39,263
E00047757,11,42,219
E00047758,13,45,150
E00047759,8,35,297
E00047760,9,31,255
E00047761,23,46,222
E00047762,12,37,364
E00047777,14,37,329
E00047778,11,12,327
E00047779,8,43,528
E00047780,17,38,220
E00047782,24,77,420
E00047783,14,46,513
E00047784,20,45,253
E00047785,16,49,247
E00047786,9,31,295
E00047787,14,27,170
E00047788,3,26,228
E00047789,10,19,224
E00047790,5,43,316
E00047791,14,24,272
E00047792,16,36,258
E00047793,19,43,150
E00047794,18,51,241
E00047795,5,30,297
E00047796,11,41,286
E00047797,12,44,176
E00047798,7,29,189
E00047799,6,19,166
E00047800,15,44,218
E00047801,11,22,255
E00047802,7,21,228
E00047803,18,25,348
E00047804,15,43,270
E00047805,41,44,152
E00047806,19,46,256
E00047807,4,23,281
E00047808,8,32,334
E00047809,3,28,317
E00047810,13,43,294
E00047811,9,19,229
E00047812,6,24,319
E00047813,30,36,117
E00047814,25,32,87
E00047815,8,26,304
E00047816,13,49,372
E00047817,10,48,254
E00047818,5,25,255
E00047819,4,28,313
E00047820,13,36,270
E00047821,4,30,260
E00047823,8,26,290
E00047824,11,37,305
E00047825,14,42,135
E00047826,5,43,334
E00047827,4,27,261
E00047828,26,61,205
E00047829,19,42,249
E00047830,10,34,214
E00047831,8,32,191
E00047832,13,20,255
E00047833,12,35,349
E00047834,9,40,216
E00047835,23,47,235
E00047836,8,16,305
E00047837,8,37,238
E00047838,14,31,206
E00047840,13,28,291
E00047858,13,41,279
E00047859,17,53,196
E00047860,15,31,243
E00047861,14,49,192
E00047863,9,48,257
E00047864,56,35,93
E00047865,16,45,239
E00047866,16,28,290
E00047867,19,48,296
E00047868,10,29,297
E00047869,27,59,209
E00047870,11,29,217
E00047871,27,50,292
E00047872,32,48,219
E00047873,11,31,304
E00047874,27,35,244
E00047875,16,49,277
E00047876,23,48,231
E00047877,29,39,245
E00047878,19,41,184
E00047879,14,53,358
E00047880,11,29,227
E00047881,17,57,298
E00047882,21,37,230
E00047883,34,42,237
E00047884,27,42,256
E00047885,29,48,186
E00047886,21,49,234
E00047890,20,49,271
E00047894,15,46,285
E00047897,11,39,220
E00047898,12,76,206
E00047900,12,43,246
E00047901,11,30,307
E00047902,9,43,289
E00047908,16,52,275
E00047913,15,35,212
E00047914,8,43,208
E00047915,18,46,352
E00047916,10,42,244
E00047917,13,48,269
E00047918,9,18,199
E00047921,11,42,267
E00047923,20,35,142
E00047924,13,35,275
E00047925,9,32,256
E00047927,18,50,350
E00047928,9,21,341
E00047929,12,40,303
E00047930,14,40,269
E00047933,14,45,301
E00047934,14,28,260
E00047935,11,33,328
E00047936,16,34,319
E00047939,8,63,310
E00047940,5,34,342
E00047941,30,56,204
E00047942,10,26,274
E00047943,6,20,305
E00047944,11,60,241
E00047945,10,38,276
E00047946,12,37,254
E00047947,6,27,192
E00047948,12,27,260
E00047949,17,52,251
E00047951,11,32,292
E00047952,43,45,170
E00047953,12,29,294
E00047954,16,48,209
E00047955,7,36,275
E00047956,9,38,234
E00047957,7,26,193
E00047958,13,18,301
E00047959,15,30,205
E00047960,20,45,221
E00047961,8,42,233
E00047962,8,43,287
E00047963,29,38,157
E00047964,13,44,260
E00047965,37,66,124
E00047966,10,33,221
E00158152,14,49,275
E00175697,9,19,240
E00175698,4,26,198
E00175737,3,13,213
E00175741,8,34,236
E00175742,9,16,260
E00175743,2,13,285
