geocode,bicycle,bus,car_van,foot,home,moto,other,taxi,train_metro
E00063823,3,7,81,18,9,1,0,2,0
E00063824,5,3,106,21,7,3,2,2,2
E00063825,4,10,80,10,4,4,0,0,5
E00063826,1,1,60,3,4,2,2,0,0
E00063827,1,7,81,14,4,1,2,0,0
E00063828,4,10,77,5,3,0,1,1,1
E00063829,5,11,90,11,2,0,0,0,0
E00063830,0,7,62,14,4,0,1,0,1
E00063831,0,9,84,8,5,4,1,2,0
E00063832,3,6,59,17,3,0,1,1,3
E00063833,7,11,100,14,4,1,0,1,0
E00063834,6,4,85,8,7,1,1,1,2
E00063835,6,7,122,17,2,1,0,3,2
E00063836,1,3,75,17,5,1,0,1,1
E00063837,5,16,68,12,5,0,1,2,1
E00063838,2,2,78,5,1,2,1,0,0
E00063839,3,5,62,14,1,1,2,1,0
E00063840,6,10,105,13,7,3,1,1,3
E00063841,3,5,58,8,3,3,1,2,0
E00063842,2,2,32,3,1,1,1,1,0
E00063843,2,6,29,6,3,0,1,1,0
E00063844,0,5,48,10,1,0,0,1,0
E00063845,1,7,39,6,1,0,0,0,3
E00063846,3,10,72,9,0,1,0,1,0
E00063847,9,7,95,8,3,1,1,0,6
E00063848,5,6,61,13,7,0,2,2,1
E00063849,6,13,108,15,4,0,3,4,1
E00063864,1,10,82,6,2,1,0,2,0
E00063865,7,13,98,17,8,2,3,2,2
E00063866,6,5,106,9,4,2,1,0,0
E00063867,5,12,104,15,3,0,2,0,1
E00063868,6,15,127,15,11,2,1,3,1
E00064046,2,13,72,7,4,2,0,0,2
E00064049,3,7,102,11,1,2,0,2,2
E00064050,6,7,102,15,1,0,0,1,1
E00064051,4,15,98,8,3,2,2,1,1
E00064052,2,12,70,8,5,0,0,0,1
E00064053,2,18,68,8,1,2,0,0,1
E00064061,3,10,129,11,2,2,1,0,1
E00064062,2,10,125,13,6,3,3,0,3
E00064063,1,14,41,5,0,1,0,0,1
E00064064,2,9,70,14,3,1,1,1,1
E00064065,0,17,40,12,3,1,1,1,0
E00064066,3,2,26,3,1,1,0,1,0
E00064067,2,3,65,10,4,1,1,1,3
E00064068,3,6,95,3,1,0,0,0,3
E00064069,4,6,43,20,4,0,0,3,0
E00064070,6,10,118,20,4,2,1,0,0
E00064120,4,6,131,12,3,0,1,2,0
E00064121,2,6,44,5,5,1,1,1,1
E00064122,2,9,106,15,5,4,1,0,1
E00064123,4,5,95,10,10,0,0,2,0
E00064124,4,8,117,16,3,3,2,1,3
E00064125,4,3,95,10,5,0,0,2,3
E00064126,1,4,70,6,2,0,1,0,1
E00064127,6,10,105,12,3,4,3,0,2
E00064128,3,11,94,18,3,2,0,4,2
E00064129,1,8,108,9,5,2,1,2,0
E00064130,2,3,29,6,3,1,2,0,1
E00064131,1,2,76,9,3,0,1,2,0
E00064132,4,8,133,12,11,1,1,2,0
E00064133,1,7,113,3,5,1,2,0,3
E00064134,1,7,100,8,5,2,1,2,2
