geocode,owned,rent_free,rented_private,rented_social,shared_ownership
E01016710,455,19,52,215,2
E01016711,721,6,124,61,43
E01016713,575,10,100,24,5
E01016714,445,7,201,65,32
E01016715,402,8,57,167,6
E01016716,513,5,124,113,17
E01016718,138,4,201,260,7
E01016719,427,10,86,79,44
E01016720,195,5,94,341,15
E01016721,290,5,178,137,9
E01016722,439,4,71,58,49
E01016723,431,3,92,37,55
E01016724,243,4,176,170,50
E01016725,150,5,185,192,42
E01016726,149,3,162,254,13
E01016727,287,4,138,182,42
E01016728,287,6,314,62,38
E01016729,208,17,254,256,49
E01016731,402,7,97,121,17
E01016732,385,5,72,52,8
E01016733,166,3,166,219,35
E01016737,457,5,48,88,17
E01016738,346,13,66,319,19
E01016739,453,2,98,33,8
E01016740,471,8,59,16,5
E01016741,340,6,73,293,0
E01016742,154,3,53,366,1
E01016743,305,8,125,309,40
E01016744,222,8,69,240,6
E01016745,523,3,66,21,3
E01016746,413,12,79,175,2
E01016748,490,0,164,81,80
E01016750,436,2,90,49,57
E01016751,385,5,85,70,84
E01016752,361,5,85,132,26
E01016753,418,2,195,205,61
E01016754,328,5,125,110,160
E01016755,392,4,143,94,86
E01016756,334,10,117,330,142
E01016757,438,3,86,40,26
E01016758,412,1,127,74,46
E01016768,323,7,292,176,71
E01016774,474,2,91,86,22
E01016775,376,2,145,99,63
E01016776,396,1,70,5,67
E01016777,333,3,104,67,134
E01016778,328,6,133,87,129
E01016780,395,6,128,29,93
E01016781,438,3,36,56,20
E01016784,316,4,152,157,36
E01016810,195,15,78,276,16
E01016811,145,6,65,271,3
E01016813,268,2,316,6,72
E01016814,605,9,64,55,5
E01016815,245,3,86,43,154
E01016816,484,3,59,12,43
E01016829,368,12,70,202,12
E01016830,330,5,80,8,92
E01016831,478,4,80,46,3
E01016832,373,4,44,73,4
E01016833,438,3,23,29,13
E01016834,354,7,66,221,3
E01016842,97,5,63,432,4
E01016843,138,4,97,286,3
E01016844,178,12,51,365,30
E01016845,124,18,127,425,15
E01016846,339,3,159,123,2
E01016847,190,14,79,432,129
