geocode,employee,inactive,self-employed,student,unemployed
E02003965,4158,2534,850,156,213
E02003966,2478,1429,1126,120,102
E02003967,3165,1838,862,135,177
E02003968,3487,2033,536,125,265
E02003969,2396,1808,242,102,307
E02003970,3100,1659,708,116,117
E02003971,3137,1754,683,122,165
E02003972,3961,2026,434,170,275
E02003973,3440,2149,289,130,403
E02003974,3108,1901,277,138,264
E02003975,2688,1521,376,95,153
E02003976,2409,1422,923,109,112
E02003977,2712,1352,399,124,142
E02003987,2218,1277,907,86,129
E02003989,3291,1534,402,161,130
E02003990,4131,1863,696,210,157
E02003991,3434,1555,565,155,128
E02003992,3618,1919,493,606,242
E02003993,3264,1746,1130,154,136
E02003994,3197,1557,278,171,255
E02003995,3785,2196,353,169,367
E02003996,4841,1702,474,317,327
E02003997,3764,2108,279,167,395
E02003998,2636,1573,236,125,268
E02003999,3869,1925,797,173,141
E02004000,2240,1293,267,86,199
E02004001,2309,1386,264,75,224
E02004002,4736,2171,378,137,211
E02004003,4937,3018,571,165,425
E02004004,3635,2343,304,129,412
E02004005,3423,1946,302,96,288
E02004006,3475,2193,797,108,194
E02004007,3754,3017,792,120,282
E02004009,2156,1222,939,214,64
E02004012,1954,1181,902,90,81
E02004015,2326,1337,911,140,83
E02004016,3105,1614,1114,168,152
E02004021,1718,1177,966,72,65
E02004022,1989,1274,886,87,87
E02004026,3146,1809,594,116,209
E02004027,2469,1995,767,127,91
E02004028,2930,2025,585,121,122
