geocode,bicycle,bus,car_van,foot,home,moto,other,taxi,train_metro
E02001882,32,512,1857,205,83,25,21,44,184
E02001883,52,623,1963,232,51,28,16,15,109
E02001884,18,439,1326,267,70,3,20,40,44
E02001886,75,1026,2208,382,167,11,18,33,150
E02001888,45,465,1559,206,37,11,17,15,82
E02001889,9,450,1287,257,60,2,28,31,25
E02001890,129,973,2463,710,247,16,32,38,234
E02001892,32,782,1808,319,82,19,28,33,64
E02001893,44,670,2275,218,87,14,24,22,74
E02001895,45,562,1899,233,56,21,3,26,76
E02001896,18,471,1348,366,72,6,33,45,61
E02001897,25,538,927,324,39,3,28,24,33
E02001898,46,445,2297,147,95,22,10,18,71
E02001899,77,525,2783,220,217,10,14,15,121
E02001900,55,453,1256,400,139,8,8,14,142
E02001901,182,676,2602,596,231,18,14,16,155
E02001902,44,584,1959,195,79,17,4,19,61
E02001903,29,414,921,268,45,3,25,30,41
E02001904,41,589,1568,267,55,11,17,27,103
E02001905,139,385,1960,580,203,14,28,20,250
E02001906,47,771,2915,229,150,16,13,16,82
E02001907,85,704,3160,303,130,36,17,21,86
E02001908,18,474,1221,312,47,2,30,28,54
E02001909,35,467,1071,288,57,7,27,13,42
E02001910,62,473,982,286,77,7,22,27,49
E02001911,40,734,1782,227,65,17,9,17,53
E02001913,86,494,1328,553,136,13,11,16,172
E02001914,106,400,1742,182,131,8,18,24,85
E02001915,74,888,3339,470,169,20,23,49,409
E02001916,44,553,1764,385,95,15,18,28,168
E02001918,216,955,2254,321,278,22,35,35,154
E02001919,80,573,1841,186,159,10,14,22,76
E02001920,30,708,1863,186,58,14,16,15,54
E02001921,64,674,1966,256,93,14,9,16,112
E02001922,88,390,1079,915,121,7,31,34,650
E02001923,61,668,2280,324,135,14,28,40,193
E02001924,30,343,1777,218,88,14,20,17,181
E02001925,90,375,1655,351,126,20,13,15,253
E02001926,129,542,1680,389,148,13,16,20,263
E02001927,56,651,1873,276,73,26,21,22,80
E02001928,16,580,1980,211,69,20,11,9,55
E02001929,58,757,2255,313,69,26,15,28,129
E02001930,197,857,2303,346,205,16,21,5,115
E02001931,36,411,2441,144,134,17,14,27,201
E02001932,23,610,1726,184,52,19,12,15,67
E02001933,129,635,2092,287,117,12,16,14,148
E02001934,22,364,2096,173,134,12,13,13,193
E02001935,58,482,2098,253,122,30,11,19,124
E02001936,87,390,1939,183,146,17,19,9,77
E02001937,44,603,2008,211,72,13,18,18,83
E02001938,158,443,2080,459,152,20,26,13,713
E02001939,52,339,1443,191,79,6,11,6,147
E02001941,35,416,1581,159,54,17,10,16,97
E02001942,80,364,1795,255,130,13,13,12,424
E02001943,54,497,2025,191,86,29,7,18,54
E02001944,64,552,2791,190,116,22,20,7,132
E02001945,36,695,1850,294,72,36,19,18,93
E02001946,51,313,2450,271,163,19,10,18,443
E02001947,29,499,1191,198,35,12,10,10,44
E02001948,38,531,2577,227,86,38,10,24,75
