geocode,owned,rent_free,rented_private,rented_social,shared_ownership
E01000037,520,3,39,15,2
E01000039,489,4,87,74,5
E01002249,430,5,127,179,5
E01002252,567,4,26,20,0
E01002253,599,4,10,2,0
E01002254,593,4,35,4,0
E01002255,571,2,41,13,3
E01002256,556,2,46,15,1
E01002257,595,4,49,2,1
E01002258,517,15,91,171,3
E01002259,557,6,27,20,2
E01002260,466,5,63,29,3
E01002261,524,6,95,18,2
E01002262,458,8,40,117,2
E01002263,544,2,34,19,10
E01002264,317,1,59,331,2
E01002265,556,5,57,19,1
E01002266,530,5,30,34,1
E01002267,465,8,53,206,2
E01002268,449,4,22,40,4
E01002269,616,4,45,13,0
E01002270,494,5,37,98,0
E01002271,492,7,14,2,0
E01002272,480,3,42,10,1
E01002273,465,2,20,3,0
E01002274,605,4,73,8,2
E01002275,488,2,22,4,1
E01002276,453,3,48,178,12
E01002277,316,8,34,246,4
E01002278,312,7,33,274,5
E01002279,367,5,54,204,4
E01002280,226,6,54,334,1
E01002281,250,13,77,414,2
E01002282,211,10,56,389,2
E01002283,331,10,47,202,4
E01002284,437,7,52,261,8
E01002285,471,3,36,10,0
E01002286,587,2,19,5,1
E01002287,538,3,46,14,1
E01002288,507,3,32,12,0
E01002289,531,7,32,51,0
E01002290,601,3,25,12,0
E01002291,591,10,165,9,0
E01002292,486,4,40,104,3
E01002293,541,4,191,63,2
E01002294,495,7,52,71,1
E01002295,505,6,90,66,3
E01002296,605,5,41,40,0
E01002297,241,5,55,368,1
E01002298,549,6,49,47,3
E01002299,437,6,51,168,2
E01002300,562,3,94,56,0
E01002303,483,7,79,243,11
E01002304,423,12,41,47,1
E01002309,413,5,59,170,4
E01002310,335,4,65,301,7
E01002311,411,7,53,190,7
E01002312,439,8,31,163,1
E01002313,347,7,62,202,12
E01002314,259,11,40,313,0
E01002315,378,2,63,187,3
E01002316,241,3,57,438,1
E01002317,507,0,19,15,3
E01002318,557,2,33,22,0
E01002319,471,4,65,111,1
E01002320,486,7,32,10,2
E01002321,538,8,67,19,3
E01002322,642,2,53,30,4
E01002323,575,1,44,7,0
E01002324,447,5,53,145,0
E01002333,484,0,28,4,0
E01002334,624,5,29,15,1
E01002336,550,2,43,17,0
E01002337,407,6,38,61,0
E01002339,565,6,21,9,1
E01002340,445,5,48,10,1
E01002341,536,1,13,7,0
E01002342,429,4,113,84,2
E01002343,578,3,45,7,3
E01002344,520,3,88,24,3
E01002345,384,4,195,159,14
E01002346,358,4,88,105,2
E01002347,449,2,63,12,0
E01002348,600,2,32,7,1
E01002349,517,7,36,47,1
E01002350,371,9,220,106,5
E01002351,498,4,122,26,3
E01002352,496,6,166,49,5
E01002353,508,7,151,130,36
E01002354,498,4,54,5,0
E01002355,525,2,37,10,0
E01002356,343,12,304,367,11
E01002358,488,6,224,65,8
E01002359,478,5,26,4,2
E01002360,501,8,87,145,1
E01002361,444,11,201,162,4
E01002362,500,2,95,18,1
E01002363,410,5,46,215,10
E01002364,484,8,35,15,0
E01002365,444,10,63,32,3
E01002366,497,3,32,35,1
E01002367,498,4,133,21,2
E01002369,564,5,81,71,9
E01002370,480,10,86,264,6
E01002371,544,3,55,39,2
E01002372,525,3,48,26,1
E01002373,523,4,55,44,2
E01002374,457,4,52,89,2
E01002375,432,4,54,189,9
E01002376,479,0,35,5,1
E01002377,532,8,87,82,2
E01002378,550,2,38,14,0
E01002379,488,7,147,17,0
E01002380,537,7,258,212,22
E01002381,471,7,55,101,11
E01002382,569,6,145,43,2
E01002383,567,5,45,21,21
E01002384,562,4,55,20,3
E01002385,539,7,37,16,2
E01002386,622,1,221,25,2
E01002387,586,4,14,2,1
E01002388,579,4,21,3,1
E01002389,595,5,18,5,0
E01002390,513,2,12,4,0
E01002391,551,6,25,23,3
E01015924,404,8,38,150,0
E01015932,389,4,46,130,0
E01015971,374,8,105,192,2
E01015972,435,7,47,206,2
E01015973,374,6,54,250,12
E01015974,464,1,33,59,0
E01015975,487,4,49,86,1
E01015976,338,9,51,387,0
E01021435,509,8,55,205,0
E01021436,629,21,344,127,17
E01021437,337,15,74,301,1
E01021438,696,7,73,5,3
E01021439,606,16,270,220,37
E01021445,734,13,70,23,2
E01021446,580,4,74,12,1
E01021454,442,1,73,18,2
E01021468,642,10,93,21,2
E01021472,398,13,130,176,8
E01021473,411,9,65,32,0
E01021474,560,4,37,12,0
E01021475,477,3,145,41,0
E01032741,221,4,255,98,85
E01032742,405,5,154,75,5
E01033063,340,3,123,63,40
E01033064,345,10,144,184,3
