geocode,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80plus
E02001327,1203,1154,1093,922,896,1042,713,126,302
E02001328,1268,1222,1384,1561,1449,1296,1019,385,561
E02001329,885,1035,1087,944,1109,1181,614,204,544
E02001330,1158,1132,1200,1118,1255,1269,752,255,567
E02001331,1209,1350,1395,1073,1326,1459,1092,361,797
E02001332,795,802,908,755,1099,742,726,375,442
E02001334,804,924,831,583,835,700,540,217,346
E02001336,904,986,1023,744,964,849,592,309,462
E02001337,725,850,779,674,977,759,498,235,436
E02001338,741,770,811,648,900,728,550,287,500
E02001340,881,1130,1051,938,1419,1300,978,434,866
E02001341,792,888,884,740,1033,916,656,268,680
E02001342,570,886,755,552,1136,1167,847,366,893
E02001343,774,842,743,787,1198,1116,860,308,490
E02001344,554,721,610,586,873,809,474,186,530
E02001345,574,696,681,613,915,863,636,238,421
E02001346,878,935,971,909,1002,993,603,284,495
E02001347,983,969,1031,999,1217,997,668,282,507
E02001348,907,835,1087,1034,1033,909,729,250,438
E02001349,894,994,1112,1193,1246,1071,737,256,463
E02001350,1075,905,1095,1052,1103,964,679,284,699
E02001351,1011,1165,1489,1135,1387,1087,713,283,624
E02001352,794,829,1346,1271,1131,832,616,219,378
E02001353,951,1093,884,1041,1410,1088,575,203,327
E02001354,951,1035,1124,929,1046,988,723,270,547
E02001355,718,817,1018,868,970,885,671,247,470
E02001356,913,805,781,761,710,618,492,189,315
E02001357,862,1036,962,804,967,872,613,291,575
E02001358,917,809,1215,956,989,859,682,241,401
E02001359,573,741,738,610,893,929,620,276,371
E02001360,906,1000,1370,1136,1098,1107,940,336,465
E02001361,804,1034,1039,852,1166,1025,810,317,571
E02001362,637,971,924,674,1164,1114,793,387,737
E02001363,1064,1098,1143,1037,1126,901,636,285,498
E02001364,655,701,792,690,742,673,519,172,367
E02001365,1298,1164,1520,1374,1206,994,693,287,513
E02001366,933,1199,1386,1215,1368,1145,805,337,597
E02001367,916,1102,1077,1016,1462,1321,1135,428,847
E02001368,563,697,824,714,744,798,710,275,522
E02001369,651,773,1610,1001,937,980,882,336,485
E02001370,678,782,905,694,839,733,754,320,481
E02001371,1171,1043,993,1101,1099,778,543,240,479
E02001372,588,806,785,704,942,892,596,246,662
E02001373,1105,1208,1396,1241,1467,1077,819,350,590
E02001374,778,937,1820,1395,1215,888,625,201,340
E02001375,816,869,937,885,1032,919,723,296,718
E02001376,1132,981,1851,1274,1060,816,654,273,428
E02001377,634,1844,5157,1136,778,708,582,270,358
E02001378,855,904,1177,1035,1269,1001,770,308,653
E02001380,784,941,793,864,1249,1053,880,326,636
E02001381,1095,994,2548,1401,1094,870,660,222,402
E02001382,781,904,831,832,1163,1039,772,303,473
E02001383,547,844,2506,1249,936,576,401,167,275
E02001384,631,1180,5577,1019,711,623,480,183,358
E02001385,1482,1178,1611,1380,907,604,437,228,330
E02001386,770,932,891,850,1086,963,937,381,735
E02001387,794,1011,1111,874,1212,1153,922,274,674
E02001388,609,1211,3214,1202,855,718,509,174,368
E02001389,418,374,1656,1497,791,593,444,139,320
E02001390,1082,1179,1389,1202,1222,1029,786,307,560
E02001391,691,871,745,640,950,662,665,312,434
E02001392,470,509,544,547,794,842,826,397,788
E02001393,662,1287,761,548,1100,1272,1104,360,659
E02001394,631,1834,2254,1496,1152,930,777,286,783
E02001395,597,606,841,827,882,875,644,231,553
E02001396,748,779,1829,1358,1022,848,762,250,439
E02001397,690,692,869,914,1031,1157,931,375,972
E02001398,599,689,1701,1272,1010,896,699,250,642
E02001399,673,969,842,681,1101,1157,846,358,649
E02001400,551,918,838,655,1134,962,675,264,617
E02001401,715,870,1001,835,1100,1087,900,391,973
E02001402,830,807,1098,1151,1245,1170,1035,334,714
E02001403,711,719,1036,959,860,687,510,200,353
E02001404,1004,969,1122,955,1069,880,570,234,457
E02001405,1504,1368,1537,1220,1168,1121,798,287,606
E02001429,628,709,583,683,862,895,1029,485,877
E02001430,716,820,551,591,1097,1058,1021,415,873
E02001431,456,610,561,510,877,979,1187,558,1550
E02001432,682,562,1362,1040,1092,1082,997,373,1208
E02001433,1031,1001,964,986,1181,973,715,276,515
E02001434,947,896,864,920,1173,1008,736,206,460
E02001435,1047,958,1178,1049,1168,1014,771,256,617
E02001436,1050,1107,1024,1010,1338,1206,958,346,665
E02001437,698,983,720,685,1289,1268,1395,673,1875
E02001438,878,938,792,805,1207,1068,894,309,609
E02001439,718,806,593,605,960,801,717,361,730
E02001440,366,514,378,389,712,829,1214,491,918
E02001441,523,751,458,436,890,967,1213,507,819
E02001442,563,623,436,559,785,738,925,404,854
E02001443,492,697,411,449,785,807,901,380,742
E02001444,587,702,440,572,878,744,787,355,665
E02001445,578,759,675,670,1007,1054,1033,440,805
E02001446,569,765,686,649,1014,944,988,417,805
E02001447,463,662,567,480,900,853,797,372,870
E02001448,628,819,709,677,1068,1023,870,375,761
E02001449,774,1098,972,760,1346,1605,1316,459,911
E02001450,695,929,724,669,1189,1336,1212,433,1000
E02001451,644,787,806,586,885,786,644,319,748
E02001452,818,897,883,772,920,845,607,243,638
E02001453,840,1115,848,825,1417,1362,1037,435,797
E02001454,730,788,868,853,1142,1069,770,358,793
E02001455,684,918,857,753,1198,1070,735,344,638
E02001456,792,852,822,917,1149,1224,818,294,653
E02001457,805,895,989,786,967,960,583,234,552
E02001458,901,907,1050,1042,1248,1074,705,273,468
E02001459,985,1000,861,940,1081,947,675,300,478
E02001460,686,831,1038,883,1058,1071,857,372,732
E02001461,686,800,699,755,933,876,798,295,484
E02001462,1014,1068,1288,955,1076,889,691,237,311
E02001463,920,973,838,854,1009,856,641,283,476
E02001464,969,874,1132,974,948,786,646,220,318
E02001465,724,747,993,709,897,893,747,242,443
E02001466,1082,1153,1210,1036,1186,1120,848,375,580
E02001467,754,808,894,929,1167,1082,891,340,682
E02001468,958,1007,950,1014,1247,1045,772,226,622
E02001469,698,919,850,751,1194,1183,988,364,882
E02001470,844,1096,952,855,1273,1410,1108,339,716
E02001471,1048,1037,1038,940,1120,884,724,236,498
E02001472,865,881,905,804,1140,968,697,278,526
E02001473,863,880,1020,880,1069,1021,898,362,667
E02001474,1062,1095,1112,818,973,786,621,237,396
E02001475,883,801,721,811,843,706,647,250,506
E02001476,1094,1047,1262,1033,1040,853,664,246,387
E02001477,1295,1148,1078,962,1035,843,638,206,305
E02001478,827,924,850,797,1066,1093,1115,377,860
E02001479,699,755,607,707,994,931,747,274,459
E02001480,735,944,737,799,1224,1097,890,342,970
E02001481,879,917,913,1017,1225,1120,998,333,707
E02001482,946,1028,1121,1056,1188,951,742,290,401
E02001483,732,859,737,850,1148,1103,1021,347,599
E02001484,759,849,748,803,1140,1065,1003,389,907
E02001485,811,993,770,705,893,765,673,260,512
E02001486,603,698,979,1055,1145,1179,1085,401,1103
E02001487,1482,1254,1578,1340,1250,1029,728,210,413
E02001488,1072,989,1137,1232,1347,1007,840,284,572
E02001489,718,885,721,718,1180,1272,1307,434,1058
E02001490,1043,1048,948,1090,1284,1200,1200,398,532
E02001491,847,890,848,811,927,846,726,265,673
E02001492,836,920,712,843,1168,940,959,381,1087
E02001493,1200,1085,1239,1054,1070,875,708,242,497
E02001494,665,849,461,519,1044,1129,1158,404,884
E02001495,850,961,919,915,1216,1058,842,297,731
E02001496,576,754,592,557,936,880,807,306,618
E02001497,1093,964,996,1083,1149,1063,820,285,518
E02001498,927,937,827,845,1135,1032,911,314,640
E02001499,561,746,563,572,955,1011,1002,415,866
E02001500,714,837,632,707,1152,1071,1089,431,852
E02001501,883,1060,734,813,1348,1028,976,359,770
E02001502,915,897,963,1134,1182,1003,980,389,879
E02001503,741,800,632,766,1017,978,1074,470,1040
E02001504,555,775,599,591,1023,1077,1320,479,910
E02001505,744,782,667,766,930,788,804,328,619
E02001506,786,1035,470,584,1320,1318,1506,643,1318
E02001507,706,841,643,789,1080,965,1123,452,697
E02001508,922,873,883,958,1242,1003,973,401,768
E02002633,757,820,703,735,1107,916,1123,494,1153
E02002634,767,881,779,888,1216,1073,1124,518,1010
E02002635,643,855,744,800,1109,1020,1180,479,1166
E02002636,1000,989,1020,1011,1252,1034,1014,354,700
E02002637,641,743,670,665,1007,779,748,341,595
E02002638,598,678,852,845,1066,938,787,246,396
E02002639,772,832,688,695,892,696,598,230,367
E02002640,1072,904,1065,922,1171,896,632,230,425
E02002641,954,1024,1122,1081,1307,1009,832,292,647
E02002642,709,815,1115,879,1073,983,752,265,490
E02002643,996,946,1109,931,1136,901,790,272,421
E02002644,853,990,991,936,1286,1046,873,344,716
E02002645,489,688,821,717,976,951,690,200,245
E02002646,842,801,801,784,1033,883,923,364,671
E02002647,1102,1034,1121,1009,1162,933,878,349,615
E02002648,1058,871,982,893,991,883,821,323,507
E02002649,840,1021,914,936,1382,1046,1117,369,962
E02002650,753,906,843,795,1150,1046,1152,485,853
E02002651,808,902,769,843,1198,1036,1110,469,947
E02003794,920,1080,767,1013,1364,1290,1225,357,593
E02003795,626,623,557,659,758,747,793,260,572
E02003796,752,834,758,772,1039,908,797,409,909
