geocode,all
E01021102,47
E01021103,52
E01021117,50
E01021118,49
E01021119,42
E01023972,38
E01023973,32
E01023974,36
E01023975,37
E01023976,39
E01023977,41
E01023980,45
E01023981,42
E01023983,49
E01023984,32
E01023990,47
E01023992,36
E01023993,36
E01023995,44
E01023996,37
E01023997,47
E01023998,50
E01023999,47
E01024001,39
E01024002,31
E01024003,48
E01024004,44
E01024005,38
E01024006,40
E01024008,34
E01024013,46
E01024014,47
E01024015,49
E01024016,36
E01024017,36
E01024019,28
E01024020,23
E01024021,41
E01024022,47
E01024023,34
E01024027,32
E01024028,29
E01024029,37
E01024031,48
E01024032,44
E01024033,46
E01024034,42
E01024037,44
E01024038,51
E01024039,47
E01024193,34
E01024194,35
E01024195,37
E01024196,36
E01024197,39
E01024198,54
E01024212,43
E01024213,45
E01024214,33
E01024215,30
E01024216,38
E01024233,46
E01024234,51
E01024235,52
E01024236,53
E01024237,57
E01024238,24
E01024239,39
E01024240,29
E01024241,28
E01024246,30
E01024247,39
E01024248,32
E01024249,41
E01024254,35
E01024255,54
E01024256,47
E01024486,52
E01024487,51
E01024488,60
E01024489,57
E01024490,50
E01024491,36
E01024492,41
E01024493,39
E01024494,40
E01024495,31
E01024496,36
E01024497,39
E01024498,36
E01024499,30
E01024500,35
E01024501,29
E01024502,33
E01024503,44
E01024504,32
E01024505,36
E01024507,35
E01024508,37
E01024509,47
E01024510,47
E01024511,46
E01024512,37
E01024513,39
E01024514,39
E01024515,49
E01024516,46
E01024517,41
E01024518,44
E01024519,39
E01024520,41
E01024521,49
E01024522,50
E01024523,55
E01024524,52
E01024525,52
E01024526,55
E01024527,59
E01024528,40
E01024529,52
E01024530,47
E01024531,47
E01024532,49
E01024533,52
E01024534,38
E01024535,43
E01024536,47
E01024537,50
E01024538,57
E01024539,42
E01024540,49
E01024541,33
E01024542,40
E01024544,50
E01024545,50
E01024546,45
E01024547,50
E01024548,45
E01024549,48
E01024550,50
E01032810,33
E01032811,32
E01032812,39
E01032813,31
E01032814,39
E01032815,29
E01032816,34
E01032817,28
E01032818,30
E01032819,29
E01032820,34
E01032821,37
E01032822,43
E01032823,31
E01032824,36
E01033209,50
E01033210,48
E01033211,53
E01033212,35
E01033213,31
E01033214,38
E01033215,51
