geocode,female,male
E02003352,3007,2809
E02003353,4395,4294
E02003354,5003,4864
E02003355,3245,3124
E02003357,4478,4446
E02003358,4637,4445
E02003359,3271,3138
E02003360,4861,4632
E02003361,3710,3700
E02003362,3329,3252
E02003363,3314,3378
E02003364,3304,3349
E02003365,3372,3298
E02003366,3489,4039
E02003367,3092,3170
E02003369,3074,3007
E02003370,3331,3217
E02003371,2981,2964
E02003372,3903,3754
E02003373,4503,4120
E02003374,2903,2825
E02003375,2952,2836
E02003377,4936,5300
E02003378,3974,3751
E02003379,3392,3435
E02003380,3881,3970
E02003381,3002,2953
E02003382,3863,3722
E02003383,3433,3485
E02003385,3780,3756
E02003386,4059,3906
E02003387,4593,4540
E02003388,2861,2871
E02003389,3992,3789
E02003390,3857,3744
E02003391,4333,3900
E02003392,4081,4038
E02003393,4047,3783
E02003394,3862,3674
E02003395,4559,4894
E02003396,4498,4712
E02003397,3878,3566
E02003398,4986,5531
E02003399,5400,6436
E02003400,4133,4330
E02003401,4179,4127
E02003402,4621,4922
E02003403,4470,4078
E02003404,4004,3884
E02003405,5005,4926
E02003406,3826,3633
E02003421,2901,2689
E02003422,5830,5660
E02003423,3079,2988
E02003424,4097,4019
E02003425,5468,5385
E02003426,4996,4590
E02003427,3793,3747
E02003428,4597,4425
E02003429,3766,3717
E02003439,2753,2668
E02003440,4499,4334
E02003441,3879,3755
E02003442,3608,3499
E02003443,3011,2963
E02003444,4449,4441
E02003445,4170,4161
E02003446,4228,4260
E02003447,4823,4615
E02003448,3298,3374
E02003449,3694,3770
E02003450,5409,5229
E02003451,4181,3758
E02003452,3071,3029
E02003453,3338,3174
E02003454,3944,3668
E02003455,3354,3361
E02003456,3346,3478
E02003457,4925,4839
E02003458,3936,4088
E02003712,4006,3819
E02003713,3089,2876
E02003715,3328,3382
E02003716,2856,2675
E02003717,4561,4238
E02003718,2882,2644
E02004675,3676,3741
E02004676,3972,4035
E02004677,3649,3590
E02004678,3752,3671
E02004679,4254,4170
E02004680,3430,3376
E02004681,5731,5518
E02004682,3989,3909
E02004683,3536,3362
E02004684,4607,4534
E02004685,3368,3582
E02004686,3926,4059
E02004687,3631,3444
E02004688,3951,3728
E02004689,2789,2687
E02004690,3918,3955
E02004691,3984,3834
E02004692,3677,3608
E02004693,3702,3462
E02004694,3469,3279
E02004695,4536,4435
E02004696,3136,3137
E02004751,4208,3956
E02004752,4224,4094
E02004753,5016,5099
E02004754,3095,2959
E02004755,5833,5775
E02004756,4210,4124
E02004757,4027,4030
E02004758,3986,3898
E02004759,4183,3924
E02004760,3981,3770
E02004761,3096,3545
E02004802,3560,3294
E02004803,3941,3611
E02004804,3595,3618
E02004805,4198,4062
E02004806,4176,3997
E02004807,4581,4471
E02004808,5139,5243
E02004809,3898,4918
E02004810,3772,3767
E02004811,3814,3635
E02004812,3271,3203
E02004813,3105,2938
E02005966,4047,3996
E02005967,2912,2819
E02005968,3509,4161
E02005969,4774,4367
E02005970,2757,2878
E02005971,2943,2788
E02005972,4040,3942
E02005973,3019,2531
E02005974,3186,2883
E02005975,3980,3930
E02005976,3064,3066
E02005977,2959,2777
E02005992,4693,4321
E02006347,3626,3554
E02006353,3093,3051
E02006357,3181,2975
E02006419,4066,3861
E02006420,3778,3633
E02006422,3085,2964
E02006423,5184,5165
E02006424,3116,3064
E02006425,3148,3030
E02006426,2897,2820
E02006427,3503,3598
E02006439,2978,2873
E02006440,3589,3537
E02006441,4051,3566
E02006442,3014,2913
E02006444,3425,3312
E02006447,3095,3135
