geocode,bad,fair,good
E02000024,375,1163,8618
E02000025,386,953,6617
E02000026,263,722,5328
E02000027,546,1257,7795
E02000028,256,640,5270
E02000029,387,946,7184
E02000030,446,1029,7655
E02000031,357,826,6111
E02000032,324,898,6635
E02000033,441,1066,7030
E02000034,392,935,7181
E02000035,403,962,6600
E02000036,511,1180,9052
E02000037,417,1148,8176
E02000277,368,921,5792
E02000278,599,1280,6958
E02000279,613,1344,9335
E02000280,480,1037,6998
E02000281,519,1077,7239
E02000282,550,1232,7333
E02000283,444,1099,6881
E02000284,370,995,6835
E02000285,246,811,5540
E02000286,348,1076,6734
E02000287,285,853,5685
E02000288,617,1384,8489
E02000289,291,822,5456
E02000290,483,933,5826
E02000291,457,1118,7349
E02000292,410,1153,7955
E02000293,249,714,5344
E02000294,521,1219,7139
E02000295,421,972,6981
E02000296,486,1267,7782
E02000297,415,1110,7773
E02000298,239,836,6901
E02000299,607,1252,7453
E02000300,483,1029,6645
E02000301,723,1350,7997
E02000302,465,1131,6730
E02000303,614,1191,6585
E02000304,317,922,6850
E02000305,373,946,7314
E02000306,661,1270,7218
E02000307,558,1308,8007
E02000433,495,1064,6127
E02000895,490,1276,6213
E02000898,507,1112,6131
E02000899,404,1135,6381
E02003258,277,926,7283
E02003259,267,837,5327
E02003260,535,1091,6766
E02003261,355,908,4776
E02003262,646,1471,7695
E02003263,529,1502,9729
E02003264,289,981,8056
E02003265,358,1081,6794
E02003266,577,1303,7388
E02003267,591,1555,11107
E02003268,561,1313,9033
E02003269,429,1245,8311
E02003270,394,1109,6497
E02003271,299,924,8552
E02003272,621,1370,8499
E02003273,526,1355,8405
E02003274,628,1329,8892
E02003275,553,1415,9765
E02003276,431,963,7051
E02003277,681,1407,8102
E02003278,470,1192,9879
E02003459,245,876,7614
E02003460,328,968,7938
E02003461,325,922,6145
E02003462,266,745,6715
E02003463,287,851,5617
E02003464,349,832,5563
E02003465,292,746,5177
E02003466,297,790,6171
E02003467,384,891,5096
E02003468,282,1009,6091
E02003469,242,664,4895
E02003470,314,748,4558
E02003471,293,821,5451
E02003472,344,830,7422
E02003473,193,563,4927
E02003474,303,693,7647
E02003475,369,965,13543
E02003476,532,1087,7027
E02003477,310,997,10075
E02003478,245,640,6015
E02003479,368,771,6297
E02003480,238,699,7249
E02003481,585,984,5564
E02003482,204,623,5402
E02003483,230,736,9936
E02003484,274,759,6210
E02003485,396,1116,6550
E02003486,257,678,7964
E02003487,348,980,5903
E02003488,432,1112,5515
E02003489,296,904,5720
E02003490,460,929,5607
E02003599,216,629,4756
E02003600,260,803,4993
E02003601,237,850,6112
E02003602,206,781,4959
E02003603,408,1245,7958
E02003604,302,869,5769
E02003605,275,813,7224
E02003606,284,924,6375
E02003607,313,911,7263
E02003608,432,1242,9254
E02003609,316,1009,8692
E02003610,210,745,6220
E02003611,286,850,7344
E02003612,268,941,8423
E02003613,244,702,4915
E02003614,214,726,6433
E02003615,272,900,7616
E02003616,177,596,4902
E02003617,311,1102,7534
E02003618,338,1050,7380
E02003619,366,1122,8546
E02003620,397,1135,6621
E02003621,338,1077,6657
E02003622,453,1302,7335
E02003623,214,837,7093
E02003624,280,705,5023
E02003625,573,1293,6382
E02003626,180,621,4594
E02003627,425,1061,7583
E02003628,464,1050,7038
E02003629,506,1376,7586
E02003630,603,1203,7875
E02003631,307,713,4455
E02003632,266,757,5038
E02003633,387,1049,6358
E02003634,350,1072,8077
E02003635,209,691,4446
E02003636,235,794,6283
E02003637,341,1060,7988
E02003638,279,836,6386
E02003639,476,1177,6992
E02003640,270,716,5024
E02003641,150,501,4823
E02003642,454,1119,7223
E02003643,306,916,8617
E02003644,443,1057,6987
E02003645,292,826,5628
E02003646,397,1176,7292
E02003647,404,1061,7109
E02003648,260,648,4285
E02003649,204,731,5940
E02003650,284,873,5603
E02003651,262,771,4893
E02003652,207,784,7632
E02003653,244,698,5527
E02003654,185,583,4763
E02003655,272,920,8264
E02003656,230,748,4747
E02003657,175,662,5216
E02003658,261,788,5992
E02003659,232,786,7316
E02003660,288,910,8346
E02003661,160,645,4945
E02003662,205,762,5299
E02003663,269,681,4528
E02003664,361,833,4993
E02003665,175,666,5055
E02003666,284,902,5537
E02003667,262,794,8342
E02003668,286,1031,7487
E02003669,379,943,5590
E02003670,270,889,7567
E02003671,219,652,5011
E02003672,320,1067,8254
E02003673,284,930,6891
E02003674,145,533,4581
E02003675,306,866,7162
E02003676,234,863,6918
E02003677,392,1128,8073
E02003678,178,510,4830
E02003679,271,839,5262
E02003680,317,979,8776
E02003681,320,952,8900
E02003682,214,690,6425
E02003683,197,598,5497
E02003685,199,719,7039
E02003696,376,1195,6530
E02003697,149,554,5349
E02003698,187,831,7344
E02003699,192,586,4776
E02003701,354,1170,9645
E02003702,203,716,7367
E02003703,248,750,6837
E02003704,113,474,5332
E02003705,272,813,5835
E02003706,254,772,5536
E02003707,194,664,5356
E02003708,496,1146,7764
E02003709,244,743,4820
E02003710,339,1024,9002
E02003711,328,840,7318
E02003755,431,1173,6875
E02003756,228,764,5544
E02003757,270,745,5339
E02003758,355,1020,8000
E02003760,428,1106,6843
E02003761,286,772,4899
E02003762,350,959,7262
E02003763,343,1000,8526
E02003764,269,944,8185
E02003765,307,866,5342
E02003766,252,741,5718
E02003767,205,668,5655
E02003768,293,1018,7967
E02003769,342,879,6212
E02003770,242,806,6886
E02003771,277,848,5147
E02003772,188,718,5909
E02003773,472,1234,8771
E02003774,254,806,4644
E02003787,252,837,6140
E02003793,229,749,6514
E02004843,262,727,6192
E02004844,312,925,5950
E02004845,317,967,5956
E02004846,188,622,5428
E02004847,412,1120,8231
E02004848,305,773,6114
E02004849,205,650,5981
E02004850,367,954,6125
E02004851,346,788,4666
E02004852,366,992,6288
E02004853,423,888,5025
E02004854,375,1090,5872
E02004855,454,1048,5905
E02004856,187,583,4643
E02004857,171,572,4920
E02004858,165,597,4316
E02004859,138,524,4533
E02004860,211,628,4926
E02004861,174,654,4656
E02004862,402,1011,6161
E02004863,463,1182,6119
E02004864,144,590,5548
E02004865,211,686,4435
E02004866,326,858,5393
E02004867,206,547,5330
E02004868,341,827,4680
E02004869,158,492,5000
E02004870,497,1134,7759
E02004871,243,686,4139
E02004872,268,775,5918
E02004873,358,962,8749
E02004874,290,777,5116
E02004875,450,1104,7701
E02004876,278,993,7728
E02004877,152,596,4466
E02004878,208,769,5738
E02004879,276,815,6629
E02004887,226,756,6147
E02004889,423,1223,8882
E02004890,280,852,7139
E02004891,225,806,6425
E02004892,280,700,4584
E02004893,142,418,4893
E02004894,242,799,7269
E02004895,278,941,7981
E02004896,327,1010,6538
E02004897,234,821,5608
E02004898,380,1002,5962
E02004899,174,599,4733
E02004900,208,735,7220
E02004901,584,1222,6633
E02004902,339,923,6666
E02004903,234,687,5806
E02004904,280,642,4984
E02004905,229,646,5887
E02004906,419,1033,8230
E02004907,313,991,7959
E02004908,432,1122,8219
E02004909,217,625,4277
E02004910,339,1135,9188
E02004911,362,1070,5106
E02004912,405,1219,8656
E02004913,415,1280,13046
E02004914,358,972,6043
E02004915,294,729,4388
E02004916,269,933,6135
E02004917,335,921,5334
E02004918,237,865,6995
E02004919,282,886,6120
E02004920,452,1336,8866
E02004921,232,796,6534
E02004922,413,1104,7938
E02004923,378,1094,8535
E02004924,135,533,6571
E02004925,249,655,6787
E02004926,175,587,6981
E02004927,198,645,5567
E02004928,150,551,6074
E02004929,232,707,5287
E02004930,226,684,5916
E02004931,223,718,5556
E02004932,302,908,6493
E02004933,145,505,6257
E02004934,227,597,6334
E02004935,228,695,6679
E02004936,123,502,5553
E02004937,190,588,5626
E02004938,211,561,5190
E02004939,274,835,5505
E02004940,316,845,6196
E02004941,339,1130,8038
E02004942,239,687,5204
E02004943,336,869,6530
E02004944,255,811,5680
E02004945,449,1264,10081
E02004946,308,821,5200
E02004947,228,687,5411
E02004948,310,770,4715
E02004949,404,1130,6466
E02004950,258,855,5666
E02004951,360,1026,5629
E02004952,363,815,5480
E02004953,293,845,5072
E02004954,329,830,5236
E02004955,281,798,4831
E02004956,332,998,7485
E02004957,328,914,7490
E02004958,233,804,6160
E02004959,204,581,5023
E02004960,135,500,4932
E02004961,292,943,8006
E02004962,300,914,7307
E02004963,329,850,5850
E02004964,236,672,4694
E02004965,319,964,5249
E02004966,224,633,6110
E02004967,473,999,5834
E02004968,351,910,5822
E02004969,253,806,6136
E02004970,400,1139,6293
E02004971,345,876,6263
E02004972,213,611,5276
E02004973,288,643,6513
E02004974,311,843,6452
E02004975,203,700,6875
E02004976,358,902,6883
E02004977,275,754,7229
E02004978,463,1008,7155
E02004979,277,719,5756
E02004980,177,625,5193
E02004981,235,766,6188
E02004982,218,709,4996
E02004983,317,785,4862
E02004984,275,727,5312
E02004985,282,831,5693
E02004986,313,957,6161
E02004987,276,754,5710
E02004988,324,828,6289
E02004989,414,1160,11038
E02004990,283,749,5339
E02004991,336,862,6126
E02004992,333,877,6909
E02004993,251,706,4294
E02004994,158,527,5189
E02004995,176,564,4441
E02005373,348,1197,8175
E02005374,371,1012,5149
E02005375,250,854,7292
E02005376,420,1206,7727
E02005617,709,1427,7602
E02005619,226,663,4955
E02005620,242,859,6879
E02005621,339,1056,6563
E02005622,254,883,7648
E02005623,370,990,6665
E02005624,346,991,7905
E02005625,516,1326,7280
E02005626,372,872,5418
E02005627,329,878,5504
E02005628,288,880,6346
E02005631,345,1121,8540
E02005632,251,795,4996
E02005633,448,1213,6980
E02005634,409,1161,6965
E02005635,382,1152,7115
E02005636,560,1489,9087
E02005637,535,1291,6476
E02005638,346,1140,8348
E02005639,203,614,4459
E02005640,434,1380,8883
E02005641,381,1030,6283
E02005642,343,941,6982
E02005643,547,1221,6279
E02005644,403,1011,6837
E02005645,589,1594,8809
E02005646,270,881,5272
E02005647,403,1026,5603
E02005648,273,788,6154
E02005649,579,1553,11450
E02005650,261,790,5801
E02005651,305,962,5010
E02005652,318,904,4743
E02005653,418,1030,6671
E02005654,413,934,6876
E02005655,313,928,4570
E02005656,396,837,4668
E02005657,260,777,5056
E02005658,348,819,5119
E02005659,288,828,3947
E02005660,393,792,4475
E02005661,349,865,5267
E02005662,330,961,5441
E02005663,141,577,4730
E02005664,306,874,4827
E02005665,271,842,6252
E02005666,563,1110,6500
E02005667,341,952,4736
E02005668,281,937,4890
E02005669,164,634,4895
E02005670,455,1034,6688
E02005671,228,761,6296
E02005672,280,764,6283
E02005673,371,1060,5735
E02005674,449,947,5655
E02005675,302,734,4697
E02005676,330,766,4817
E02005677,280,896,6877
E02005678,297,879,8541
E02005679,209,691,7928
E02005680,181,645,7707
E02005681,338,976,6814
E02005682,250,785,5323
E02005683,468,1401,11386
E02005684,234,834,6916
E02005685,324,954,6788
E02005686,247,876,6338
E02005687,173,571,5176
E02005688,287,884,7500
E02005689,210,702,6729
E02005690,197,692,4488
E02005691,176,703,5449
E02005692,331,1032,5209
E02005693,379,1068,6825
E02005694,272,888,6487
E02005695,389,1019,5913
E02005696,387,926,4505
E02005697,479,1077,4491
E02005698,330,916,4497
E02005699,418,1151,6670
E02005700,315,1149,7401
E02005701,549,1461,8822
E02005921,207,610,4517
E02005922,285,833,7332
E02005923,296,776,4796
E02005924,539,1339,9002
E02005925,469,1182,6819
E02005926,335,1036,6405
E02005927,210,604,4595
E02005928,244,824,6474
E02005930,261,791,6582
E02005931,254,808,8087
E02005932,148,503,6363
E02005933,291,774,6362
E02005934,392,1128,7635
E02005935,209,664,6385
E02005936,386,1024,7866
E02005937,286,837,5421
E02005938,212,679,4707
E02005939,220,691,5321
E02005940,199,665,5002
E02005941,196,600,6413
E02005942,149,383,6218
E02005943,249,717,5293
E02005944,402,880,5731
E02005945,324,826,9345
E02005946,252,799,6939
E02005947,263,837,15242
E02005948,208,528,6084
E02005949,312,737,6254
E02005950,348,883,10051
E02005951,214,574,5156
E02005952,475,1369,12505
E02005953,232,472,5009
E02005954,433,1127,8080
E02005955,506,1282,8075
E02005956,344,849,4938
E02005957,375,792,5770
E02005958,138,498,5039
E02005959,192,667,4697
E02005960,194,654,5038
E02005961,238,739,5663
E02005962,246,917,7131
E02005963,421,986,6759
E02005964,214,792,6255
E02005965,217,574,4660
E02005978,211,703,5756
E02005979,316,1015,7809
E02005980,325,1074,10119
E02005981,207,770,8008
E02005982,178,543,5128
E02005983,410,1243,9087
E02005985,329,1009,6218
E02005987,297,966,6377
E02005996,249,941,6837
E02005998,179,669,4968
E02006003,226,727,4463
E02006492,425,1235,9444
E02006493,338,1015,7694
E02006494,476,1066,5212
E02006496,307,866,5764
E02006497,319,929,6512
E02006498,424,1155,9745
E02006499,199,665,5051
E02006500,236,791,4838
E02006501,513,1236,7275
E02006502,596,1653,8552
E02006503,323,968,6568
E02006507,403,1089,7566
E02006823,201,849,7499
E02006824,301,955,8367
E02006862,372,751,4989
E02006863,255,671,8458
E02006873,145,383,6657
E02006874,256,789,6992
