geocode,employee,inactive,self-employed,student,unemployed
E01010139,416,261,30,17,45
E01010141,443,365,50,28,130
E01010145,530,321,98,21,56
E01010146,589,358,67,44,97
E01010147,479,336,32,25,127
E01010148,579,386,57,39,144
E01010149,608,324,72,29,55
E01010234,392,352,40,16,83
E01010235,499,375,48,37,97
E01010236,505,375,36,27,107
E01010237,740,451,76,22,91
E01010238,526,364,40,11,105
E01010239,580,363,48,37,87
E01010240,480,326,42,32,87
E01025817,729,464,218,44,30
E01025818,502,329,204,29,22
E01025837,784,406,238,41,34
E01025881,514,341,148,11,18
E01025882,625,320,187,30,26
E01025913,902,439,258,31,35
E01025941,645,334,113,19,33
E01029502,654,360,126,26,60
E01029503,593,369,103,21,42
E01029504,639,343,92,28,77
E01029517,604,395,202,29,28
E01029820,642,362,80,34,62
E01029821,628,349,93,27,68
E01029822,772,180,102,41,48
E01029823,607,398,69,29,33
E01029824,677,453,83,31,95
E01029825,676,226,71,37,51
E01029826,669,331,95,33,38
E01029827,549,316,49,18,60
E01029828,488,316,34,23,71
E01029829,953,332,101,37,43
E01029830,506,266,49,21,59
E01029831,588,357,68,25,62
E01029832,629,377,91,43,44
E01029833,849,264,119,47,33
E01029834,596,356,65,32,47
E01029835,545,488,65,24,86
E01029836,559,258,71,14,44
E01029837,739,280,82,24,38
E01029838,811,255,80,24,60
E01029839,643,167,68,28,24
E01029840,444,323,32,28,70
E01029841,631,331,87,37,52
E01029842,496,312,35,29,84
E01029843,548,327,67,28,83
E01029844,626,219,63,22,31
E01029845,305,343,16,15,60
E01029846,518,311,48,18,34
E01029847,614,281,98,28,25
E01029848,554,278,58,25,22
E01029849,483,380,46,24,82
E01029850,516,281,41,27,55
E01029851,904,434,116,37,77
E01029852,583,415,104,22,55
E01029853,662,353,80,31,33
E01029854,611,394,97,34,17
E01029855,682,280,83,36,44
E01029856,782,195,100,39,40
E01029857,611,262,89,21,59
E01029858,774,267,123,32,50
E01029859,668,397,71,27,115
E01029860,663,233,87,36,22
E01029861,546,320,65,38,18
E01029862,689,180,93,35,22
E01029863,859,333,80,37,39
E01029864,724,330,144,29,34
E01029865,830,266,148,46,33
E01029867,673,356,77,21,81
E01029868,727,210,117,43,24
E01029869,697,314,82,33,48
E01031005,558,301,91,30,56
E01031006,602,305,114,19,49
E01031007,515,222,155,15,23
E01031008,539,295,91,26,58
E01031009,1031,415,114,23,82
E01031010,698,400,90,26,92
E01031011,833,418,132,42,43
E01031012,499,373,61,17,57
E01031013,458,240,59,19,17
E01031014,499,297,89,14,21
E01031015,468,369,67,19,61
E01031016,577,432,90,14,47
E01031017,517,275,133,17,25
E01031018,446,219,123,16,23
E01031019,820,265,119,43,27
E01031020,737,253,103,31,32
E01031021,670,332,107,30,47
E01031022,637,360,150,30,42
E01031023,582,362,184,36,40
E01031024,652,314,251,21,27
E01031025,685,341,111,19,39
E01031026,669,313,92,24,64
E01031028,700,376,251,35,41
E01031029,635,297,93,40,39
E01031030,902,519,166,35,74
E01031031,1099,460,181,50,66
E01031032,522,321,76,16,36
E01031033,750,476,81,37,54
E01031034,910,353,131,25,46
E01031035,771,431,176,32,43
E01031036,616,329,143,31,37
E01031037,602,347,78,18,36
E01031038,820,404,124,46,51
E01031039,766,349,96,47,28
E01031040,872,318,113,30,41
E01031041,787,302,136,37,40
E01031042,740,328,133,42,34
E01031043,646,404,76,38,125
E01031044,662,381,63,33,119
E01031045,737,348,86,32,65
E01031046,738,389,60,46,87
E01031047,858,359,79,44,93
E01031048,615,241,67,30,28
E01031049,1014,365,146,37,53
E01031050,902,297,123,36,65
E01031051,586,336,66,21,47
E01031052,694,237,63,42,69
E01031053,501,339,61,38,50
E01031054,620,344,81,44,56
E01031055,832,218,95,34,35
E01031056,578,333,80,31,58
E01031057,476,421,32,31,106
E01031058,590,372,50,23,55
E01031059,663,264,65,34,50
E01031060,624,364,48,25,40
E01031061,754,231,69,37,53
E01031065,573,359,83,28,74
E01031066,462,338,53,18,70
E01031069,470,463,99,14,18
E01031073,745,432,97,38,40
E01031074,650,330,73,14,79
E01031075,628,372,70,22,89
E01031081,725,329,74,35,58
E01031082,716,175,95,51,33
E01031083,696,289,97,31,42
E01031084,1102,326,129,40,60
E01031085,713,246,72,38,21
E01031090,493,378,46,18,101
E01031091,608,316,82,24,34
E01031092,579,324,43,28,67
E01031093,564,344,65,24,51
E01031094,507,220,46,15,49
E01031100,667,222,100,35,23
E01031101,648,249,102,56,25
E01031102,606,246,88,34,34
E01031103,513,311,107,49,16
E01031104,499,395,87,38,15
E01031107,596,203,48,15,35
E01031108,723,218,70,34,26
E01031109,653,362,83,23,63
E01031110,589,362,81,33,25
E01031111,500,230,95,33,21
E01031112,657,312,104,45,36
E01031113,602,308,85,39,19
E01031114,627,347,84,28,43
E01031115,735,390,59,37,64
E01031116,511,448,49,32,99
E01031117,542,309,49,28,67
E01031118,434,314,36,24,55
E01031119,569,416,72,31,90
E01031120,682,274,96,26,28
E01031121,569,251,76,34,15
E01031122,659,322,86,31,31
E01031123,552,277,86,31,25
E01031124,605,349,101,41,33
E01032890,728,547,48,33,161
E01032901,855,156,89,35,30
E01032902,679,233,69,22,36
