geocode,bicycle,bus,car_van,foot,home,moto,other,taxi,train_metro
E00000029,1,22,2,51,6,0,0,0,50
E00000030,12,16,10,63,5,0,1,1,32
E00000031,10,7,2,18,3,0,2,0,17
E00000032,11,31,16,27,5,1,0,0,54
E00000035,4,6,4,102,11,0,1,5,57
E00008742,12,53,13,18,9,4,1,1,29
E00008743,7,49,16,26,5,1,5,0,32
E00008744,5,46,11,14,3,1,0,0,35
E00008745,31,61,17,75,18,1,6,1,67
E00008746,2,58,21,21,4,1,2,2,34
E00008747,6,38,13,20,6,0,1,0,22
E00008748,10,31,17,27,2,0,0,0,33
E00008828,23,28,9,33,9,1,0,2,32
E00008829,15,41,14,22,7,6,3,1,31
E00008833,19,49,19,30,11,1,2,0,51
E00008834,26,17,14,105,35,1,3,6,81
E00008840,24,45,19,39,8,5,0,5,50
E00008841,21,39,17,17,3,3,0,0,36
E00008842,2,23,17,9,0,0,1,0,14
E00008844,19,33,16,16,7,0,0,0,30
E00008846,4,14,8,7,2,0,0,0,18
E00008847,12,27,14,19,2,1,1,1,24
E00008848,26,45,16,21,6,1,0,1,40
E00008849,9,34,21,11,2,0,1,1,39
E00008850,17,42,14,29,6,7,1,0,42
E00008851,24,29,17,12,2,0,0,0,26
E00008852,43,54,17,43,19,1,3,3,59
E00008853,5,33,10,14,8,1,0,2,16
E00008854,9,35,18,32,8,1,0,0,28
E00008856,10,44,19,28,4,1,0,1,48
E00008857,13,48,16,59,10,6,0,0,72
E00008858,8,30,13,24,6,0,4,0,39
E00008859,15,45,14,20,1,0,0,0,29
E00008860,32,50,12,54,13,2,0,1,57
E00008861,26,51,20,55,16,3,0,0,64
E00008864,13,39,13,35,11,1,1,1,33
E00008867,16,27,20,42,5,2,1,2,46
E00008868,23,24,3,50,8,4,3,0,40
E00008869,7,55,15,17,6,1,3,1,36
E00008870,25,25,20,39,6,0,6,3,40
E00008872,16,20,11,49,16,5,6,1,64
E00008874,37,31,12,83,21,2,1,3,94
E00008878,26,32,20,48,8,4,1,0,47
E00008880,17,28,6,19,4,1,1,2,31
E00008881,2,37,7,21,2,2,2,4,28
E00008882,23,30,17,68,11,4,2,2,71
E00008883,9,36,16,29,11,1,1,0,53
E00008884,6,26,12,28,1,0,2,1,24
