geocode,employee,inactive,self-employed,student,unemployed
E02001682,3220,1785,388,148,218
E02001683,3980,1936,537,182,220
E02001684,2757,1677,242,127,359
E02001685,3209,1873,306,156,350
E02001686,3004,1591,372,140,208
E02001688,3293,1791,266,144,478
E02001689,2822,2285,333,170,376
E02001690,3180,1662,364,152,259
E02001691,3516,1792,434,179,412
E02001692,2280,1738,177,129,353
E02001693,2050,1503,164,86,273
E02001694,2857,1395,278,148,181
E02001695,2927,1285,271,124,151
E02001696,3441,2288,267,155,379
E02001697,3453,1539,444,156,158
E02001698,2735,1920,381,131,112
E02001699,2772,1690,265,136,247
E02001700,4599,2252,549,220,310
E02001701,2712,1379,357,135,98
E02001702,2665,2253,238,152,420
E02001703,2087,1428,361,117,135
E02001704,2666,1940,251,141,296
E02001705,2659,1744,373,138,292
E02001706,2489,1709,329,111,242
E02001707,3281,2017,361,165,277
E02001708,4268,2097,473,224,264
E02001709,3934,2028,831,209,196
E02001710,3525,2455,381,202,439
E02001711,3456,2288,411,197,427
E02001712,4010,2279,689,339,165
E02001713,4099,2172,884,258,197
E02001714,4260,1894,614,265,203
E02001715,4071,2646,468,263,532
E02001718,2005,1464,191,108,258
E02001719,3789,2191,525,417,236
E02001720,2096,4591,449,1589,130
E02001721,4045,2428,517,188,360
E02001722,3490,2280,329,206,373
E02001723,2268,1509,348,167,229
E02001724,2471,3824,441,1443,181
E02001725,3960,3002,364,1326,419
E02001726,3939,3072,617,493,440
E02001727,3354,2045,354,209,405
E02001728,3904,2168,439,240,374
E02001729,2983,4524,615,1007,560
E02001730,3141,5541,397,2274,416
E02001731,3033,5435,420,1223,484
E02001732,1712,1340,211,88,253
E02001733,4060,3401,418,323,729
E02001734,2586,2006,278,149,421
E02001735,1919,1923,175,132,404
E02001736,3298,3952,568,510,835
E02001737,1747,1814,146,138,494
E02001738,1964,1526,336,112,80
E02001739,3060,1805,354,136,297
E02001740,2303,1145,431,140,123
E02001741,2709,1618,340,108,172
E02001742,2578,1211,319,141,127
E02001743,3333,1502,511,157,258
E02001744,2736,1335,371,110,204
E02001745,2895,1239,267,134,222
E02001746,3356,1688,463,199,229
E02001747,2365,1446,335,113,146
E02001748,3363,1384,336,123,215
E02001749,2795,1296,256,122,173
E02001750,2655,1473,353,161,148
E02001751,2416,1319,268,112,195
E02001752,2373,1476,229,126,305
E02001753,2587,1403,481,120,162
E02001754,2651,1153,404,126,127
E02001755,3529,1475,439,162,205
E02001756,4013,1964,338,174,384
E02001757,2378,1420,255,147,177
E02001758,2562,1233,229,132,212
E02001759,2870,1300,332,118,259
E02001760,2656,1961,238,151,507
E02001761,2284,1270,180,116,164
E02001762,2749,1116,241,161,152
E02001763,2445,1482,196,100,356
E02001764,2829,1872,265,126,541
E02001765,2770,1577,244,128,446
E02001766,2940,1453,316,188,377
E02001767,3000,1505,308,196,341
E02001768,3247,1969,459,204,423
E02001769,2552,2080,290,170,556
E02001770,2817,1355,331,265,235
E02001771,2168,1614,218,143,336
E02001772,2100,1302,210,127,241
E02001773,2148,1337,290,146,159
E02001774,2184,1410,173,107,362
E02001775,2018,1395,151,111,307
E02001776,3485,1944,284,182,413
E02001777,2827,1276,276,113,265
E02001778,2484,1499,223,127,314
E02001779,1920,1489,178,106,350
E02001780,1769,1507,208,86,260
E02001781,1901,1411,157,96,312
E02001782,3165,2129,279,184,388
E02001783,2251,1703,184,124,441
E02001784,2520,1773,195,146,329
E02001785,2880,2028,380,144,277
E02001786,2693,1726,220,154,344
E02001787,2238,1412,182,112,269
E02001788,2445,1322,279,128,282
