geocode,employee,inactive,self-employed,student,unemployed
E01004766,630,340,89,31,57
E01004767,697,361,104,45,47
E01004768,693,278,148,35,19
E01004769,690,296,115,36,24
E01004770,522,329,124,29,20
E01004771,640,311,154,28,26
E01004772,619,395,76,42,88
E01004773,847,341,138,62,60
E01004774,687,364,82,49,69
E01004784,520,307,103,17,23
E01004785,559,347,75,25,31
E01004786,533,358,99,30,29
E01004787,512,435,59,33,88
E01004788,520,344,100,24,22
E01004789,536,324,148,25,22
E01004790,572,316,95,27,27
E01004791,491,262,89,13,21
E01004792,508,389,125,31,17
E01004793,469,456,45,31,102
E01004794,484,478,60,30,128
E01004795,498,389,78,19,85
E01004796,658,313,87,31,44
E01004797,442,346,34,36,55
E01004798,590,411,76,42,74
E01004799,523,356,85,20,33
E01004800,622,289,93,30,27
E01004801,506,452,46,29,117
E01004802,548,493,45,37,110
E01004803,664,333,154,39,33
E01004804,627,311,131,32,28
E01004805,644,390,127,36,26
E01004806,538,372,108,23,19
E01004807,692,254,106,42,19
E01004808,685,351,162,31,24
E01004809,750,358,108,44,45
E01004810,728,283,113,37,26
E01004811,433,420,78,40,91
E01004812,490,485,99,93,117
E01004813,439,340,87,37,71
E01004814,484,346,99,42,58
E01004815,501,387,86,29,65
E01004816,435,412,107,33,62
E01004817,568,410,75,61,94
E01004818,540,378,80,72,100
E01004819,484,431,77,102,59
E01004820,424,517,55,34,78
E01004822,379,561,83,37,72
E01004823,437,623,65,38,105
E01004824,439,543,100,49,55
E01004825,412,531,82,40,90
E01004826,489,409,66,28,85
E01004827,457,434,68,40,80
E01004828,486,471,76,49,83
E01004829,386,402,68,58,57
E01004830,582,354,83,27,72
E01004832,648,308,70,28,57
E01004833,579,384,122,18,35
E01004834,520,380,97,44,56
E01004846,389,345,56,28,53
E01004847,461,578,80,47,106
E01004848,376,628,51,119,72
E01004849,430,527,87,63,86
E01004850,522,499,64,58,133
E01004851,360,564,64,53,70
E01004852,419,462,103,48,63
E01004853,374,498,72,38,67
E01004854,394,485,81,44,59
E01004855,601,308,76,34,76
E01004856,448,362,86,20,89
E01004857,493,413,83,30,84
E01004858,669,384,55,20,59
E01004859,429,422,61,12,78
E01004860,586,369,77,24,58
E01004861,544,415,43,34,104
E01004862,391,378,33,27,99
E01004863,502,428,61,28,105
E01004864,662,317,100,33,59
E01004865,495,344,75,11,49
E01004866,466,555,60,29,79
E01004867,587,334,73,26,65
E01004868,606,386,99,63,101
E01004869,564,461,66,32,91
E01004870,562,520,98,67,126
E01004871,402,456,138,47,71
E01004872,572,357,89,51,56
E01004873,612,419,71,35,71
E01004874,672,373,68,41,71
E01004875,620,331,92,42,44
E01004876,673,497,51,28,91
E01004877,414,561,65,34,84
E01004878,511,397,70,40,48
E01004879,385,380,76,37,60
E01004880,531,299,101,38,29
E01004902,710,369,69,34,68
E01004903,694,239,96,32,32
E01004904,740,268,103,37,48
E01004905,652,342,78,38,71
E01004906,632,385,78,40,90
E01004910,1039,358,151,49,67
E01004911,615,384,75,20,76
E01004912,619,404,80,24,28
E01004913,873,319,113,44,41
E01004914,428,369,73,15,19
E01004915,592,332,84,25,23
E01004916,554,342,75,23,50
E01004917,901,411,120,29,79
E01004918,549,307,81,30,22
E01004921,656,337,82,32,38
E01004922,667,393,88,40,81
E01004923,680,290,106,51,70
E01004924,636,316,151,36,18
E01004925,627,310,111,34,26
E01004926,386,368,50,37,60
E01004927,719,581,64,35,132
E01004928,579,298,62,18,75
E01004929,752,459,90,35,91
E01004930,613,366,96,28,45
E01004931,562,413,73,23,70
E01004932,721,290,84,24,70
E01004941,722,377,89,29,71
E01004942,460,373,68,33,83
E01004943,652,325,97,41,63
E01004944,730,290,98,49,40
E01004945,560,383,121,26,24
E01004946,547,431,48,37,81
E01004947,637,267,75,29,67
E01004948,683,497,86,29,70
E01004949,567,366,91,28,16
E01004950,596,351,127,26,26
E01004951,604,375,110,26,29
E01004952,493,453,74,20,24
E01004953,627,294,111,34,25
E01004954,589,347,93,19,36
E01004955,544,261,71,17,63
E01004956,588,339,72,26,58
E01004957,563,490,67,36,117
E01004958,522,382,71,25,74
E01004959,623,391,90,27,90
E01004960,364,444,41,35,125
E01004961,639,311,82,34,55
E01004962,803,247,114,45,31
E01004963,624,349,78,27,41
E01004964,902,291,83,32,53
E01004965,476,325,95,14,25
E01004966,629,409,86,56,73
E01004967,535,287,104,29,25
E01004968,695,320,108,21,22
E01004969,594,383,106,23,44
E01004970,642,319,114,53,35
E01004971,621,336,98,29,32
E01004976,537,403,64,36,69
E01004977,698,330,97,23,45
E01004978,657,373,92,30,60
E01004979,501,408,69,40,109
