geocode,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80plus
W00002524,20,20,20,17,31,45,47,16,25
W00002525,30,26,29,29,41,42,40,10,13
W00002526,24,18,17,25,40,33,49,13,18
W00002527,27,39,22,37,50,37,36,11,27
W00002528,25,38,38,25,57,64,47,20,24
W00002529,26,17,22,31,27,44,25,15,23
W00002530,10,12,5,12,13,26,21,6,6
W00003477,27,35,17,23,39,42,48,16,19
W00003647,21,30,18,12,28,33,56,32,99
W00003648,16,15,17,14,31,43,34,19,46
W00003649,27,27,23,22,41,20,34,14,25
W00003650,32,100,39,32,43,40,40,11,23
W00003651,15,27,28,25,19,37,30,6,8
W00003652,19,36,17,24,38,29,32,11,29
W00003653,22,31,29,27,38,32,23,13,28
W00003654,21,19,22,12,25,34,38,20,44
W00003655,12,30,10,18,46,46,59,20,18
W00003694,12,19,13,14,37,39,62,6,18
W00003698,25,33,23,20,59,53,49,25,23
W00003699,23,43,48,38,54,59,73,28,32
