geocode,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80plus
W00002268,46,36,49,27,55,40,29,16,43
W00002269,24,40,27,30,49,63,39,20,32
W00002270,9,19,13,16,27,26,18,2,17
W00002271,19,26,26,19,38,34,41,26,28
W00002272,37,47,27,41,49,52,55,12,35
W00002327,29,33,34,29,44,30,29,12,27
W00002328,35,33,27,35,34,37,44,23,97
W00002329,27,42,31,35,38,56,35,9,24
W00002330,19,20,18,16,24,21,18,7,11
W00002331,18,27,17,17,39,27,26,11,29
W00002332,20,30,20,27,27,31,27,17,31
W00002333,14,15,22,20,19,24,18,9,12
W00002649,38,58,22,42,71,38,44,25,63
W00002650,33,52,29,41,50,36,43,14,29
W00002651,21,37,32,20,41,47,49,22,28
W00002652,14,18,16,11,35,45,57,17,37
W00002653,24,37,29,27,44,45,34,8,39
W00002654,16,24,15,12,28,32,37,10,16
W00002655,19,42,24,32,48,63,60,27,51
W00002684,24,32,18,30,41,27,29,17,45
W00002685,12,33,20,24,44,38,44,27,16
W00002686,22,31,33,29,36,27,40,17,35
W00002687,14,35,22,21,46,37,47,13,24
W00002688,35,33,23,27,38,35,30,13,46
W00002689,22,22,31,26,40,40,74,17,56
W00002690,13,12,15,13,15,25,32,12,27
W00002691,19,30,19,18,41,32,36,22,32
W00002695,31,39,39,37,65,53,38,16,28
W00002696,12,23,21,15,35,17,35,11,60
W00002697,14,33,21,29,42,52,52,19,23
W00002698,18,33,40,34,41,32,44,8,25
W00002699,21,39,25,41,34,27,38,14,25
W00002700,60,40,55,30,43,31,20,7,12
W00002701,28,33,30,30,24,41,34,6,22
W00002702,38,46,36,37,40,45,48,5,18
W00002703,29,21,27,40,33,39,50,15,32
W00003856,25,34,16,23,46,48,38,9,17
W00003857,43,47,44,47,41,35,31,8,27
W00003859,38,54,35,42,57,42,47,11,43
W00003862,46,35,28,31,41,48,33,10,30
W00003864,27,39,22,31,36,50,32,11,32
W00003865,32,29,25,30,27,27,47,11,26
W00004724,46,28,32,49,42,27,37,12,17
W00004725,39,39,34,38,47,37,41,14,18
W00004726,23,21,10,22,30,34,29,11,23
W00004728,29,42,41,35,48,38,30,9,36
W00004729,35,45,22,36,35,34,21,2,6
W00004730,64,49,46,70,62,67,33,7,10
W00004731,34,32,37,38,53,59,36,5,17
W00004732,30,51,27,40,63,37,50,11,35
W00004733,35,33,44,39,57,46,38,10,14
W00004734,51,46,48,58,68,45,42,7,16
W00004735,34,41,42,39,47,51,34,11,22
W00004736,37,39,27,36,50,51,36,12,35
W00004737,53,45,53,49,50,31,21,10,19
W00004738,41,34,33,49,39,33,27,8,26
W00004739,16,27,30,37,39,59,37,22,27
W00004740,44,29,33,40,39,29,27,13,28
W00004741,37,60,40,68,55,47,40,11,35
W00004742,29,32,38,38,43,52,34,16,19
W00004743,46,33,45,59,31,23,32,14,33
W00004744,36,71,40,51,75,71,60,12,18
W00004745,32,46,45,40,54,51,54,13,15
W00004746,16,26,30,29,23,47,60,19,21
W00004747,15,27,21,18,32,30,41,27,58
W00004749,25,20,26,29,27,48,42,30,29
W00004750,37,21,34,41,38,29,28,29,41
W00004759,28,24,39,25,42,41,40,11,76
W00004760,30,37,27,34,50,40,30,5,17
W00004761,28,40,38,24,47,56,46,16,9
W00004762,31,39,46,24,63,42,49,9,10
W00004763,18,32,33,20,43,25,27,19,37
W00004764,37,35,28,35,33,45,30,20,30
W00004765,28,30,38,29,32,37,33,13,31
W00004766,30,33,35,34,37,33,41,17,24
W00004767,3,6,23,11,23,24,22,15,37
W00004768,18,23,32,45,45,28,27,11,10
W00004769,30,18,39,35,35,42,35,12,12
W00004770,41,40,47,36,45,40,33,16,23
W00004771,6,26,18,19,28,38,37,29,37
W00004772,26,31,38,24,37,48,38,9,39
W00004773,29,29,29,32,35,33,30,13,31
W00004774,25,21,38,20,33,27,42,12,42
W00004775,35,35,36,37,35,38,26,8,24
W00004776,34,38,33,52,43,37,30,8,22
W00004777,39,34,50,41,37,39,37,11,19
W00004778,20,24,22,30,19,32,35,12,39
W00004779,17,38,19,32,37,31,40,15,24
W00004780,30,38,31,39,36,38,27,15,12
W00004781,51,50,37,51,56,44,38,2,29
W00004782,66,59,65,36,54,41,20,12,24
W00004783,33,60,49,38,39,41,34,13,22
W00004784,39,39,53,41,32,31,23,15,11
W00004785,53,46,65,27,52,39,18,8,30
W00004786,18,40,30,32,39,45,40,5,25
W00004787,24,34,41,40,35,37,31,12,36
W00004794,15,40,25,31,42,47,39,18,22
W00004795,26,24,28,31,44,27,48,10,10
W00004796,29,28,32,33,48,45,30,5,18
W00004797,25,43,30,31,42,39,32,17,23
W00004798,22,27,29,27,39,41,32,24,33
W00004800,11,29,13,24,26,34,51,19,27
W00004801,25,27,41,27,53,47,31,15,17
W00004805,12,20,22,27,25,38,44,13,16
W00004810,33,43,17,35,46,44,60,13,28
W00004811,24,39,24,34,51,41,41,14,41
W00004812,24,31,18,32,41,54,48,13,28
W00004813,10,21,13,10,18,22,29,17,17
W00004814,23,27,29,33,34,44,59,20,36
W00004815,17,25,29,26,22,59,45,12,32
W00004816,9,31,17,20,26,31,77,29,39
W00004817,14,22,15,14,28,43,45,21,49
W00004818,14,29,24,18,45,29,53,25,47
W00004819,19,26,33,23,32,44,49,13,43
W00004820,20,32,36,17,36,39,29,14,17
W00004821,50,48,34,49,48,47,32,7,22
W00004822,45,62,23,56,75,39,23,6,10
W00004823,43,44,44,56,58,37,27,4,4
W00004824,50,55,57,62,88,46,39,9,8
W00004825,12,32,25,23,38,43,37,12,23
W00004826,8,22,16,7,31,49,62,13,25
