geocode,asian,black,mixed,other,white
E00071777,3,7,10,0,294
E00071778,7,2,0,0,256
E00071779,0,3,4,1,335
E00071785,1,3,11,0,290
E00071786,0,6,1,0,317
E00071787,0,1,5,0,247
E00071808,1,1,4,0,269
E00071811,0,1,9,0,312
E00071812,6,7,3,1,288
E00071813,2,11,7,4,231
E00071814,0,2,3,0,221
E00071815,3,4,6,1,294
E00071816,14,8,1,0,224
E00071817,2,3,5,3,303
E00071818,1,6,3,0,325
E00071827,6,3,1,0,187
E00071828,0,2,3,0,215
E00071829,1,8,7,1,341
E00071836,57,8,4,3,215
E00071840,6,0,2,0,236
E00071841,3,2,1,0,245
E00071842,0,0,0,0,252
E00071843,0,1,0,0,163
E00071844,0,0,4,0,259
E00071845,2,14,2,0,362
E00071846,1,1,3,0,193
E00071859,20,7,4,2,339
E00071860,4,0,3,0,252
E00071861,1,4,0,1,202
E00071862,0,0,4,1,221
E00071863,0,0,4,0,296
E00071864,3,1,5,7,273
E00071865,6,2,1,0,252
E00071866,14,1,7,2,327
E00071867,1,2,1,3,337
E00071868,3,5,7,0,325
E00071869,0,5,0,1,311
E00071870,8,23,3,13,248
E00071871,9,5,5,0,199
E00071872,2,5,10,2,238
E00071873,8,2,4,1,325
E00071874,0,0,2,2,273
E00071875,1,5,10,1,341
E00071876,0,2,5,0,302
E00071877,0,8,6,0,321
E00071878,0,0,1,0,300
E00071879,3,1,8,0,313
E00071880,0,1,1,0,268
E00071881,1,5,5,0,384
E00071882,10,1,3,1,279
E00071883,0,0,9,2,294
E00071884,3,4,1,0,255
E00071885,8,0,4,0,280
E00071886,0,9,4,3,443
E00071887,0,4,1,0,282
E00071888,0,0,3,0,215
E00071889,1,11,11,0,278
E00071890,1,0,1,0,319
E00071891,11,1,7,0,294
E00071892,9,4,2,0,207
E00071893,6,8,13,0,295
E00071894,4,8,4,0,291
E00071895,1,9,4,2,281
E00071896,2,9,3,0,278
E00071897,3,0,0,1,215
E00071898,1,3,6,0,256
E00072063,29,0,5,0,221
E00072064,32,1,3,2,213
E00072065,18,0,4,0,230
E00072066,9,3,4,0,518
E00072067,0,1,2,1,286
E00072068,16,0,7,6,316
E00072069,2,3,4,0,269
E00072070,14,8,8,1,243
E00072071,11,0,8,1,252
E00072072,11,1,3,5,243
E00072073,18,6,3,2,240
E00072074,0,2,1,0,297
E00072075,1,0,2,0,349
E00072076,12,4,10,0,227
E00072077,4,2,1,1,241
E00072078,9,2,5,0,218
E00072079,0,1,3,0,261
E00072080,2,0,13,0,243
E00072081,31,7,1,0,177
E00072082,3,0,1,0,205
E00072083,0,7,1,0,207
E00072084,7,1,7,3,252
E00072085,7,2,6,1,266
E00072086,7,1,1,0,287
E00072087,2,11,10,1,283
E00072088,0,17,4,2,238
E00072089,16,3,1,0,154
E00072090,5,10,6,0,257
E00072091,0,0,1,0,222
E00072092,3,1,5,4,287
E00072093,4,10,6,3,382
E00072094,1,0,3,2,289
E00072095,5,4,2,0,283
E00072096,9,0,5,0,298
E00072097,11,0,8,0,228
E00072098,4,3,6,1,208
E00072099,26,0,1,0,258
E00072100,5,2,2,0,250
E00072101,2,0,3,0,199
E00072102,0,22,7,0,241
E00072103,2,0,2,0,256
E00072104,12,9,7,1,283
E00072105,41,1,5,5,155
E00072106,50,5,3,0,215
E00072110,160,16,5,8,283
E00072112,197,20,14,10,119
E00072114,241,11,16,4,107
E00072117,222,32,5,6,168
E00072118,173,17,14,3,179
E00072119,52,8,6,8,171
E00072120,135,34,9,6,255
E00072121,142,29,19,8,165
E00072122,86,24,9,4,243
E00072123,67,9,10,0,110
E00072138,71,8,5,8,208
E00072139,12,2,2,3,194
E00072140,54,6,5,4,198
E00072141,35,2,7,2,237
E00072142,50,3,10,3,208
E00072143,27,8,8,1,267
E00072144,13,2,2,0,289
E00072145,5,2,2,1,289
E00072146,12,1,5,4,251
E00072147,25,2,10,2,254
E00072148,4,3,3,1,326
E00072149,3,7,6,0,290
E00072150,12,0,1,4,206
E00072155,27,0,0,0,147
E00072156,39,4,9,2,257
E00072158,41,7,12,2,202
E00072159,30,2,2,2,264
E00072160,22,0,2,3,228
E00072161,34,0,8,0,251
E00072162,9,9,6,0,174
E00072163,73,2,1,3,215
E00072164,87,19,9,19,313
E00072165,84,10,6,4,213
E00072166,47,7,16,7,311
E00072167,52,22,13,4,333
E00072168,36,14,6,17,287
E00072169,72,7,7,9,207
E00072170,35,7,9,10,272
E00072171,8,1,7,0,199
E00072172,47,0,1,8,249
E00072173,40,3,11,5,293
E00072174,39,3,5,1,215
E00072175,24,1,7,5,251
E00072176,13,0,0,0,208
E00072177,35,4,8,0,265
E00072178,19,5,3,1,240
E00072179,28,2,7,4,215
E00072180,42,2,4,1,251
E00072181,2,9,3,0,258
E00072182,2,2,1,0,259
E00072183,17,3,6,1,289
E00072184,1,11,2,0,275
E00072185,7,0,1,0,270
E00072186,0,4,6,0,305
E00072187,7,3,4,0,309
E00072188,4,2,2,0,231
E00072189,4,0,0,0,295
E00072190,18,0,1,0,323
E00072191,10,1,2,0,241
E00072192,9,1,9,1,341
E00072193,12,1,2,0,290
E00072194,0,6,12,2,277
E00072195,1,0,3,0,236
E00072196,0,0,1,0,266
E00072197,1,0,8,3,272
E00072198,15,1,14,1,313
E00072199,1,1,1,0,227
E00072200,10,3,3,0,265
E00072201,10,1,1,0,386
E00072202,1,7,3,0,216
E00072203,4,0,1,0,371
E00072205,16,0,2,2,301
E00072206,10,6,1,0,272
E00072207,2,2,5,1,268
E00072208,0,0,1,0,261
E00072209,30,1,6,0,359
E00072210,10,7,3,0,273
E00072211,3,0,1,4,279
E00072212,21,1,0,0,279
E00072213,3,5,2,0,303
E00072214,7,0,3,0,307
E00072215,12,0,3,0,329
E00072216,7,0,0,0,238
E00072217,6,0,4,0,304
E00072218,13,1,5,3,262
E00072219,0,0,1,0,234
E00072220,1,0,1,0,320
E00072221,3,1,7,0,271
E00072222,17,0,3,0,352
E00072223,8,4,6,1,378
E00072224,1,0,2,0,230
E00072225,6,1,2,0,264
E00072226,29,1,2,0,291
E00072228,1,1,0,0,221
E00072229,1,0,4,0,274
E00072230,215,0,7,5,128
E00072231,27,1,7,2,336
E00072232,10,1,3,0,324
E00072233,15,0,0,0,240
E00072234,93,2,14,1,205
E00072235,3,0,5,0,286
E00072236,117,7,11,4,250
E00072237,105,9,3,1,169
E00072238,116,5,3,0,163
E00072239,162,3,7,1,173
E00072240,206,2,4,7,94
E00072241,176,12,5,3,151
E00072242,65,9,5,1,197
E00072243,95,0,2,0,204
E00072244,81,1,1,0,218
E00072245,10,2,2,0,191
E00072246,28,1,0,0,241
E00072247,30,4,9,0,162
E00072248,41,1,6,0,180
E00072249,170,9,7,1,185
E00072250,20,0,4,1,376
E00072251,37,13,4,0,289
E00072252,17,0,2,1,245
E00072253,9,1,1,0,247
E00072254,24,5,5,0,313
E00072255,2,1,1,0,243
E00072256,0,5,2,0,254
E00072257,6,2,5,0,352
E00072258,9,1,0,0,231
E00072259,0,4,2,0,246
E00072260,5,0,0,0,197
E00072261,11,3,3,0,313
E00072262,1,6,2,0,276
E00072263,3,0,0,0,190
E00072264,113,0,4,6,148
E00072265,0,1,2,0,215
E00072266,0,0,1,0,323
E00072267,99,0,5,1,139
E00072268,1,5,8,3,260
E00072269,234,8,5,8,114
E00072270,82,6,4,0,210
E00072271,47,0,10,1,331
E00072275,7,0,3,0,357
E00072279,84,9,11,0,290
E00072295,60,8,8,0,261
E00072296,16,4,10,4,265
E00072297,10,4,4,0,270
E00072301,13,1,6,1,240
E00072305,42,2,4,0,296
E00072309,3,1,5,0,304
E00072310,13,0,3,5,265
E00072396,28,9,8,0,295
E00072397,40,16,8,1,242
E00072398,74,7,12,0,295
E00072399,16,10,6,1,270
E00072400,37,10,3,4,242
E00072401,52,9,5,0,234
E00072402,3,9,8,1,232
E00072403,14,3,8,1,243
E00072404,19,3,4,0,258
E00072405,25,2,11,5,472
E00072406,5,0,5,0,273
E00072407,10,13,3,0,243
E00072408,26,6,2,4,302
E00072409,13,1,6,0,227
E00072410,35,0,7,0,254
E00072411,9,8,2,4,180
E00072412,26,1,3,0,279
E00072413,33,5,9,1,264
E00072414,47,3,8,1,263
E00072415,9,16,6,5,200
E00072416,34,6,7,11,254
E00072417,44,13,12,6,240
E00072418,12,5,1,0,185
E00072419,48,5,3,1,211
E00072420,9,3,4,0,264
E00072421,19,3,4,6,225
E00072422,15,0,1,0,149
E00072423,66,21,8,6,432
E00072424,25,6,4,18,267
E00072425,7,7,2,0,223
E00072426,27,2,0,1,200
E00072427,3,1,7,0,319
E00072428,28,16,10,8,265
E00072429,13,1,4,0,284
E00072430,8,10,3,5,174
E00072431,43,10,8,2,303
E00072432,34,11,8,0,428
E00072433,65,14,9,10,292
E00072434,12,0,0,0,268
E00072435,6,1,10,0,299
E00072436,28,5,2,0,266
E00072437,25,1,8,2,298
E00072438,4,0,0,0,227
E00072439,19,2,0,0,241
E00072440,7,0,4,0,318
E00072441,5,1,9,0,287
E00072442,2,0,1,0,253
E00072443,20,6,10,0,489
E00072444,4,0,0,0,324
