geocode,employee,inactive,self-employed,student,unemployed
E02001514,2571,1885,319,116,329
E02001522,2726,2625,401,117,398
E02001528,3567,2763,608,163,408
E02001530,2213,1719,293,84,319
E02001533,2853,1849,366,134,256
E02001534,3576,2077,485,157,315
E02001539,2097,1582,244,59,324
E02001540,4211,2851,720,172,461
E02001541,4173,2850,572,121,452
E02001542,2378,2011,415,72,454
E02001543,2984,2229,384,114,345
E02001544,3210,2185,421,113,360
E02001545,3627,1892,482,145,187
E02001546,3046,2969,527,119,265
E02001547,3955,2518,426,210,527
E02001548,2664,2028,310,128,535
E02001549,2529,1292,336,98,118
E02001550,3000,1525,453,125,243
E02001551,2533,1308,302,111,298
E02001552,3266,1511,370,103,288
E02001553,3721,2322,459,175,417
E02001554,2709,1375,371,115,153
E02001555,2413,1243,306,84,149
E02001556,3350,2103,376,218,463
E02001557,3985,1919,633,196,482
E02001558,2336,1671,503,89,125
E02001559,3190,1579,569,146,148
E02001560,3606,2922,481,149,870
E02001561,2415,1556,260,86,397
E02001562,2022,1374,290,78,259
E02001563,2764,1808,559,122,199
E02001564,3016,1774,582,144,133
E02001565,2691,1550,534,127,149
E02001566,3399,1552,373,139,424
E02001567,3363,2218,391,158,447
E02001568,2024,1679,312,82,284
E02001569,3287,2423,431,128,551
E02001570,2159,2194,259,85,388
E02001571,2403,1423,406,93,197
E02001572,2741,1738,246,119,391
E02001573,2882,1843,424,135,362
E02001574,2758,1344,305,118,192
E02001575,2485,1845,250,109,373
E02001576,2381,1201,377,105,158
E02001577,2337,1700,537,77,129
E02001578,3883,1947,521,183,330
E02001579,3260,2369,480,145,336
E02001580,3201,2020,406,124,304
E02001581,2268,1522,254,99,211
E02001582,2654,1805,340,162,311
E02001583,2320,1267,239,78,249
E02001585,2283,1569,280,93,315
E02001586,3121,2174,380,152,376
E02001587,1886,1653,305,68,319
E02001588,2541,1744,230,138,356
E02001589,3609,1596,502,129,181
E02001590,2107,2245,232,131,466
E02001591,2615,2243,382,177,496
E02001592,3724,2070,463,174,276
E02001593,2206,1839,372,138,479
E02001594,2015,1965,370,83,439
E02001595,3765,1821,587,155,240
E02001596,3367,2028,413,174,259
E02001597,3257,2477,378,117,622
E02001598,3472,2348,550,178,287
E02001599,2579,1339,422,113,123
E02001600,3575,2803,753,184,322
E02001601,1937,1215,331,91,125
E02001602,3608,2084,473,161,283
E02001603,2404,1639,396,107,278
E02001604,3747,1734,429,166,299
E02001605,3002,1547,533,116,232
E02001606,3024,1961,389,126,340
E02001607,3510,2157,438,124,277
E02001608,3003,1408,420,121,156
E02001609,3236,2176,560,119,199
E02001610,3310,1814,638,113,177
E02001628,1447,1874,328,148,358
E02001642,3868,2047,540,228,291
E02001647,2362,1299,353,110,170
E02001654,2488,1373,360,125,226
E02001655,2863,1775,359,146,366
E02001659,2323,1484,289,107,262
E02001666,2498,1324,350,118,245
E02001671,2590,1347,365,130,144
E02001673,2757,849,363,135,113
E02001675,3670,2116,392,183,422
E02002330,2586,1563,477,153,97
