geocode,female,male
E02000024,5302,4854
E02000025,4133,3823
E02000026,3211,3102
E02000027,5050,4548
E02000028,3132,3034
E02000029,4380,4137
E02000030,4798,4332
E02000031,3791,3503
E02000032,4044,3813
E02000033,4397,4140
E02000034,4449,4059
E02000035,4170,3795
E02000036,5528,5215
E02000037,5052,4689
E02000277,3690,3391
E02000278,4662,4175
E02000279,5964,5328
E02000280,4492,4023
E02000281,4635,4200
E02000282,4870,4245
E02000283,4402,4022
E02000284,4220,3980
E02000285,3393,3204
E02000286,4147,4011
E02000287,3530,3293
E02000288,5400,5090
E02000289,3424,3145
E02000290,3770,3472
E02000291,4550,4374
E02000292,4941,4577
E02000293,3161,3146
E02000294,4639,4240
E02000295,4366,4008
E02000296,5024,4511
E02000297,4766,4532
E02000298,3998,3978
E02000299,4818,4494
E02000300,4224,3933
E02000301,5283,4787
E02000302,4295,4031
E02000303,4423,3967
E02000304,4153,3936
E02000305,4323,4310
E02000306,4862,4287
E02000307,5099,4774
E02000433,4156,3530
E02000895,4175,3804
E02000898,4000,3750
E02000899,4111,3809
E02003258,4278,4208
E02003259,3210,3221
E02003260,4398,3994
E02003261,3155,2884
E02003262,5126,4686
E02003263,5967,5793
E02003264,4802,4524
E02003265,4184,4049
E02003266,4823,4445
E02003267,6565,6688
E02003268,5467,5440
E02003269,5036,4949
E02003270,4058,3942
E02003271,4937,4838
E02003272,5128,5362
E02003273,5222,5064
E02003274,5203,5646
E02003275,5323,6410
E02003276,3934,4511
E02003277,5210,4980
E02003278,5221,6320
E02003459,4502,4233
E02003460,4700,4534
E02003461,3857,3535
E02003462,3914,3812
E02003463,3489,3266
E02003464,3466,3278
E02003465,3175,3040
E02003466,3611,3647
E02003467,3292,3079
E02003468,3806,3576
E02003469,2913,2888
E02003470,2929,2691
E02003471,3223,3342
E02003472,3905,4691
E02003473,2840,2843
E02003474,4286,4357
E02003475,7513,7364
E02003476,4249,4397
E02003477,5502,5880
E02003478,3543,3357
E02003479,3659,3777
E02003480,4124,4062
E02003481,3573,3560
E02003482,3174,3055
E02003483,5526,5376
E02003484,3741,3502
E02003485,4158,3904
E02003486,4506,4393
E02003487,3750,3481
E02003488,3619,3440
E02003489,3510,3410
E02003490,3650,3346
E02003599,2769,2832
E02003600,3065,2991
E02003601,3644,3555
E02003602,2974,2972
E02003603,4851,4760
E02003604,3564,3376
E02003605,3943,4369
E02003606,3846,3737
E02003607,4313,4174
E02003608,5521,5407
E02003609,5021,4996
E02003610,3642,3533
E02003611,4256,4224
E02003612,4897,4735
E02003613,2919,2942
E02003614,3673,3700
E02003615,4391,4397
E02003616,2902,2773
E02003617,4518,4429
E02003618,4555,4213
E02003619,5127,4907
E02003620,4172,3981
E02003621,4140,3932
E02003622,4763,4327
E02003623,4152,3992
E02003624,2932,3076
E02003625,3997,4251
E02003626,2774,2621
E02003627,4460,4609
E02003628,4260,4292
E02003629,4871,4597
E02003630,4954,4727
E02003631,2816,2659
E02003632,3118,2943
E02003633,4008,3786
E02003634,4938,4561
E02003635,2710,2636
E02003636,3702,3610
E02003637,4692,4697
E02003638,3788,3713
E02003639,4487,4158
E02003640,2992,3018
E02003641,2756,2718
E02003642,4438,4358
E02003643,4929,4910
E02003644,4389,4098
E02003645,3409,3337
E02003646,4495,4370
E02003647,4359,4215
E02003648,2667,2526
E02003649,3483,3392
E02003650,3432,3328
E02003651,3030,2896
E02003652,4275,4348
E02003653,3254,3215
E02003654,2750,2781
E02003655,4762,4694
E02003656,2963,2762
E02003657,3075,2978
E02003658,3592,3449
E02003659,4266,4068
E02003660,4808,4736
E02003661,2654,3096
E02003662,3166,3100
E02003663,2804,2674
E02003664,3112,3075
E02003665,2821,3075
E02003666,3333,3390
E02003667,4723,4675
E02003668,4435,4369
E02003669,3510,3402
E02003670,4374,4352
E02003671,3024,2858
E02003672,4965,4676
E02003673,4195,3910
E02003674,2700,2559
E02003675,4335,3999
E02003676,4021,3994
E02003677,4818,4775
E02003678,2800,2718
E02003679,3265,3107
E02003680,5215,4857
E02003681,5247,4925
E02003682,3729,3600
E02003683,3273,3019
E02003685,4122,3835
E02003696,4254,3847
E02003697,3070,2982
E02003698,4227,4135
E02003699,2791,2763
E02003701,5600,5569
E02003702,4121,4165
E02003703,3891,3944
E02003704,2998,2921
E02003705,3373,3547
E02003706,3354,3208
E02003707,3045,3169
E02003708,4559,4847
E02003709,3000,2807
E02003710,5378,4987
E02003711,4239,4247
E02003755,4248,4231
E02003756,3290,3246
E02003757,3214,3140
E02003758,4713,4662
E02003760,4240,4137
E02003761,3055,2902
E02003762,4298,4273
E02003763,5010,4859
E02003764,4716,4682
