geocode,female,male
E02001514,3710,3557
E02001522,4442,4245
E02001528,5292,4994
E02001530,3147,3093
E02001533,3839,3621
E02001534,4709,4426
E02001539,3092,2926
E02001540,5917,5756
E02001541,5805,5472
E02001542,3817,3662
E02001543,4359,4126
E02001544,4503,4208
E02001545,4370,4222
E02001546,3357,5258
E02001547,5446,5291
E02001548,4175,3834
E02001549,3046,2923
E02001550,3869,3594
E02001551,3041,2986
E02001552,3955,3731
E02001553,5177,4841
E02001554,3281,3139
E02001555,2874,2704
E02001556,4853,4441
E02001557,4611,4876
E02001558,3177,2948
E02001559,4043,3699
E02001560,4827,5681
E02001561,3005,3313
E02001562,3089,2816
E02001563,3964,3671
E02001564,3877,3671
E02001565,3437,3385
E02001566,3963,3974
E02001567,4674,4481
E02001568,2985,2921
E02001569,4704,4503
E02001570,3609,3392
E02001571,3082,3004
E02001572,3737,3499
E02001573,4044,3815
E02001574,3174,3094
E02001575,3820,3449
E02001576,2982,2834
E02001577,3431,3090
E02001578,4777,4684
E02001579,4767,4438
E02001580,4230,4031
E02001581,2970,2884
E02001582,3669,3547
E02001583,2923,2742
E02001585,3219,3044
E02001586,4014,4115
E02001587,3012,2812
E02001588,3692,3459
E02001589,4154,4019
E02001590,3804,3688
E02001591,4150,4149
E02001592,4532,4367
E02001593,3500,3595
E02001594,3356,3524
E02001595,4463,4302
E02001596,4486,4165
E02001597,4843,4685
E02001598,5077,4552
E02001599,3230,3030
E02001600,5469,5308
E02001601,2542,2500
E02001602,4589,4371
E02001603,3330,3253
E02001604,4365,4210
E02001605,3606,3628
E02001606,4101,3909
E02001607,4497,4315
E02001608,3500,3372
E02001609,4281,4087
E02001610,4252,3990
E02001628,3132,3197
E02001642,4844,4819
E02001647,3154,2957
E02001654,3329,3075
E02001655,3971,3684
E02001659,3086,3038
E02001666,3198,2997
E02001671,3055,2910
E02001673,2801,2796
E02001675,4648,4401
E02002330,3399,3199
E02002331,2950,3642
E02002334,3742,3374
E02002359,3312,3081
E02002403,3214,2857
E02002406,3625,3393
E02002417,3198,3129
E02002418,3689,3545
E02002432,3705,3495
E02002438,4038,3833
E02002439,3891,3748
E02002440,3990,3761
E02002441,4375,4251
E02002442,3379,3334
E02002447,3081,3065
E02002448,3899,3665
E02002449,4154,3984
E02002450,3412,3345
E02002452,4011,3952
E02002455,3236,2913
E02002460,3632,3423
E02002461,5182,4877
E02002464,4048,3800
E02002471,5290,5114
E02002476,2981,2864
E02002478,2943,2889
E02002479,4244,4090
E02002480,2962,2910
E02002481,3198,3127
E02002482,3422,3280
E02002652,5569,5277
E02002653,4250,4073
E02002654,3942,3698
E02002655,4673,4253
E02002656,2723,2638
E02002657,3773,3764
E02002658,3479,3402
E02002659,5676,5342
E02002660,3540,3402
E02002661,4260,3703
E02002662,3777,3438
E02002663,3298,3552
E02002664,3798,3816
E02002665,4254,4058
E02002666,4102,4859
E02002667,3540,3570
E02002668,4690,4174
E02002669,4050,4436
E02002670,4107,3764
E02002671,3855,4510
E02002672,3854,3519
E02002673,3958,3958
E02002674,3510,3395
E02002675,3892,4572
E02002676,3737,3844
E02002677,3994,4426
E02002678,3782,3910
E02002679,3782,3633
E02002680,3635,5236
E02002681,4151,4360
E02002682,4054,3899
E02002684,5039,4649
E02002685,4227,3844
E02002686,4167,3737
E02002687,3080,2952
E02002688,2832,2830
E02002689,3034,2857
E02002691,4154,3920
E02002692,4219,4586
E02002693,3445,3397
E02002694,5634,5309
E02002695,4203,3896
E02002696,2981,3027
E02002697,3851,3742
E02002698,3885,3701
E02002699,4944,4498
E02002700,3257,3051
E02002701,4311,4230
E02002702,5117,4679
E02002703,4754,4444
E02002704,3659,3582
E02002705,3279,3051
E02002706,3559,3348
E02002707,3554,4063
E02002708,3703,3417
E02002709,3823,3711
E02002710,3936,3614
E02002711,3857,3727
E02002712,3904,3607
E02002714,3828,3879
E02002715,6371,6101
E02002716,4343,4227
E02002717,3960,3646
E02002718,3993,3851
E02002719,3091,2834
E02002720,3542,3452
E02002721,3237,3142
E02002723,4333,4106
E02002724,4429,4360
E02002725,3359,3240
E02002726,5243,5030
E02002727,2790,3104
E02002728,3912,3842
E02002729,2996,2950
E02002730,3792,3807
E02002731,3026,2915
E02002732,3836,3752
E02002733,3087,2965
E02002734,2725,2421
E02002735,2718,2636
E02002736,2821,3051
E02002737,3782,3644
E02002738,3668,3493
E02002739,3142,2832
E02002740,2909,2695
E02002741,4627,4573
E02002742,2875,2818
E02002743,2888,2572
E02002744,3730,3394
E02002745,3945,3676
E02002746,4561,4271
E02002747,4085,3914
E02002748,4211,3892
E02002749,5686,5380
E02002750,3146,3136
E02002751,3238,3213
E02002752,3475,3326
E02002753,4389,4302
E02002754,4101,4187
E02002755,3422,3616
E02002756,4173,4349
E02002757,3083,3105
E02002758,3223,3126
E02002759,4890,4720
E02002760,2975,2901
E02002761,3483,3310
E02002762,3465,3242
E02002763,3721,3658
E02002764,3005,2815
E02002765,3293,3080
E02002766,4692,4468
E02002767,3464,3324
E02002768,3704,3543
E02002769,2985,2856
E02002770,3534,3480
E02002771,3676,3486
E02002772,3573,3350
E02002773,3075,2681
E02002774,3339,2943
E02002775,3056,2597
E02002776,3363,3092
E02002777,4199,4075
E02002778,4248,4032
E02002779,4877,4711
E02002780,4355,4032
E02002781,5121,4764
E02002782,3355,2990
E02002783,5135,5029
E02002784,5187,5435
E02002785,3514,3358
E02002786,5300,5368
E02002787,4749,4326
E02002788,4461,4460
E02002789,4616,4246
E02002790,5648,5751
E02002791,3401,3139
E02002792,3646,3393
E02002793,4728,4437
E02002794,4692,4125
E02002795,4159,3920
E02005424,5058,4846
E02005427,3520,3266
E02005492,4790,4635
