geocode,owned,rent_free,rented_private,rented_social,shared_ownership
E02003184,1563,25,1429,116,38
E02003185,2173,41,459,352,10
E02003186,1794,27,1444,397,22
E02003187,2232,35,1433,281,34
E02003188,1955,51,2579,825,23
E02003189,2362,33,1235,295,10
E02003190,1494,45,3344,489,69
E02003191,2903,36,735,155,11
E02003192,1811,79,2551,529,38
E02003202,1667,17,571,407,9
E02003203,2323,26,580,205,39
E02003204,2558,39,671,506,7
E02003205,2733,29,308,257,27
E02003206,2992,41,875,166,3
E02003207,1604,26,563,647,21
E02003208,2338,92,1395,1047,153
E02003209,1679,30,432,495,50
E02003210,3198,49,946,170,23
E02003211,3358,63,889,92,11
E02003584,1550,47,1347,202,3
E02003585,2455,31,343,132,57
E02003586,2357,30,472,391,18
E02003587,2190,36,726,639,19
E02003588,1922,32,360,592,11
E02003589,1829,19,927,532,13
E02003590,2899,73,413,151,13
E02003591,2762,43,496,422,27
E02003592,3289,60,625,482,19
E02003593,1962,38,219,124,7
E02003594,2552,50,803,425,80
E02003595,3002,31,336,238,6
E02003596,2504,51,934,518,13
E02003597,1905,39,267,248,5
E02003598,2483,44,626,476,11
E02004242,2570,22,326,159,15
E02004265,2589,46,478,556,21
E02004266,1905,86,758,531,33
E02004267,1585,66,340,225,25
E02004268,3232,63,668,516,25
E02004275,2575,65,428,268,30
E02004276,1861,32,410,479,31
E02004277,2691,65,778,976,63
E02004278,2840,39,437,535,25
E02004279,2477,92,378,341,35
E02004280,2404,65,469,364,22
E02004281,1885,38,445,779,29
E02004282,3297,45,427,127,16
E02004283,2713,50,344,583,19
E02004284,2276,94,1822,519,32
E02004285,2098,41,574,570,16
E02004286,1497,22,281,313,9
E02004287,1771,16,304,300,8
E02004288,1177,14,427,468,8
E02004289,2347,26,449,235,24
E02004801,3132,55,414,100,15
E02006574,3803,59,575,400,26
E02006883,1486,38,1302,354,24
E02006885,2077,48,1584,97,92
