geocode,all
E02001514,6.97
E02001522,17.25
E02001528,4.97
E02001530,11.17
E02001533,15.03
E02001534,14.07
E02001539,1.49
E02001540,1.71
E02001541,17.4
E02001542,2.13
E02001543,13.31
E02001544,12.99
E02001545,6.41
E02001546,1.56
E02001547,13.11
E02001548,6.62
E02001549,14.33
E02001550,27.7
E02001551,11.53
E02001552,11.87
E02001553,18.74
E02001554,17.4
E02001555,12.75
E02001556,33.64
E02001557,24.88
E02001558,0.84
E02001559,8.86
E02001560,26.37
E02001561,48.21
E02001562,19.44
E02001563,29.55
E02001564,2.16
E02001565,12.24
E02001566,13.24
E02001567,42.26
E02001568,15.21
E02001569,46.63
E02001570,12.27
E02001571,1.92
E02001572,9.64
E02001573,30.51
E02001574,8.39
E02001575,15.03
E02001576,2.47
E02001577,1.41
E02001578,21.26
E02001579,10.26
E02001580,21.87
E02001581,26.44
E02001582,18.22
E02001583,15.6
E02001585,17.83
E02001586,14.23
E02001587,4.91
E02001588,44.12
E02001589,9.29
E02001590,26.73
E02001591,35.51
E02001592,17.42
E02001593,22.25
E02001594,22.07
E02001595,16.28
E02001596,49.98
E02001597,5.4
E02001598,22.5
E02001599,12.78
E02001600,28.2
E02001601,4.91
E02001602,17.49
E02001603,4.92
E02001604,6.81
E02001605,2.15
E02001606,15.16
E02001607,15.17
E02001608,6.72
E02001609,4.53
E02001610,2.65
E02001628,8.84
E02001642,28.14
E02001647,29.43
E02001654,25.29
E02001655,38.27
E02001659,26.55
E02001666,28.76
E02001671,30.17
E02001673,24.43
E02001675,31.65
E02002330,19.57
E02002331,3.06
E02002334,2.8
E02002359,1.42
E02002403,25.15
E02002406,27.62
E02002417,2.53
E02002418,28.38
E02002432,6.53
E02002438,15.93
E02002439,24.82
E02002440,28.72
E02002441,31.53
E02002442,17.39
E02002447,11.38
E02002448,9.96
E02002449,18.13
E02002450,13.8
E02002452,10.41
E02002455,23.83
E02002460,19.55
E02002461,6.36
E02002464,11.33
E02002471,2.46
E02002476,6.02
E02002478,4.38
E02002479,11.42
E02002480,25.59
E02002481,10.16
E02002482,8.68
E02002652,26.15
E02002653,43.6
E02002654,60.36
E02002655,21.72
E02002656,48.94
E02002657,37.17
E02002658,43.29
E02002659,54.95
E02002660,42.11
E02002661,39.32
E02002662,36.72
E02002663,27.34
E02002664,44.59
E02002665,39.6
E02002666,65.38
E02002667,20.72
E02002668,48.17
E02002669,74.18
E02002670,38.31
E02002671,11.44
E02002672,34.13
E02002673,89.12
E02002674,55.4
E02002675,43.51
E02002676,59.86
E02002677,32.91
E02002678,68.35
E02002679,49.3
E02002680,26.88
E02002681,27.09
E02002682,36.32
E02002684,1.81
E02002685,4.92
E02002686,12.85
E02002687,48.87
E02002688,57.86
E02002689,0.31
E02002691,0.35
E02002692,1.19
E02002693,0.46
E02002694,0.77
E02002695,4.63
E02002696,0.5
E02002697,0.61
E02002698,1.1
E02002699,13.75
E02002700,28.7
E02002701,0.38
E02002702,15.69
E02002703,2.39
E02002704,0.75
E02002705,2.7
E02002706,8.39
E02002707,0.83
E02002708,16.31
E02002709,0.93
E02002710,33.26
E02002711,9.56
E02002712,3.57
E02002714,0.53
E02002715,4.84
E02002716,2.26
E02002717,30.6
E02002718,4.97
E02002719,17.22
E02002720,3.67
E02002721,0.67
E02002723,1.68
E02002724,33.74
E02002725,1.43
E02002726,4.41
E02002727,27.55
E02002728,21.27
E02002729,15.34
E02002730,81.85
E02002731,108.2
E02002732,1.62
E02002733,60.96
E02002734,30.16
E02002735,55.51
E02002736,75.36
E02002737,23.7
E02002738,37.86
E02002739,66.14
E02002740,39.84
E02002741,26.93
E02002742,32.86
E02002743,31.48
E02002744,48.91
E02002745,8.79
E02002746,31.47
E02002747,8.88
E02002748,1.16
E02002749,4.32
E02002750,1.44
E02002751,1.53
E02002752,0.59
E02002753,1.53
E02002754,0.89
E02002755,7.18
E02002756,54.09
E02002757,33.05
E02002758,6.51
E02002759,1.21
E02002760,19.34
E02002761,1.0
E02002762,47.44
E02002763,32.37
E02002764,33.31
E02002765,47.09
E02002766,43.7
E02002767,11.34
E02002768,1.2
E02002769,0.95
E02002770,0.88
E02002771,0.9
E02002772,3.36
E02002773,7.26
E02002774,7.29
E02002775,13.01
E02002776,10.37
E02002777,6.08
E02002778,20.12
E02002779,5.26
E02002780,76.0
E02002781,58.1
E02002782,1.57
E02002783,38.07
E02002784,41.98
E02002785,10.47
E02002786,73.12
E02002787,52.38
E02002788,41.49
E02002789,50.65
E02002790,42.32
E02002791,1.41
E02002792,18.84
E02002793,26.88
E02002794,1.73
E02002795,4.21
E02005424,0.68
E02005427,14.48
E02005492,0.42
E02005493,0.9
E02005494,0.46
E02005495,16.34
E02005496,0.33
E02005497,23.93
E02005759,0.6
E02005760,0.54
E02005765,0.91
E02005776,0.5
E02005791,0.2
E02005794,0.33
E02005809,2.62
E02005810,0.59
E02005811,1.0
E02005812,2.34
E02005813,14.46
E02005814,4.87
E02005815,2.44
E02005816,1.1
E02005817,1.43
E02005818,0.73
E02005835,2.95
E02005836,0.69
E02005837,0.58
E02005838,2.3
E02006813,28.66
E02006814,35.34
E02006869,30.79
E02006870,4.43
E02006891,1.12
E02006892,34.66
