geocode,owned,rent_free,rented_private,rented_social,shared_ownership
E00133025,174,3,17,3,0
E00133026,36,6,4,5,0
E00134175,112,3,29,20,1
E00134176,153,5,21,3,1
E00134177,94,1,5,30,0
E00134178,141,2,22,4,0
E00134179,124,1,17,20,1
E00134180,145,2,0,0,2
E00134181,145,2,2,1,1
E00134182,119,9,12,7,0
E00142688,74,1,5,1,0
E00142694,74,1,1,2,0
E00142695,92,2,16,10,0
E00142696,124,2,4,4,0
E00142697,108,1,10,2,0
E00142698,97,1,8,19,2
E00142699,63,3,7,35,0
E00142700,36,0,5,0,1
E00142701,69,2,21,8,1
E00142702,69,1,14,2,0
E00142703,66,0,2,5,0
E00142704,52,1,35,51,0
E00142705,53,6,6,69,0
E00142706,144,3,11,2,1
E00142707,76,1,33,12,0
E00142708,99,2,14,2,0
E00142709,67,1,23,33,0
E00142710,96,0,35,12,0
E00142711,125,0,2,2,0
E00142712,115,3,6,1,0
E00142713,118,4,6,4,0
E00142715,114,0,4,0,0
E00142717,98,0,8,23,0
E00142718,116,1,20,2,0
E00142719,72,2,16,27,0
E00142720,51,3,37,37,0
E00142721,45,3,5,77,0
E00142722,50,2,10,59,0
E00142723,36,3,10,71,0
E00142724,37,4,76,45,0
E00142725,110,3,5,1,2
E00142726,72,1,16,26,0
E00142727,87,3,26,3,0
E00142729,101,3,6,10,0
E00142730,64,2,4,57,0
E00142732,161,7,6,3,4
E00142733,107,0,5,13,0
E00142734,113,4,9,2,0
E00142735,98,2,61,45,2
E00142736,108,6,5,2,0
E00142737,96,13,14,0,0
E00142744,85,1,14,38,0
E00142747,77,4,15,36,0
E00142748,80,2,9,55,0
E00142749,80,1,13,37,1
E00142750,72,0,15,35,0
E00142751,92,2,8,22,0
E00142752,70,2,14,35,0
E00142753,57,3,8,52,0
E00142754,74,1,24,32,0
E00142755,60,2,5,55,0
E00142756,70,1,18,40,1
E00142757,124,0,10,2,0
E00142758,114,1,11,0,0
E00142759,25,4,11,82,0
E00142760,98,0,8,10,0
E00142761,104,0,10,2,0
E00142762,114,3,15,3,0
E00142763,34,4,8,74,0
E00142764,118,2,9,3,2
E00142765,88,2,25,18,0
E00142766,113,0,11,0,0
E00142767,85,2,52,36,0
E00142768,39,1,8,68,0
E00142769,119,0,17,12,0
E00142770,147,2,32,21,1
E00142771,35,2,64,56,0
E00142772,98,4,122,11,1
E00142773,95,0,31,2,0
E00142774,112,1,27,1,0
E00142775,99,1,86,16,2
E00142776,85,2,45,6,1
E00142777,142,2,14,1,0
E00142826,39,2,4,1,2
E00142827,80,1,11,8,1
E00142828,105,1,15,0,0
E00142829,73,2,25,6,0
E00142830,94,0,9,20,1
E00142831,72,1,6,15,1
E00142832,99,2,3,0,0
E00142833,82,4,7,1,0
E00142834,36,0,11,0,0
E00142843,114,4,12,22,0
E00142844,119,1,12,2,0
E00142845,103,2,14,29,7
E00142850,110,22,50,14,0
E00142851,41,0,5,1,0
E00142857,39,0,3,3,1
E00142858,131,4,17,18,0
E00142859,96,0,6,0,0
E00142860,110,1,6,8,3
E00142861,33,3,15,0,0
E00142862,103,4,14,13,1
E00142863,44,2,9,2,1
E00142864,64,2,10,54,0
E00142865,167,4,49,6,6
E00142866,89,0,11,29,0
E00142867,101,1,12,26,0
E00142868,51,0,9,64,0
E00142869,108,1,22,6,1
E00142870,96,3,11,8,0
E00142871,112,1,15,3,0
E00142874,90,0,18,4,0
E00142875,68,4,13,32,0
E00142876,85,2,10,14,0
E00144160,107,1,18,24,0
E00144161,78,2,15,49,1
E00144162,49,5,17,68,0
E00144163,107,2,9,32,0
E00144164,47,1,7,68,0
E00144165,77,1,15,28,0
E00144166,114,1,5,2,0
E00144167,159,2,17,2,0
E00144168,111,3,12,4,0
E00144169,78,3,7,49,0
E00144174,88,4,15,1,0
E00144175,52,2,2,0,1
E00144176,51,0,1,2,0
E00144191,103,4,7,4,2
E00144192,117,2,6,1,0
E00144193,69,6,20,38,0
E00144194,119,5,22,37,5
E00144195,97,3,11,15,1
E00144196,82,2,26,20,0
E00144197,71,4,15,29,0
E00144198,61,3,18,37,0
E00144199,30,2,9,80,0
E00144200,24,1,7,90,0
E00144201,81,2,6,27,0
E00144202,54,0,10,52,0
E00144203,112,2,9,9,0
E00144204,133,1,9,0,0
E00144205,98,3,6,30,0
E00144206,114,7,14,2,0
E00144247,98,2,7,1,0
E00144248,63,3,12,14,0
E00144249,95,2,11,2,0
E00144251,71,3,12,6,0
E00144252,104,2,67,7,0
E00144253,105,1,13,2,0
E00144254,63,0,3,28,0
E00144255,53,1,26,3,0
E00144267,68,0,13,4,2
E00144268,44,2,4,95,2
E00144269,122,1,12,1,0
E00144270,104,1,17,0,0
E00144271,115,2,15,5,0
E00144272,107,1,14,3,0
E00144273,123,0,4,1,0
E00144274,54,0,15,0,1
E00144275,107,1,14,22,0
E00144276,115,0,16,0,0
E00144277,118,1,15,1,1
E00144278,51,2,2,0,0
E00144280,60,2,8,3,0
E00144281,112,1,6,4,0
E00144282,71,1,4,3,0
E00144283,65,0,6,0,0
E00144284,82,3,16,3,1
E00144335,141,1,10,18,0
E00144384,98,1,14,0,0
E00144386,119,2,8,3,2
E00144387,109,1,9,0,1
E00144392,75,0,13,1,0
E00144393,91,5,13,21,0
E00144394,87,2,24,16,0
E00144395,95,1,21,11,0
E00144396,73,2,24,19,0
E00144397,87,2,18,21,0
E00144398,4,6,3,102,0
E00144399,80,1,33,8,1
E00144400,95,1,19,32,1
E00144401,81,2,13,5,0
E00144402,50,7,4,67,0
E00144403,10,1,8,83,0
E00144404,59,2,8,41,0
E00144405,78,5,12,11,0
E00144406,88,2,20,15,0
E00144407,76,3,23,1,0
E00144408,77,1,16,10,0
E00144409,80,2,15,18,0
E00144410,119,5,19,1,0
E00144411,136,2,13,2,0
E00144412,87,0,9,15,0
E00144414,12,19,44,6,0
E00144454,69,1,7,18,0
E00144455,84,1,10,2,0
E00144456,162,4,19,21,0
E00144457,125,1,16,4,0
E00144458,58,6,7,0,0
E00144459,84,2,10,7,0
E00144460,59,2,9,51,0
E00144461,105,1,14,8,0
E00144462,131,1,21,9,0
E00173425,121,1,13,1,0
E00173437,77,0,43,10,3
