geocode,employee,inactive,self-employed,student,unemployed
E02000984,3361,1527,701,179,123
E02000985,3002,1705,543,147,120
E02000986,3449,1635,639,199,175
E02000987,2941,1484,384,118,234
E02000988,3072,2003,451,216,316
E02000989,3147,1987,639,141,143
E02000990,3466,1508,482,151,181
E02000991,3168,1614,517,161,206
E02000992,2486,1265,349,118,108
E02000993,2405,1901,249,144,393
E02000994,2286,2356,338,142,381
E02000995,2819,1863,537,142,277
E02000996,2405,2104,276,149,458
E02000997,2173,1318,440,122,141
E02000998,2801,2216,489,249,470
E02000999,1968,2569,286,271,387
E02001000,3499,2176,472,267,419
E02001001,2983,1688,592,227,274
E02001002,3800,2232,507,181,374
E02001003,2592,1811,700,137,142
E02001004,2143,2522,355,252,436
E02001005,2431,2042,425,260,438
E02001006,2425,2063,365,219,304
E02001007,4230,2457,581,181,259
E02001008,2068,2326,380,194,366
E02001009,2396,1644,414,121,268
E02001010,2026,1429,344,126,307
E02001011,4508,1846,732,224,170
E02001012,2770,1818,460,199,262
E02001013,2259,1368,499,128,131
E02001014,3482,1730,460,162,280
E02001015,3026,1929,340,130,353
E02001016,2782,2091,256,158,470
E02001017,4628,2177,617,242,362
E02001018,3432,1386,529,186,185
E02001019,3859,1828,678,135,235
E02001020,2258,1383,440,103,96
E02001021,3440,1332,684,172,135
E02001022,3020,1815,477,135,220
E02001023,2279,1332,367,133,178
E02001024,3603,1572,529,158,169
E02001025,2648,1881,344,133,399
E02001026,3068,2250,482,180,493
E02001027,3025,1302,358,135,221
E02001028,2887,1839,513,134,120
E02001029,2517,1655,403,181,279
E02001030,2545,1113,435,130,108
E02001031,2572,1496,416,142,183
E02001032,3191,1633,410,120,193
E02001033,2307,1174,267,118,238
E02001034,2923,2005,307,133,390
E02001035,2830,1550,568,131,146
E02001036,2928,1477,487,132,296
E02001037,2642,1430,782,113,139
E02001038,2256,1239,354,103,187
E02001039,3111,1796,400,189,338
E02001040,2464,1339,440,124,139
E02001041,3075,1608,463,172,274
E02001042,2616,1170,508,135,215
E02001043,2182,1081,366,112,185
E02001044,2825,1707,742,167,193
E02001045,2597,2177,277,175,392
E02001046,3162,2451,390,218,475
E02001047,3475,2551,420,229,440
E02001048,2943,1987,482,197,364
E02001049,3745,2306,465,191,401
E02001050,2510,1978,296,202,345
E02001051,3012,1854,366,200,390
E02001052,3130,3733,721,531,563
E02001053,2661,3172,295,247,729
E02001055,2826,2463,323,174,462
E02001056,2210,2447,200,207,486
E02001057,3245,2211,288,345,425
E02001059,3259,2600,337,336,583
E02001061,2812,2451,283,272,494
E02001062,2183,3923,264,863,488
E02001063,2683,4580,318,1273,362
E02001064,2423,2576,347,354,542
E02001065,3217,2008,336,249,482
E02001066,2202,5078,365,1789,523
E02001067,2687,2452,307,298,606
E02001068,2240,2647,293,401,617
E02001069,2715,3717,344,1193,540
E02001070,2203,5379,391,1815,322
E02001071,3535,3629,712,601,617
E02001072,3524,1703,740,319,384
E02001073,4544,1722,811,260,259
E02001074,3645,3129,617,505,539
E02001075,2915,1935,541,302,410
E02001076,1753,5776,264,2467,245
E02001077,3368,1463,717,199,219
E02001078,3421,2600,692,434,341
E02001079,2643,2819,362,653,406
E02001080,2316,3992,316,1561,273
E02001081,2955,1041,492,110,130
E02001082,3204,1479,433,402,254
E02001083,4427,1251,523,260,258
E02001084,3177,2367,510,581,275
E02001085,2545,2170,350,249,434
E02001086,2795,1322,391,155,266
E02001087,4594,1583,835,229,182
E02001088,3321,1984,388,166,453
E02001089,3267,1565,632,277,186
E02001090,2977,1345,458,124,202
E02001091,3445,1728,450,141,326
E02001092,3282,1858,343,218,347
E02001093,3457,2054,376,193,478
E02001094,2795,2485,225,201,552
E02001095,3153,1964,247,172,389
E02001096,2904,1747,324,154,330
E02001097,3089,1837,322,171,407
E02001098,2389,1579,358,99,135
E02001099,2629,1325,302,123,198
E02001100,2363,1451,376,114,164
E02001101,2574,1292,365,119,151
E02001102,2853,1132,332,144,176
E02001103,2147,1194,599,97,93
E02001104,2866,1290,467,140,267
E02001105,2480,1375,328,102,148
E02001106,2499,1292,284,119,203
E02001107,2290,1361,327,138,213
E02001108,1867,1114,180,87,293
E02001109,2888,1634,341,141,353
E02001110,2604,1290,672,113,132
E02001111,1678,2013,159,159,475
E02001112,2725,1178,415,134,136
E02001113,2146,2766,281,287,528
E02001114,2999,1908,322,147,281
E02001115,2476,1212,391,117,197
E02001116,1951,1581,401,125,326
E02001117,2386,1237,501,95,102
E02001118,2644,1213,524,113,129
E02001119,2125,3282,642,312,476
E02001121,1617,1847,330,155,366
E02001123,2108,1658,261,114,317
E02001124,1965,1454,203,96,276
E02001125,3421,1644,387,163,261
E02001126,2463,1888,277,137,421
E02001127,2333,1773,260,140,392
E02001128,3097,1598,367,166,265
E02001129,2262,1338,251,97,245
E02001130,2417,1239,374,123,148
E02001131,2068,1209,289,112,148
E02001132,2645,1355,394,110,225
E02001133,2641,1277,428,130,145
E02001134,2661,1351,433,96,137
E02001135,1998,2236,322,129,388
E02001136,3421,2308,594,190,291
E02001137,2705,1171,533,113,141
E02001138,3496,1937,757,173,185
E02001139,2331,2770,445,210,457
E02001140,2499,1880,465,129,342
E02001141,3282,3701,596,308,895
E02001142,2094,1412,522,132,97
E02001143,3224,2785,503,249,535
E02001144,2448,1413,377,86,225
E02001145,3016,1568,480,125,177
E02001146,2137,2833,555,237,431
E02001147,2949,2322,391,190,555
E02001148,3724,2408,562,187,391
E02001149,3550,2380,430,164,554
E02001150,3223,2022,388,119,452
E02001151,3897,1973,604,194,328
E02001152,3494,2024,478,184,478
E02001153,3204,2801,389,156,583
E02001154,4410,2127,516,191,431
E02001155,2854,1622,377,122,341
E02001156,3802,2063,577,211,263
E02001157,2230,1903,234,138,412
E02001158,2063,1478,236,102,328
E02001159,2280,1196,262,119,274
E02001160,1951,1653,223,121,353
E02001161,2506,1220,305,139,208
E02001162,2200,1470,260,127,222
E02001163,3842,2058,586,221,266
E02001164,2651,1959,273,174,336
E02001165,2502,1330,295,121,197
E02001166,1684,1540,497,122,186
E02001167,2206,1581,433,142,243
E02001168,3779,2020,452,213,333
E02001169,4681,1950,802,249,170
E02001170,3974,1800,825,197,172
E02001171,2457,1087,322,153,107
E02001172,3311,3269,450,466,605
E02001173,2033,2889,160,1062,375
E02001174,2419,1123,334,283,133
E02001175,2746,1562,297,137,271
E02001176,4477,2401,664,294,344
E02001177,4696,2620,523,360,416
E02001178,4871,2661,478,1083,436
E02001179,2348,1406,223,223,242
E02001180,1520,2191,110,479,410
E02001181,2032,1460,203,148,283
E02001182,2217,1534,230,132,326
E02001183,2587,1279,261,132,251
E02001184,5174,2169,522,491,478
E02001185,3966,2195,418,252,362
E02001186,4239,1983,494,195,302
E02001187,3075,1485,393,147,237
