geocode,all
E00146986,16.94
E00146987,11.54
E00146988,2.8
E00146989,0.25
E00146990,4.62
E00147000,0.36
E00147001,0.49
E00147002,0.25
E00147008,13.52
E00147009,5.2
E00147012,47.26
E00147013,9.18
E00147014,52.07
E00147015,27.19
E00147016,41.38
E00147017,17.77
E00147040,0.44
E00147041,0.28
E00147042,0.22
E00147043,0.25
E00147176,29.96
E00147177,60.74
E00147178,63.17
E00147179,37.3
E00147180,5.3
E00147181,47.41
E00147182,22.92
E00147183,55.83
E00147184,48.42
E00147185,31.91
E00147186,46.92
E00147187,44.89
E00147188,24.32
E00147189,43.85
E00147190,7.44
E00147191,75.51
E00147192,46.94
E00147193,85.99
E00147194,68.11
E00147195,68.36
E00147196,48.16
E00147197,33.09
E00147198,3.86
E00147199,55.19
E00147200,50.47
E00147201,34.53
E00147202,8.03
E00147203,52.8
E00147204,14.56
E00147205,25.42
E00147206,47.01
E00147207,55.12
E00147208,30.43
E00147209,17.53
E00147210,40.73
E00147211,10.79
E00147212,107.06
E00147213,29.39
E00147214,65.27
E00147215,57.11
E00147216,109.8
E00147217,59.53
E00147218,68.13
E00147219,99.66
E00147220,141.76
E00147221,16.79
E00147222,26.13
E00147223,1.21
E00147224,77.9
E00147225,27.49
E00147226,5.38
E00147227,47.86
E00147228,0.22
E00147229,17.48
E00147230,0.78
E00147231,17.94
E00147232,0.94
E00147233,10.62
E00147234,32.16
E00147235,0.28
E00147236,0.4
E00147237,1.46
E00147238,0.37
E00147239,0.27
E00147240,0.68
E00147241,0.2
E00147242,1.77
E00147243,1.44
E00147244,2.02
E00147245,10.7
E00147246,9.13
E00147247,1.36
E00147248,25.11
E00147249,15.22
E00147250,42.58
E00147251,16.88
E00147252,1.88
E00147253,69.0
E00147254,59.13
E00147255,44.79
E00147256,19.02
E00147257,1.53
E00147258,5.79
E00147259,0.22
E00147260,0.47
E00147261,39.02
E00147262,0.24
E00147263,9.38
E00147273,0.2
E00147274,3.6
E00147275,4.67
E00147276,1.69
E00147277,4.21
E00147278,0.34
E00147279,0.27
E00147280,0.58
E00147281,0.33
E00147282,0.41
E00147284,57.49
E00147293,0.22
E00147294,2.77
E00147295,15.66
E00147296,14.42
E00147297,1.25
E00147298,16.91
E00147299,2.78
E00147300,0.45
E00147301,15.84
E00147418,0.2
E00147441,2.49
E00147442,13.07
E00147443,0.96
E00147444,11.69
E00147445,1.1
E00147446,0.78
E00147447,0.44
E00147483,0.16
E00147518,0.74
E00147519,12.88
E00147520,1.3
E00147521,0.41
E00147522,0.54
E00147523,0.53
E00147524,0.21
E00147525,0.48
E00147527,0.41
E00147550,5.46
E00147551,15.72
E00147552,3.08
E00147553,0.33
E00147554,3.65
E00147555,64.71
E00147556,21.51
E00147557,0.57
E00147558,1.23
E00147559,0.29
E00147560,0.62
E00147561,9.9
E00147562,37.43
E00147563,0.4
E00147564,16.83
E00147565,1.29
E00147566,0.58
E00147567,0.17
E00147568,0.35
E00147569,0.44
E00147570,1.81
E00147571,9.32
E00147572,0.27
E00147573,0.32
E00147574,0.61
E00147575,0.16
E00147638,2.91
E00147639,13.44
E00147640,12.2
E00147641,15.56
E00147642,16.32
E00147643,0.56
E00147644,0.12
E00147645,0.09
E00147646,0.14
E00147647,0.06
E00147648,0.11
E00147667,0.14
E00147668,0.33
E00147669,0.16
E00147681,0.59
E00147685,0.29
E00147771,0.33
E00147773,2.22
