geocode,asian,black,mixed,other,white
E02002722,41,9,48,6,8640
E02003742,46,20,29,5,6205
E02003743,176,50,120,26,9801
E02003744,149,44,134,50,12291
E02003745,84,39,85,8,9474
E02003746,145,143,109,23,7415
E02003748,77,37,57,5,7254
E02003750,73,37,46,4,6873
E02003751,54,18,56,6,6346
E02005417,27,25,29,6,7209
E02005425,18,6,28,2,6284
E02005426,47,9,61,8,9508
E02005428,35,9,39,5,7994
E02005429,31,1,25,0,6458
E02005431,31,4,38,2,8309
E02005432,25,16,52,1,7421
E02005433,30,4,59,6,6967
E02005435,74,45,52,7,7101
E02005436,35,17,72,5,7547
E02005437,70,24,63,10,5694
E02005438,54,15,55,6,6309
E02005440,15,4,51,2,5291
E02005466,41,9,43,8,6406
E02005467,79,18,55,2,6956
E02005472,58,33,78,12,9647
E02005474,45,12,45,3,6441
E02005503,38,36,45,14,6978
E02005504,23,10,48,2,8652
E02005505,44,22,83,2,7033
E02005506,27,8,52,5,6757
E02005507,93,35,136,10,11151
E02005508,31,3,37,1,6568
E02005509,101,37,54,9,7057
E02005510,25,5,38,1,6572
E02005511,37,12,77,8,7068
E02005512,75,135,131,18,8451
E02005513,93,42,85,11,8778
E02005514,19,31,83,11,6410
E02005520,42,7,40,3,7286
E02005521,24,6,66,12,8411
E02005522,30,10,37,8,5217
E02005523,52,23,50,15,7597
E02005524,23,7,33,7,5372
E02005525,172,39,100,19,9812
E02005526,55,32,56,3,5343
E02005527,43,32,64,11,8079
E02005528,109,27,83,29,8210
E02005529,55,17,46,6,5683
E02005530,76,18,37,11,5008
E02005531,97,17,64,8,5297
E02005532,78,13,53,2,6712
E02005533,57,16,47,10,8107
E02005534,70,12,64,3,7147
E02005535,191,40,131,28,6870
E02005536,60,8,48,6,5668
E02005537,31,7,45,10,5976
E02005538,31,15,39,5,9028
E02005539,22,4,38,5,7475
E02005540,70,17,79,11,8899
E02005541,54,29,64,9,5922
E02005542,90,64,136,32,6544
E02005543,175,105,321,74,8006
E02005544,78,50,114,18,6874
E02005545,45,13,30,28,6332
E02005546,62,40,89,7,7690
E02005547,239,56,101,35,8572
E02005548,257,27,54,30,6888
E02005549,26,6,24,6,5417
E02005550,55,13,70,0,6568
E02005551,33,5,44,5,5333
E02005552,18,5,31,3,7015
E02005553,50,7,32,7,8686
E02005554,18,4,20,6,6848
E02005555,209,40,60,16,6583
E02005556,82,29,64,14,7492
E02005557,75,47,105,12,5833
E02005558,36,29,36,6,6762
E02005559,71,29,101,6,6815
E02005560,602,79,161,32,7632
E02005561,178,41,152,41,9420
E02005562,35,24,35,10,6904
E02005563,62,4,40,4,7338
E02005564,122,29,91,13,10015
E02005565,34,6,39,5,6940
E02005566,51,33,69,8,9366
E02005567,62,46,112,18,9756
E02005568,21,34,74,17,7043
E02005569,104,70,106,23,7628
E02005570,39,10,48,7,7263
E02005571,27,6,32,2,5885
E02005572,78,9,65,2,7529
E02005573,45,9,30,1,5619
E02005574,22,10,44,4,6677
E02005575,16,5,30,3,6927
E02005576,14,6,36,4,6587
E02005577,26,5,30,2,5885
E02005578,16,8,36,2,5666
E02005579,83,9,89,7,12446
E02005580,69,8,51,9,7480
E02005581,45,61,54,18,7526
E02005582,20,2,43,1,6436
E02005583,31,9,29,5,8201
E02005584,307,183,209,49,9848
E02005585,194,164,250,47,10000
E02005586,313,158,202,70,9191
E02005587,128,121,187,24,9395
E02005588,690,316,225,318,10134
E02005589,452,186,261,51,10554
E02005590,387,156,289,109,8700
E02005592,253,65,250,55,8674
E02005593,1385,275,300,145,8174
E02005594,442,132,267,54,9509
E02005595,424,98,151,51,8057
E02005596,324,139,205,51,8607
E02005597,221,99,154,41,11948
E02005598,244,50,111,27,7337
E02005599,73,36,65,5,5512
E02005600,70,22,68,3,6053
E02005601,47,20,71,4,5572
E02005602,82,10,93,12,10158
E02005603,112,17,107,12,8443
E02005604,51,10,61,5,8073
E02005605,42,10,83,11,10032
E02005606,21,5,52,7,5512
E02005607,57,21,91,7,10781
E02006302,86,89,84,5,6704
E02006303,64,25,92,7,7461
E02006304,44,17,50,9,7348
E02006907,364,97,144,62,4469
E02006908,181,57,99,21,5063
