geocode,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80plus
E01016016,205,188,249,265,242,148,121,38,65
E01016017,160,142,427,259,203,161,128,43,53
E01016018,366,284,365,354,276,179,82,26,54
E01016019,342,313,362,300,255,148,83,33,30
E01016020,185,164,181,205,179,144,93,31,62
E01016021,187,191,284,209,223,142,152,53,86
E01016022,198,194,294,224,199,145,85,33,55
E01016023,327,314,227,199,253,164,101,39,62
E01016024,364,260,341,360,290,152,94,30,67
E01016025,190,223,133,165,220,202,146,82,261
E01016026,193,161,105,185,250,159,138,26,41
E01016027,198,168,131,186,229,202,255,93,66
E01016028,121,144,125,130,196,186,230,96,129
E01016029,169,175,133,189,241,145,141,41,71
E01016030,310,263,289,253,270,196,123,47,108
E01016031,292,183,396,260,228,120,133,42,98
E01016032,230,286,176,173,221,119,64,25,32
E01016033,161,207,172,125,175,113,92,41,59
E01016034,404,328,408,410,447,245,169,63,94
E01016035,288,275,446,267,239,166,102,40,39
E01016036,242,749,653,197,234,155,110,43,68
E01016037,208,281,402,246,243,170,84,26,49
E01016038,218,237,217,197,218,175,131,37,82
E01016039,240,234,346,260,239,151,105,32,63
E01016040,253,269,281,237,274,191,138,41,80
E01016041,211,209,329,247,246,209,102,28,79
E01016042,252,240,238,225,244,137,106,28,40
E01016043,162,209,159,161,258,186,146,42,93
E01016044,250,204,347,239,254,171,116,43,80
E01016045,242,225,300,253,238,210,111,33,54
E01016046,210,215,244,204,249,188,119,32,67
E01016047,254,263,316,275,244,175,119,20,59
E01016048,262,229,265,275,251,186,130,47,54
E01016049,275,237,418,337,262,169,112,28,84
E01016050,155,213,171,178,247,287,262,80,105
E01016051,196,238,141,196,253,252,166,54,103
E01016052,152,210,125,166,210,279,284,100,158
E01016053,116,165,123,106,205,219,269,113,232
E01016054,142,165,161,147,224,258,215,75,87
E01016055,180,181,207,184,194,199,214,71,122
E01016056,191,140,266,220,218,156,101,34,65
E01016057,245,237,218,247,252,252,181,29,51
E01016058,168,156,189,219,208,223,198,36,76
E01016059,191,220,180,170,199,147,135,41,61
E01016060,145,216,149,146,255,240,292,80,84
E01016061,256,248,298,297,272,154,93,34,43
E01016062,225,244,193,219,253,144,131,43,53
E01016063,255,193,282,245,220,175,126,51,86
E01016064,248,197,271,204,217,153,124,39,113
E01016065,139,143,156,187,202,208,186,70,119
E01016066,183,210,201,185,214,208,167,57,65
E01016067,188,247,202,195,265,184,154,49,127
E01016068,270,277,209,224,231,179,125,49,95
E01016069,300,242,385,299,233,165,123,24,39
E01016078,244,168,303,308,250,157,58,15,14
E01016079,150,198,180,171,226,224,138,30,36
E01016080,221,182,245,250,227,143,123,33,89
E01016081,250,249,229,248,288,201,110,19,17
E01016082,213,235,198,243,241,184,164,55,54
E01016083,156,240,151,173,184,175,113,36,106
E01016084,248,280,204,211,208,198,119,23,27
E01016085,131,195,111,121,227,230,309,121,170
E01016086,110,177,108,98,211,212,212,44,128
E01016087,199,173,182,218,231,229,242,71,136
E01016088,178,191,161,169,242,212,198,60,103
E01016089,160,200,169,174,235,195,194,70,183
E01016090,137,204,117,157,227,203,225,66,159
E01016091,119,194,112,117,209,233,285,100,145
E01016092,144,195,162,172,233,213,204,88,142
E01016093,145,139,104,148,209,229,261,114,199
E01016094,156,169,167,169,224,190,198,71,112
E01016095,182,182,145,214,203,149,147,23,58
E01016096,122,140,133,140,198,187,181,93,236
E01016097,185,178,167,234,180,195,185,40,84
E01016098,166,163,211,207,182,125,133,53,138
E01016099,220,186,192,269,209,160,186,50,54
E01016100,190,163,188,216,192,219,203,69,93
E01016101,209,210,194,207,218,200,158,29,45
E01016102,148,222,187,146,225,187,174,56,100
E01016103,169,174,172,201,248,200,188,43,63
E01016104,206,164,207,245,203,181,145,46,31
E01016105,136,169,132,132,187,178,239,71,172
E01016106,177,191,135,194,178,172,210,75,118
E01016107,193,205,188,223,205,262,179,38,54
E01016110,136,272,749,274,198,196,117,40,90
E01016111,180,133,249,235,138,99,68,40,102
E01016113,177,174,162,204,220,202,175,70,102
E01016114,201,201,270,279,258,153,105,38,79
E01016115,305,280,273,274,261,235,182,54,80
E01016116,229,252,198,214,300,214,186,68,171
E01016117,244,176,419,293,228,164,111,43,86
E01016118,194,229,272,289,278,205,142,58,74
E01016119,128,217,155,128,231,225,208,66,164
E01016120,157,161,168,151,197,156,172,72,140
E01016121,160,173,138,135,229,184,255,89,172
E01016122,152,183,132,154,229,207,216,73,183
E01016123,176,200,193,175,264,198,177,72,119
E01016124,173,217,175,194,273,225,205,69,159
E01016125,213,296,221,249,288,215,164,48,69
E01016126,203,264,196,190,291,220,162,58,107
E01016127,184,177,168,197,252,194,160,63,124
E01016128,142,589,433,105,203,189,135,65,207
E01016129,277,173,388,333,296,235,132,38,52
E01016130,167,204,325,275,281,218,193,67,161
E01016131,207,193,165,255,276,219,167,63,190
E01016132,169,239,183,174,288,241,189,60,99
E01016136,241,218,221,223,228,165,127,42,102
E01016139,199,259,172,202,299,211,173,50,118
E01016140,166,165,214,227,241,189,103,39,83
E01016141,266,203,288,267,253,167,137,30,76
E01016150,262,258,208,257,230,179,122,34,55
E01016151,184,210,201,220,278,191,172,65,96
E01016152,171,187,183,157,231,195,166,90,104
E01016153,228,174,230,166,169,177,139,44,106
E01016154,196,233,270,212,259,198,129,51,58
E01016155,197,210,194,173,227,188,175,75,114
E01016156,303,199,276,313,228,160,120,39,39
E01016157,290,249,300,299,272,214,159,64,111
E01016158,314,258,373,324,284,201,195,73,121
E01016159,241,238,179,159,193,151,130,37,53
E01016160,158,215,194,133,215,191,138,56,174
E01016161,177,179,186,153,237,181,166,71,193
E01016162,214,223,192,207,240,230,180,54,106
E01016163,157,199,159,156,207,183,112,50,108
E01016164,164,214,158,160,224,187,158,66,164
E01016165,119,201,104,139,194,198,155,62,128
E01016166,164,162,160,156,200,197,224,73,114
E01016167,139,203,139,126,263,199,160,82,117
E01016168,198,157,184,164,214,207,227,80,125
E01016169,175,257,203,167,300,239,220,69,79
E01016170,224,246,222,228,258,169,169,50,73
E01016171,225,216,195,208,222,161,145,77,129
E01016172,143,182,143,161,229,195,193,63,139
E01016173,233,200,196,164,270,193,156,65,113
E01016174,133,193,200,157,215,231,122,42,107
E01016175,158,275,189,165,321,267,245,95,125
E01016176,140,213,165,149,256,275,180,45,102
E01016177,223,217,202,213,251,197,125,45,94
E01016178,216,209,162,211,258,154,149,32,139
E01016179,120,230,140,127,266,200,155,45,98
E01024270,150,152,132,140,226,241,178,72,159
E01024271,151,166,141,131,228,165,209,86,137
