geocode,asian,black,mixed,other,white
E02003491,160,97,197,49,7223
E02003492,898,356,382,152,7703
E02003493,227,46,254,80,7217
E02003494,154,59,209,31,6061
E02003495,169,72,161,40,6758
E02003496,357,117,215,257,6484
E02003497,401,62,256,168,6404
E02003498,448,246,366,131,7191
E02003499,317,182,267,107,7149
E02003500,259,73,363,51,7614
E02003501,323,110,340,103,7446
E02003502,159,125,194,85,7011
E02003503,331,152,294,192,8005
E02003504,309,95,318,59,7609
E02003505,331,139,421,121,7972
E02003506,224,102,339,86,6009
E02003507,228,68,247,76,9174
E02003508,348,172,322,85,7814
E02003509,348,145,347,235,7629
E02003510,363,112,370,144,7520
E02003511,319,83,326,178,7080
E02003512,311,137,382,84,8165
E02003513,279,86,249,109,5896
E02003514,269,100,380,98,7590
E02003515,346,213,379,159,7989
E02003516,307,112,331,158,7458
E02003517,791,215,563,248,9001
E02003518,252,111,344,121,6744
E02003519,416,124,377,157,7595
E02003520,451,168,400,145,7481
E02003521,414,111,267,73,7218
E02003522,489,149,282,102,6025
E02003523,280,49,266,99,9277
E02004380,77,19,85,16,8589
E02004383,137,31,177,24,7333
E02004384,175,37,115,33,7117
E02004385,132,71,98,23,7266
E02006374,92,26,59,23,6699
E02006391,204,67,126,33,5495
E02006392,438,123,189,76,7471
E02006437,136,41,114,15,7961
E02006438,143,44,113,24,7473
E02006448,103,33,135,14,7015
E02006449,85,23,91,11,6688
E02006450,121,55,99,11,6693
E02006451,162,39,124,30,10337
E02006453,116,26,73,9,7801
E02006534,182,34,132,65,8111
E02006535,115,12,104,16,6387
E02006536,127,24,83,15,6851
E02006537,254,80,179,72,9542
E02006538,106,36,157,32,8195
E02006539,83,54,87,15,6850
E02006540,69,36,52,20,5488
E02006541,122,37,92,27,7239
E02006542,52,17,36,1,5635
E02006543,42,8,42,10,5444
E02006544,114,29,97,12,9821
E02006545,104,40,127,15,7973
E02006546,80,28,121,14,9388
E02006547,126,77,68,18,5637
E02006548,97,19,98,16,9222
E02006549,42,8,29,2,5789
E02006550,94,13,82,13,9212
E02006551,61,11,49,6,7658
E02006552,346,51,127,45,6540
E02006553,143,32,71,14,7038
E02006554,26,12,41,2,6599
E02006555,93,22,79,17,7265
E02006556,68,19,65,7,8090
E02006557,157,30,76,13,6872
E02006558,327,93,157,30,10031
E02006562,52,19,62,1,5721
E02006565,49,10,66,5,7947
E02006575,2569,365,262,103,4956
E02006576,748,109,172,60,6869
E02006577,822,198,202,44,6656
E02006578,1787,274,270,144,7198
E02006579,1092,155,208,79,6343
E02006580,545,192,213,56,7001
E02006581,1102,323,282,87,6795
E02006582,550,114,196,56,7027
E02006583,820,144,197,42,7742
E02006584,832,418,242,107,5843
E02006585,688,196,209,59,6618
E02006586,1393,496,282,100,5565
E02006587,877,485,363,88,6567
E02006588,194,44,115,11,7117
E02006589,303,46,174,28,10655
E02006590,136,40,151,24,8247
E02006591,287,47,147,23,7482
E02006592,168,23,42,10,6099
E02006593,563,105,203,42,9547
E02006594,117,24,94,3,6463
E02006595,141,165,184,20,8009
E02006596,102,30,106,17,8437
E02006597,125,32,122,10,9090
E02006598,42,8,48,3,5399
E02006599,60,2,41,5,6876
E02006600,104,13,93,4,9064
E02006601,140,41,87,15,7850
E02006602,49,17,86,9,7305
E02006603,54,14,81,5,8422
E02006604,473,95,189,38,11685
E02006605,187,44,84,23,6189
E02006607,137,41,99,6,7265
E02006608,64,16,76,3,5611
E02006609,87,23,73,6,6989
E02006610,55,25,98,9,6900
E02006611,158,29,130,15,9821
E02006612,728,155,176,46,9048
E02006613,339,71,135,18,6655
E02006614,224,54,116,46,9590
E02006615,155,38,108,7,6465
E02006616,172,61,114,12,7707
E02006617,511,57,122,35,8358
E02006618,164,17,87,11,5908
E02006619,71,14,108,17,8016
E02006620,80,16,125,9,8963
E02006621,119,11,97,10,7344
E02006622,138,28,112,16,7417
E02006623,119,53,116,22,7577
E02006624,93,30,85,19,6925
E02006625,226,72,129,33,7555
E02006626,221,51,144,25,6968
E02006627,226,44,143,23,8059
E02006628,445,112,246,52,8153
E02006629,495,93,154,32,7156
E02006630,277,108,153,54,7555
E02006631,670,188,238,89,8131
E02006632,157,56,144,30,7612
E02006633,186,23,75,22,7684
