geocode,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80plus
W00006955,56,45,37,52,43,41,32,12,19
W00006956,36,26,51,33,24,41,34,11,33
W00006957,77,65,41,59,43,37,21,5,11
W00006958,45,40,52,45,34,35,26,10,24
W00006959,32,36,43,28,55,33,39,19,33
W00006960,23,33,44,25,51,55,43,3,12
W00006961,41,36,40,46,55,46,42,12,11
W00006962,27,34,42,30,44,28,24,11,15
W00006963,31,26,44,29,40,37,49,19,36
W00006964,19,43,28,30,52,33,39,13,27
W00006965,19,36,35,30,40,38,30,20,30
W00006966,50,44,33,38,44,23,40,10,24
W00006968,49,50,38,51,53,36,31,13,24
W00006969,33,22,37,42,50,28,34,11,26
W00006970,31,33,45,38,53,41,40,6,15
W00007093,44,32,43,56,49,35,41,12,24
W00007094,32,35,41,43,45,41,22,12,31
W00007095,28,35,47,32,38,42,44,11,37
W00007097,34,27,38,37,46,37,38,8,18
W00007098,38,45,38,33,52,45,40,11,18
W00007101,48,40,59,42,54,65,42,11,13
W00007102,35,47,41,61,41,30,33,13,19
W00007103,17,24,41,24,34,28,28,15,43
W00007104,39,41,59,34,55,43,27,16,10
W00007105,29,35,38,31,29,37,57,8,29
W00007106,31,31,41,44,41,43,40,6,22
W00007107,78,78,66,86,105,59,38,10,15
W00007108,24,36,33,37,47,36,46,9,18
W00007109,23,42,26,31,53,58,57,8,18
W00007111,42,26,55,36,46,64,33,11,18
W00007112,35,59,38,37,68,33,48,15,23
W00007113,31,42,37,37,60,32,36,14,50
W00007114,38,59,35,36,54,38,42,12,20
W00007115,35,32,43,49,33,33,36,13,19
W00007116,20,29,21,26,45,23,47,11,30
W00007117,32,47,32,34,60,36,36,16,24
W00007118,12,32,17,19,41,56,56,25,39
W00007119,15,15,15,18,28,26,32,8,8
W00007120,75,50,45,43,36,32,26,19,29
W00007121,22,26,30,10,39,30,30,21,30
W00007122,43,57,47,34,45,39,30,13,18
W00007229,27,35,31,25,33,41,27,8,35
W00007230,24,23,33,23,45,35,42,10,35
W00007231,73,63,88,82,73,55,64,24,35
W00007232,23,41,28,21,49,59,59,15,29
W00007233,74,42,52,48,42,38,34,6,9
W00007234,46,34,40,27,46,42,31,6,8
W00007235,22,54,49,34,54,42,43,18,21
W00007236,28,38,41,30,48,30,36,10,33
W00007237,32,51,44,30,42,44,45,9,27
W00007238,21,27,12,19,39,50,63,19,38
W00007239,34,35,22,34,20,28,31,11,34
W00007240,43,45,50,44,48,56,26,17,17
W00007241,33,38,35,38,44,36,46,10,59
