geocode,all
E01008618,16.78
E01008619,4.32
E01008624,45.92
E01008625,52.16
E01008633,57.96
E01008634,68.93
E01008637,67.41
E01008684,43.52
E01008685,6.02
E01008686,9.48
E01008687,15.51
E01008700,11.73
E01008702,11.08
E01008703,35.37
E01008705,57.11
E01008706,79.81
E01008707,123.75
E01008708,50.67
E01008709,71.53
E01008711,30.94
E01008712,18.0
E01008713,14.3
E01008722,61.99
E01008723,21.19
E01008724,73.31
E01008725,51.2
E01008726,38.23
E01008727,96.73
E01008728,87.69
E01008735,44.74
E01008736,16.23
E01008737,80.74
E01008738,59.07
E01008739,62.06
E01008740,24.14
E01008741,16.73
E01008763,30.8
E01008764,24.67
E01008765,2.71
E01008766,18.99
E01008767,13.93
E01008768,8.75
E01008769,55.05
E01008779,28.29
E01008780,30.83
E01008781,38.49
E01008782,37.84
E01008783,46.95
E01008784,40.72
E01008785,41.77
E01008786,67.37
E01008787,65.36
E01008788,80.06
E01008789,40.11
E01008790,68.22
E01008791,30.62
E01008792,35.33
E01008803,61.82
E01008804,37.96
E01008805,81.86
E01008830,105.4
E01008831,66.33
E01008832,132.83
E01008833,82.77
E01008834,61.08
E01008835,54.88
E01008836,40.93
E01011949,37.43
E01011950,109.58
E01011951,66.68
E01011952,35.98
E01011953,21.35
E01011954,51.64
E01011955,47.27
E01011957,51.07
E01011959,0.5
E01011960,48.86
E01011961,45.33
E01011962,54.53
E01011963,48.56
E01011964,74.6
E01011965,44.76
E01011966,73.49
E01011967,100.74
E01011968,1.82
E01011969,15.4
E01011970,31.48
E01011971,66.39
E01011973,82.81
E01011974,19.51
E01011975,119.82
E01011976,86.66
E01011977,51.29
E01011978,39.13
E01011979,72.8
E01011980,21.05
E01011981,34.66
E01011982,6.64
E01011983,19.21
E01011984,24.64
E01011985,34.22
E01011986,49.96
E01011987,87.35
E01011988,40.78
E01011989,6.97
E01011990,17.64
E01011991,53.89
E01011992,11.78
E01011993,29.32
E01011994,13.9
E01011995,53.97
E01011996,44.09
E01011997,13.81
E01011998,1.43
E01011999,27.46
E01012000,26.17
E01012001,16.18
E01012002,47.03
E01012003,11.42
E01012005,46.5
E01012007,17.2
E01012008,47.59
E01012009,38.0
E01012010,33.83
E01012011,23.46
E01012012,43.08
E01012013,14.16
E01012014,52.1
E01012015,63.68
E01012016,35.31
E01012017,44.14
E01012018,22.54
E01012019,69.3
E01012020,37.67
E01012021,18.95
E01012022,6.89
E01012023,27.85
E01012024,41.45
E01012025,58.03
E01012026,43.67
E01012027,49.6
E01012030,25.16
E01012031,23.18
E01012032,33.88
E01012033,36.16
E01012034,10.14
E01012035,29.56
E01012036,153.25
E01012037,88.05
E01012038,173.1
E01012039,103.28
E01012040,163.25
E01012041,19.3
E01012042,41.8
E01012043,39.42
E01012044,33.65
E01012045,50.93
E01012046,10.17
E01012047,44.8
E01012048,29.68
E01012049,47.74
E01012050,75.37
E01012051,72.86
E01012052,22.61
E01012053,58.85
E01012054,75.34
E01012055,54.66
E01012056,79.75
E01012057,39.46
E01012058,102.52
E01012059,36.79
E01012060,33.82
E01012061,22.44
E01012062,29.57
E01012063,49.56
E01012064,9.5
E01012065,24.12
E01012066,16.9
E01012067,33.01
E01012068,63.46
E01012071,26.9
E01012073,35.84
E01012074,46.08
E01012075,28.98
E01012076,68.24
E01012077,30.24
E01012078,109.58
E01012079,65.03
E01012080,26.35
E01012081,75.93
E01012082,56.78
E01012083,49.24
E01012084,54.51
E01012085,49.41
E01012088,48.57
E01012089,40.69
E01012090,48.66
E01012091,35.21
E01012092,89.25
E01012093,173.25
E01012094,62.78
E01012095,2.61
E01012096,7.71
E01012097,16.43
E01012098,9.95
E01012099,29.74
E01012100,38.46
E01012101,39.49
E01012102,83.79
E01012105,35.47
E01012106,49.96
E01012107,0.79
E01012108,60.19
E01012109,5.03
E01012110,65.12
E01012111,52.29
E01012112,13.67
E01012113,57.25
E01012114,27.67
E01012117,23.16
E01012118,82.05
E01012119,1.1
E01012120,1.13
E01012121,16.46
E01012124,0.79
E01012127,59.41
E01012128,50.7
E01012129,47.71
E01012130,37.01
E01012131,39.65
E01012132,0.66
E01012134,1.06
E01012136,23.3
E01012137,0.57
E01012138,3.9
E01012139,37.87
E01012140,23.84
E01012141,16.53
E01012142,39.22
E01012143,67.33
E01012144,45.58
E01012145,49.75
E01012146,28.51
E01012147,38.63
E01012148,41.91
E01012149,10.38
E01012150,29.97
E01012151,12.16
E01012152,16.79
E01012154,46.34
E01012155,5.59
E01012156,42.47
E01012157,41.36
E01012158,13.24
E01012159,60.52
E01012160,15.6
E01012161,18.23
E01012162,15.21
E01012163,6.66
E01012164,1.78
E01012165,30.71
E01012167,13.39
E01012168,36.86
E01012170,8.94
E01012171,43.12
E01012172,57.84
E01012173,30.3
E01012174,35.68
E01012175,69.49
E01012176,38.36
E01012177,36.79
E01012178,21.1
E01012179,29.2
E01012180,55.0
E01012181,1.95
E01012182,1.29
E01012183,6.48
E01012184,55.89
E01012185,77.35
E01012186,32.19
E01012187,15.67
E01012188,12.1
E01012189,59.31
E01012190,38.24
E01012191,52.47
E01012192,52.98
E01012193,55.87
E01012194,48.87
E01012195,56.41
E01012196,44.12
E01012197,52.25
E01012198,0.6
E01012199,7.14
E01012200,23.19
E01012201,18.67
E01012202,34.26
E01012203,9.59
E01012204,30.96
E01012205,52.43
E01012206,42.4
E01012207,24.01
E01012208,50.79
E01012209,48.14
E01012210,20.8
E01012211,19.73
E01012212,30.09
E01012213,47.69
E01012214,58.74
E01012215,54.12
E01012216,10.0
E01012217,76.27
E01012218,26.58
E01012219,33.94
E01012223,10.23
E01012224,53.21
E01012225,6.88
E01012226,35.38
E01012227,41.09
E01012228,46.77
E01012230,49.27
E01012231,40.12
E01012232,65.82
E01012233,1.2
E01012234,37.83
E01012235,1.03
E01012236,28.22
E01012237,38.31
E01012238,41.16
E01012239,50.21
E01012240,37.27
E01012241,35.49
E01012242,36.68
E01012243,67.03
E01012244,52.05
E01012245,36.45
E01012246,56.77
E01012247,51.91
E01012248,31.15
E01012249,26.06
E01012250,17.55
E01012251,78.21
E01012252,34.75
E01012253,39.52
E01012254,30.97
E01012255,15.65
E01012256,42.22
E01012257,58.25
E01012258,12.43
E01012259,64.82
E01012260,29.31
E01012261,22.39
E01012262,42.41
E01012264,6.07
E01012266,8.91
E01012267,50.74
E01012268,39.34
E01012270,17.07
E01012271,35.89
E01012272,50.5
E01012273,66.19
E01012274,46.89
E01012275,49.69
E01012276,31.51
E01012277,48.97
E01012278,3.35
E01012279,10.74
E01012280,47.89
E01012281,43.59
E01012282,11.5
E01012283,14.14
E01012284,31.13
E01012285,23.02
E01012286,18.15
E01012287,26.83
E01012288,108.55
E01012289,7.94
E01012290,27.61
E01012291,36.95
E01012292,61.35
E01012294,1.2
E01012296,29.7
E01012297,14.56
E01012298,24.13
E01012299,22.29
E01012300,36.46
E01012301,13.48
E01012302,31.83
E01012303,7.74
E01020733,50.59
E01020734,28.02
E01020735,57.05
E01020736,3.36
E01020737,5.44
E01020738,12.01
E01020739,66.25
E01020740,37.26
E01020741,52.18
E01020742,11.85
E01020743,10.91
E01020744,11.29
E01020745,43.78
E01020746,21.42
E01020747,43.32
E01020748,61.25
E01020749,33.46
E01020750,56.17
E01020751,17.91
E01020752,3.73
E01020753,19.27
E01020754,1.38
E01020756,1.69
E01020757,45.6
E01020758,24.53
E01020759,16.22
E01020760,7.34
E01020761,2.81
E01020762,27.11
E01020764,37.47
E01020765,7.94
E01020766,60.55
E01020767,15.85
E01020768,21.19
E01020769,31.36
E01020770,29.97
E01020771,31.51
E01020772,0.79
E01020773,3.76
E01020775,26.04
E01020776,5.27
E01020777,27.76
E01020778,14.3
E01020779,18.49
E01020780,24.1
E01020781,26.63
E01020782,37.72
E01020783,59.29
E01020784,22.38
E01020786,2.56
E01020787,40.82
E01020793,13.26
E01020794,15.06
E01020795,1.51
E01027591,0.35
E01027597,0.43
E01027598,2.18
E01027599,47.71
E01027613,0.19
E01027617,0.32
E01027618,0.8
E01027620,22.41
E01027621,2.13
E01027623,12.65
E01027624,2.83
E01027625,22.17
E01027626,0.73
E01027627,0.16
E01027629,45.49
E01027630,29.3
E01027631,4.13
E01027632,1.0
E01027635,0.52
E01027636,0.28
E01027637,0.25
E01027775,0.4
E01027776,0.18
E01027777,0.08
E01027780,0.09
E01027781,2.12
E01027782,0.3
E01027783,0.65
E01027784,20.66
E01027792,3.89
E01027793,1.29
E01027794,0.87
E01027795,37.34
E01027798,0.29
E01027800,0.21
E01027801,0.53
E01027802,0.11
E01027804,38.29
E01027805,32.59
E01027806,64.8
E01027807,0.8
E01027808,21.28
E01027809,13.87
E01027810,118.92
E01027811,154.57
E01027812,85.64
E01027813,0.16
E01027814,0.42
E01027815,0.36
E01027816,1.48
E01027817,28.67
E01027818,26.48
E01027819,7.19
E01027820,55.1
E01027821,0.18
E01027822,0.16
E01027823,8.69
E01027824,11.84
E01027825,16.22
E01027826,82.18
E01027827,9.06
E01027828,11.25
E01027829,10.7
E01027830,33.0
E01027831,0.23
E01027832,0.56
E01027833,0.39
E01027834,15.23
E01027835,0.55
E01027836,1.15
E01027837,51.43
E01027838,4.54
E01027839,14.51
E01027840,0.64
E01027841,0.22
E01027842,41.49
E01027843,36.21
E01027844,21.58
E01027845,23.28
E01027846,50.51
E01027847,69.69
E01027848,17.72
E01027849,28.73
E01027850,44.09
E01027851,92.09
E01027852,103.08
E01027853,43.63
E01027854,63.92
E01027855,4.46
E01027856,10.64
E01027857,0.14
E01027858,17.14
E01027859,1.12
E01027860,3.6
E01027861,84.06
E01027862,78.79
E01027863,32.53
E01027864,14.41
E01027865,22.4
E01027866,9.1
E01027867,4.96
E01027868,12.19
E01027869,31.78
E01027870,35.37
E01027871,32.18
E01027872,41.21
E01027873,5.93
E01027874,53.6
E01032540,33.67
E01032541,34.85
E01032542,54.66
E01032543,75.4
E01032544,33.47
E01032548,16.65
E01032549,21.92
