geocode,female,male
E02003524,4079,3910
E02003525,3237,3002
E02003526,3343,3166
E02003527,2982,2887
E02003529,3960,3783
E02003530,3941,3584
E02003531,4035,3914
E02003532,3757,3781
E02003533,2867,2703
E02003534,4416,4401
E02003535,4817,4674
E02003536,3863,3650
E02003537,5229,5239
E02003538,5011,5196
E02003539,5887,6480
E02003540,4630,4489
E02003541,5648,5980
E02003542,4628,4828
E02003543,4164,4787
E02003544,3249,3201
E02003545,3270,3878
E02003546,4326,4199
E02003547,4024,4620
E02003548,3172,3624
E02003549,4126,4327
E02003551,3284,3371
E02003553,3283,3726
E02003556,2985,2956
E02003557,3337,3560
E02003561,3822,4112
E02003562,3952,4133
E02003564,4170,3830
E02003565,3114,3508
E02003566,3137,2898
E02003570,4573,5649
E02003572,3085,3042
E02003573,3848,3604
E02003574,3934,3823
E02003575,3316,3032
E02003576,4063,4013
E02003577,5178,6420
E02003578,3160,3136
E02003579,4024,3798
E02003580,3117,2913
E02003581,4029,3801
E02003582,4223,3987
E02003583,3365,3094
E02004697,3047,2809
E02004698,2872,2693
E02004699,5461,5172
E02004700,2840,3018
E02004702,4132,4067
E02004703,5401,5268
E02004704,2870,2802
E02004705,4388,4103
E02004706,4004,3579
E02004707,5976,5563
E02004708,4520,4101
E02004709,3755,3633
E02004710,3293,3094
E02004712,4537,4264
E02004713,3996,3849
E02004714,3945,3760
E02004715,4017,4038
E02004716,4463,4353
E02004717,5035,4647
E02004718,4400,4483
E02004719,5032,5049
E02004720,5527,5234
E02004721,4711,4522
E02004722,3784,3437
E02004723,4828,4591
E02004724,3950,3714
E02004725,2754,2578
E02004726,2836,2865
E02004727,4494,4519
E02004728,4359,4200
E02004729,3832,3569
E02004730,4441,4299
E02004731,4017,3883
E02004732,4088,4080
E02004733,3707,3657
E02004734,5188,5014
E02004735,3841,3677
E02004736,3992,3855
E02004737,3798,3632
E02004738,3775,3587
E02004739,3603,3304
E02004740,3812,3358
E02004741,3951,3804
E02004742,3823,3671
E02004743,3832,3799
E02004744,4440,4227
E02004745,4489,4535
E02004746,5607,5253
E02004747,3298,3293
E02004748,4734,4860
E02004749,3698,3451
E02004750,4014,3843
E02004764,4002,3848
E02004765,3072,2944
E02004766,3372,3052
E02004767,3064,2832
E02004768,2843,2748
E02004769,3319,3088
E02004770,3518,3392
E02004771,4642,4326
E02004772,4667,4504
E02004774,4970,4522
E02004775,4583,4299
E02004776,3042,2935
E02004777,2863,2521
E02004778,3084,2934
E02004789,5377,5096
E02004791,2950,2652
E02004792,4388,4297
E02004827,3908,3805
E02004829,2899,2745
E02004830,3214,3117
E02004831,4529,4255
E02004832,4467,4163
E02004833,5007,4718
E02004834,4104,3342
E02004835,4779,5307
E02004836,3468,2868
E02004837,3886,3708
E02004838,4660,4393
E02004839,4194,3957
E02004840,4923,4536
E02004841,5620,5511
E02004842,4216,4009
E02006454,3433,3120
E02006455,3163,2818
E02006559,4328,3796
E02006560,4800,4299
E02006561,3407,3333
E02006563,2858,2763
E02006564,3865,3373
E02006566,4034,3605
E02006567,3867,3579
E02006568,5716,4989
E02006569,3899,3919
E02006570,4411,3963
E02006571,4013,3639
E02006572,4767,4365
E02006573,5622,5138
E02006821,3320,3225
E02006822,4450,4313
E02006829,3396,3155
E02006830,3390,3321
E02006831,3196,3028
E02006838,3416,3180
E02006839,4266,4115
