geocode,owned,rent_free,rented_private,rented_social,shared_ownership
E00118745,92,2,11,11,0
E00118754,105,1,16,2,0
E00118759,65,1,7,7,0
E00118760,91,5,8,36,1
E00118761,66,2,11,11,0
E00118762,135,1,6,0,0
E00118763,84,2,7,38,0
E00118764,132,0,6,8,1
E00118900,118,1,11,4,0
E00118901,116,1,18,7,0
E00118902,100,0,10,2,0
E00118903,97,2,7,1,0
E00118904,111,2,17,4,0
E00118905,85,1,10,21,0
E00118906,49,0,7,85,0
E00118907,68,2,11,11,1
E00118908,119,2,10,0,0
E00118909,81,3,31,10,0
E00118910,64,0,5,45,1
E00118911,95,3,13,25,0
E00118912,90,0,23,5,2
E00118915,81,0,4,25,0
E00118916,94,0,1,33,1
E00118917,69,1,14,19,0
E00119499,124,0,37,4,1
E00119614,122,2,12,1,0
E00119621,49,4,12,63,3
E00119622,107,2,8,2,0
E00119623,80,0,9,32,0
E00119624,99,0,16,2,1
E00119625,134,1,24,1,11
E00119626,107,0,9,13,1
E00119627,102,0,13,44,18
E00119628,106,0,5,3,0
E00119630,52,0,2,55,1
E00119631,127,0,4,3,0
E00119632,57,3,9,44,1
E00119633,94,0,3,27,0
E00119635,121,0,26,34,2
E00119636,88,1,33,6,0
E00119637,54,4,31,35,0
E00119639,47,2,64,28,0
E00119640,121,0,13,1,0
E00119641,96,0,12,15,1
E00119642,108,1,8,1,0
E00119645,97,2,26,1,2
E00119647,88,2,19,12,0
E00119648,103,1,16,1,0
E00119649,97,0,22,1,0
E00119651,78,1,36,18,0
E00119652,120,2,13,1,1
E00119653,102,0,19,2,0
E00119656,126,1,1,3,0
E00119657,38,2,9,81,2
E00119658,119,0,9,0,0
E00119659,114,1,18,3,1
E00119660,107,1,20,2,0
E00119661,91,4,27,1,0
E00119662,112,3,28,15,1
E00119663,127,2,34,11,6
E00119664,90,1,22,11,1
E00119665,89,1,27,12,1
E00119666,57,3,20,32,2
E00119667,44,0,7,60,0
E00119668,102,3,14,8,0
E00119669,65,1,33,8,0
E00119670,156,0,9,1,0
E00119671,131,1,5,1,0
E00119672,68,0,14,39,0
E00119673,7,0,2,99,1
E00119674,136,1,6,3,0
E00119675,116,1,3,12,0
E00119676,72,1,11,49,0
E00119677,64,6,14,36,3
E00119678,96,0,33,3,0
E00119679,108,1,7,3,0
E00120438,54,3,10,23,0
E00120441,89,7,5,27,3
E00120445,132,1,10,0,0
E00120447,111,2,6,15,3
E00120449,124,2,11,2,0
E00120450,44,0,18,38,1
E00120451,112,3,17,0,0
E00120452,103,0,9,3,0
E00120455,132,1,5,1,0
E00120502,131,1,12,1,1
E00120506,118,2,8,1,1
E00120507,97,1,5,11,1
E00120508,130,0,4,0,1
E00120509,103,0,21,1,0
E00120510,72,7,15,14,2
E00120511,96,2,29,0,3
E00120512,67,3,17,4,2
E00120513,127,2,19,1,0
E00120514,109,0,9,0,1
E00120515,140,0,4,1,2
E00120516,117,0,3,1,1
E00120517,109,0,7,0,0
E00120518,115,1,40,2,0
E00120519,131,1,2,0,0
E00120520,122,1,4,0,0
E00120866,112,2,10,8,0
E00120867,66,3,21,30,0
E00120868,75,1,6,38,0
E00120869,117,0,17,2,0
E00120870,125,1,0,2,0
E00120871,100,1,12,3,1
E00120872,91,1,5,26,0
E00120873,88,1,24,1,0
E00120874,113,2,9,8,0
E00120875,105,2,0,0,0
E00120876,110,0,5,2,0
E00120877,81,0,9,12,0
E00120878,82,1,7,32,0
E00120879,103,0,5,32,1
E00120880,36,3,5,79,2
E00120881,99,1,6,33,1
E00120882,74,0,10,48,1
E00120884,58,0,13,47,1
E00120885,56,0,10,45,0
E00120888,60,1,7,40,1
E00120889,75,2,8,51,1
E00120890,89,1,8,36,1
E00120891,88,0,4,32,0
E00120892,78,1,8,30,0
E00120893,69,1,3,43,2
E00120894,62,0,6,58,1
E00120895,85,1,36,4,0
E00120897,83,1,4,52,3
E00120898,94,1,6,13,0
E00120899,117,2,8,4,1
E00120900,123,0,11,1,0
E00120901,122,3,7,2,0
E00120902,92,3,22,13,0
E00120903,110,0,5,0,2
E00120905,119,0,9,2,0
E00120906,80,1,11,44,2
E00120907,115,1,8,0,0
E00120908,118,0,5,1,0
E00120909,130,1,3,0,1
E00120910,121,2,7,0,0
E00120911,81,4,15,15,1
E00120912,103,0,6,0,0
E00120913,93,1,32,1,0
E00120914,114,1,8,0,0
E00120915,131,2,10,0,0
E00120916,115,1,2,1,0
E00120917,96,0,7,1,0
E00120918,118,3,7,5,0
E00120919,86,4,26,1,0
E00120920,97,1,26,0,0
E00120921,112,0,7,1,0
E00120922,105,1,3,0,0
E00120923,120,1,2,0,0
E00120924,99,1,15,5,0
E00120925,111,0,6,2,0
E00120926,113,2,8,1,0
E00120927,124,0,5,1,0
E00120928,112,1,13,5,0
E00120929,111,0,13,0,2
E00120930,123,2,2,0,0
E00120931,120,0,8,0,0
E00120932,110,0,7,2,0
E00120933,115,0,4,0,0
E00120934,72,1,7,52,2
E00120935,104,0,13,7,0
E00120936,91,2,29,2,0
E00120938,113,4,35,2,0
E00120939,113,3,6,3,0
E00120941,120,1,6,0,0
E00120942,105,2,6,0,0
E00120943,87,0,18,5,0
E00120945,83,1,13,27,1
E00120946,123,1,16,1,0
E00120947,122,1,3,1,0
E00120949,103,3,66,1,0
E00120950,122,1,3,1,0
E00120951,123,0,5,0,0
E00120952,92,2,7,22,0
E00120953,121,0,1,1,0
E00120954,108,1,7,1,0
E00120955,93,2,9,27,1
E00120956,131,1,12,0,0
E00120957,123,1,5,0,0
E00120958,102,2,29,2,1
E00120959,96,0,11,27,2
E00120960,117,1,16,2,2
E00120961,111,5,15,2,0
E00120962,83,2,39,13,0
E00120963,110,2,15,4,0
E00120964,108,1,13,13,0
E00120965,115,1,12,1,1
E00120966,129,1,9,1,0
E00120967,113,1,7,2,1
E00120968,105,1,6,1,0
E00120969,115,2,9,1,0
E00120970,111,0,3,4,0
E00120971,47,1,12,55,0
E00120972,123,1,5,1,0
E00120973,26,0,5,83,0
E00120974,110,0,5,1,0
E00120975,122,1,8,1,0
E00120976,98,1,9,4,0
E00120977,118,0,9,3,0
E00120978,107,0,9,1,0
E00120979,97,0,40,1,0
E00120980,114,0,32,0,0
E00120981,115,0,5,2,1
E00120982,104,0,21,0,0
E00120983,128,0,7,2,0
E00120984,132,0,11,7,2
E00120985,59,4,10,54,0
E00120986,124,1,5,1,0
E00120987,107,1,12,0,0
E00120988,114,0,7,0,0
E00120989,110,1,12,2,0
E00120990,83,0,13,31,0
E00120991,69,0,10,41,0
E00120992,69,1,14,43,2
E00120993,28,1,8,72,1
E00120994,48,1,10,57,1
E00120995,83,1,10,28,3
E00120996,57,0,11,55,2
E00120997,77,0,14,36,0
E00120998,68,1,9,50,1
E00120999,83,1,15,36,0
E00121000,79,0,12,24,0
E00121001,48,1,6,58,0
E00121002,88,1,2,32,1
E00121003,59,3,5,57,0
E00121004,50,0,6,60,0
E00121005,122,0,6,2,0
E00121007,89,0,18,8,0
E00121008,110,1,15,8,4
E00121009,90,0,22,5,1
E00121010,135,1,2,0,0
E00121011,122,2,10,2,2
E00121012,67,1,4,31,0
E00121013,73,1,23,42,0
E00121014,4,1,8,98,0
E00121015,59,0,6,51,1
E00121016,58,0,4,65,1
E00121017,104,1,5,8,0
E00121018,102,0,13,5,0
E00121019,142,0,11,2,0
E00121020,120,1,4,3,0
E00121021,111,1,10,1,0
E00121023,123,0,5,3,0
E00121024,100,2,37,9,1
E00121025,94,0,16,16,0
E00121026,141,3,41,4,0
E00121027,109,1,18,4,0
E00121028,66,0,10,61,0
E00121029,110,0,14,2,0
E00121030,46,0,12,50,0
E00121031,102,0,10,25,1
E00121032,57,1,53,17,0
E00121033,45,4,15,73,0
E00121034,82,0,1,8,1
E00121035,167,1,32,27,3
E00121036,85,1,15,3,0
E00121037,84,0,13,21,0
E00121038,49,2,8,61,0
E00121039,70,0,6,51,0
E00121040,95,0,23,17,1
E00121042,79,1,5,33,0
E00121043,83,1,2,4,1
E00121044,87,0,3,36,0
E00121045,55,0,14,47,1
E00121046,79,0,18,39,0
E00121047,93,0,3,9,0
E00121048,53,0,7,60,0
E00121049,67,0,14,44,0
E00121050,62,3,7,50,1
E00121051,115,0,12,0,0
E00121052,116,2,7,0,0
E00121054,80,1,26,0,0
E00121055,58,7,29,1,0
E00121056,115,0,6,0,0
E00121057,92,2,15,0,0
E00121058,84,6,18,1,0
E00121059,124,1,5,0,0
E00121060,123,0,4,1,0
E00121061,114,1,10,2,0
E00121062,13,0,97,6,0
E00121063,120,0,9,0,0
E00121064,107,0,15,1,0
E00121066,46,1,9,76,0
E00121067,46,0,6,66,1
E00121068,28,0,15,80,0
E00121069,52,2,22,59,1
E00121070,32,1,17,72,1
E00121071,59,0,7,60,1
E00121072,49,1,3,56,1
E00121073,68,3,6,45,1
E00121074,112,2,29,16,2
E00121075,47,1,6,61,2
E00121076,111,1,20,60,2
E00121077,73,0,9,35,0
E00121078,70,2,5,39,1
E00121079,82,1,13,32,2
E00121080,25,2,6,93,0
E00121081,24,2,13,81,5
E00121082,27,1,16,99,1
E00121083,38,2,5,96,3
E00121084,64,0,10,31,11
E00121085,65,0,5,32,0
E00121087,114,1,11,3,1
E00121088,85,0,6,0,0
E00121089,89,0,0,0,0
E00121090,75,0,3,0,0
E00121092,84,0,8,28,2
E00121093,118,0,3,2,0
E00121094,118,0,5,0,0
E00121095,134,1,30,5,0
E00121096,107,1,9,1,0
E00121097,63,2,7,39,1
E00121098,92,2,11,17,0
E00121099,75,1,17,28,0
E00121100,59,2,12,41,2
E00121101,118,1,21,0,0
E00121102,84,1,31,2,0
E00121103,76,1,5,38,0
E00121104,74,0,1,36,0
E00121105,88,3,13,53,2
E00121106,89,10,65,28,1
E00121107,112,9,34,22,0
E00121108,59,2,27,27,1
E00121109,78,0,39,16,1
E00121110,74,1,28,5,3
E00121111,81,1,38,5,0
E00121112,115,0,8,0,1
E00121113,36,3,9,48,0
E00121114,111,1,2,1,0
E00121115,91,3,10,0,1
E00121116,89,0,3,23,1
E00121117,107,4,17,11,1
E00121118,104,21,27,3,0
E00121119,86,14,76,18,0
E00121120,129,6,99,1,1
E00121121,63,1,8,52,0
E00121122,91,4,7,4,0
E00121123,99,0,21,1,0
E00121124,98,1,18,2,0
E00121125,119,0,4,1,0
E00121126,108,0,11,3,0
E00121127,105,0,6,1,0
E00121128,81,0,17,20,0
E00121129,122,1,3,2,0
E00121130,126,1,4,0,0
E00121131,126,1,3,0,0
E00121132,99,10,22,1,0
E00121133,76,1,8,44,2
E00121134,111,1,9,6,0
E00121135,121,2,4,0,1
E00121136,123,3,4,6,0
E00121137,114,4,11,4,1
E00121138,65,2,20,64,0
E00121139,115,1,83,3,2
E00121140,97,2,52,3,1
E00121141,84,5,41,5,0
E00121142,50,0,65,0,0
E00121143,91,0,57,6,0
E00121144,60,0,58,1,1
E00121145,119,1,19,4,2
E00121146,58,0,26,51,1
E00121147,69,0,41,26,1
E00121148,105,1,24,0,0
E00121149,104,1,24,10,0
E00121150,88,1,45,2,0
E00121151,75,1,35,0,0
E00121152,81,0,51,0,1
E00121153,86,1,40,8,0
E00121154,98,0,64,3,0
E00121155,84,0,32,3,1
E00121156,96,0,36,4,2
E00121157,87,0,26,1,0
E00121158,73,1,31,2,0
E00121159,82,1,46,13,1
E00121160,76,0,58,2,2
E00121161,70,3,48,7,0
E00121162,75,2,74,6,0
E00121163,64,4,56,5,1
E00121164,44,1,62,72,1
E00121166,76,2,32,14,0
E00121167,78,1,36,2,0
E00121168,74,0,76,4,2
E00121169,70,0,64,2,0
E00121170,32,1,118,7,1
E00121171,131,8,60,5,3
E00121172,72,0,65,8,1
E00121173,63,4,69,77,0
E00121174,70,4,48,16,1
E00121175,94,4,22,9,11
E00121176,117,1,24,35,0
E00121177,87,0,27,1,0
E00121178,94,0,54,12,9
E00121180,10,0,17,116,0
E00121181,54,1,12,79,0
E00121182,37,0,26,70,1
E00121183,49,6,52,62,1
E00121184,60,7,76,14,1
E00121185,59,0,12,67,0
E00121186,52,2,70,24,0
E00121187,65,1,10,50,1
E00121188,37,0,24,94,5
E00121189,38,0,11,71,0
E00121190,32,2,13,41,42
E00121191,34,1,9,48,31
E00121192,108,1,51,7,0
E00121194,109,1,59,39,15
E00121195,96,0,47,8,1
E00121196,102,1,22,4,0
E00121197,83,0,52,3,1
E00121198,63,0,65,2,1
E00121199,58,1,67,7,2
E00121200,59,1,59,3,1
E00121201,67,0,67,7,2
E00121202,47,3,13,68,0
E00121203,31,1,6,75,0
E00121204,54,0,10,64,2
E00121205,31,1,7,92,1
E00121206,37,1,29,126,8
E00121207,59,1,9,53,0
E00121208,49,1,6,47,0
E00121209,88,1,27,6,0
E00121210,49,0,14,57,0
E00121211,40,0,5,78,1
E00121212,109,1,18,8,0
E00121213,43,4,9,67,5
E00121214,96,1,25,8,0
E00121215,79,2,43,3,1
E00121216,93,0,12,2,0
E00121217,104,1,16,31,0
E00121218,62,1,20,49,1
E00121219,47,1,13,57,1
E00121220,56,0,11,45,1
E00121221,117,1,15,2,1
E00121222,53,2,12,47,0
E00121223,89,0,14,14,0
E00121224,104,1,21,11,0
E00121225,70,2,52,3,2
E00121226,89,1,15,10,0
E00121227,112,2,19,8,0
E00121228,105,0,24,3,0
E00121229,64,1,13,59,1
E00121230,67,1,3,54,0
E00121231,87,2,6,15,1
E00121232,127,0,12,6,0
E00121233,80,0,4,45,0
E00121234,91,1,7,39,2
E00121235,128,0,16,3,0
E00121236,115,0,6,7,0
E00121237,111,1,18,4,6
E00121238,76,1,42,16,0
E00121239,165,0,27,6,4
E00121240,115,2,18,43,1
E00121241,64,0,2,77,3
E00121242,53,0,4,68,0
E00121243,58,1,8,66,0
E00121244,61,0,4,68,0
E00121245,60,1,8,65,3
E00121247,29,0,7,119,0
E00121248,89,0,8,20,0
E00121249,40,1,10,90,0
E00121250,85,2,16,26,0
E00121251,68,1,8,44,1
E00121252,46,1,10,51,3
E00121253,123,3,48,6,0
E00121254,85,1,42,3,0
E00121255,83,3,61,1,0
E00121256,87,1,45,4,1
E00121257,59,2,39,36,2
E00121258,94,2,73,8,0
E00121259,85,1,39,1,0
E00121260,95,2,54,0,0
E00121261,74,0,61,1,0
E00121262,75,3,61,3,0
E00121263,84,0,4,29,0
E00121264,100,1,17,2,0
E00121265,102,0,11,4,0
E00121266,95,1,15,2,1
E00121267,119,0,8,2,0
E00121268,110,0,6,1,0
E00121269,111,2,6,2,0
E00121270,103,0,3,2,0
E00121271,124,0,21,3,0
E00121272,119,1,6,1,0
E00121274,74,4,9,58,0
E00121275,113,1,19,2,2
E00121276,105,0,17,11,1
E00121277,84,3,42,2,0
E00121278,97,2,29,6,0
E00121279,96,1,14,25,1
E00121280,18,1,4,86,0
E00121281,106,1,18,2,0
E00121282,55,3,11,66,0
E00121283,125,1,10,2,1
E00121284,109,0,18,1,0
E00121285,81,0,13,38,3
E00121286,98,0,7,19,0
E00121287,139,0,8,2,0
E00121288,120,1,1,2,0
E00121289,61,1,71,8,2
E00121290,58,0,42,41,1
E00121291,115,1,10,2,0
E00121292,103,2,19,2,0
E00121293,99,2,23,2,0
E00121294,100,2,15,7,0
E00121295,141,0,13,22,3
E00121296,120,0,42,6,10
E00121298,77,1,15,41,1
E00121299,119,2,10,1,0
E00121300,113,0,3,1,0
E00121301,119,3,3,2,0
E00121302,109,2,10,0,0
E00121303,112,0,8,4,0
E00121304,127,1,5,2,0
E00121305,116,0,5,2,0
