geocode,all
E02003184,30
E02003185,39
E02003186,31
E02003187,36
E02003188,31
E02003189,44
E02003190,34
E02003191,51
E02003192,32
E02003202,38
E02003203,38
E02003204,43
E02003205,44
E02003206,40
E02003207,37
E02003208,39
E02003209,43
E02003210,45
E02003211,58
E02003584,41
E02003585,52
E02003586,45
E02003587,39
E02003588,44
E02003589,36
E02003590,57
E02003591,42
E02003592,55
E02003593,52
E02003594,44
E02003595,51
E02003596,48
E02003597,50
E02003598,51
E02004242,59
E02004265,49
E02004266,40
E02004267,54
E02004268,51
E02004275,53
E02004276,52
E02004277,43
E02004278,45
E02004279,49
E02004280,48
E02004281,40
E02004282,54
E02004283,47
E02004284,44
E02004285,42
E02004286,43
E02004287,44
E02004288,38
E02004289,44
E02004801,61
E02006574,53
E02006883,39
E02006885,41
