geocode,bicycle,bus,car_van,foot,home,moto,other,taxi,train_metro
E01020001,32,75,448,89,39,14,4,4,7
E01020041,15,79,690,280,46,13,3,1,12
E01020042,18,31,593,157,46,2,3,0,6
E01020044,11,8,564,54,168,6,6,1,9
E01020049,2,3,435,46,182,4,3,0,5
E01020060,10,46,467,207,44,7,10,2,11
E01020061,13,59,663,181,63,14,0,1,10
E01020068,19,28,539,42,96,8,8,4,13
E01020069,9,25,540,52,133,7,5,0,10
E01020070,4,22,631,58,203,6,8,0,11
E01020072,3,14,564,54,167,7,8,1,18
E01020073,4,25,559,52,109,7,5,0,10
E01020076,12,28,609,95,112,9,6,0,9
E01020077,7,12,595,56,171,7,11,2,6
E01020083,12,34,919,79,147,11,14,1,21
E01020084,29,50,469,76,30,6,5,2,0
E01020085,32,43,585,87,29,15,4,2,4
E01020086,32,28,530,52,42,9,4,3,4
E01020087,5,12,588,69,222,4,9,0,5
E01020088,18,13,699,70,210,9,17,0,3
E01020089,66,55,759,193,70,9,8,0,6
E01020090,29,25,533,64,85,15,6,0,4
E01020091,43,23,438,64,53,10,6,3,3
E01020092,40,22,410,74,41,4,2,1,3
E01020093,44,31,412,105,44,9,8,2,9
E01020094,32,49,299,300,53,7,6,8,5
E01020095,32,45,377,280,24,7,9,4,4
E01020096,68,40,420,263,40,3,4,2,4
E01020097,6,13,736,105,228,12,12,1,11
E01020098,9,14,600,127,222,7,12,2,4
E01020102,57,57,623,145,34,9,4,2,4
E01020103,25,26,376,173,19,5,2,2,3
E01020104,37,63,438,151,14,4,4,5,2
E01020105,26,59,497,52,27,17,3,2,3
E01020106,11,30,370,18,29,6,3,1,1
E01020107,20,47,511,41,45,7,3,0,4
E01020108,25,23,672,234,168,10,13,2,12
E01020109,24,9,440,86,113,5,5,1,6
E01020110,164,47,646,450,94,11,32,0,13
E01020119,5,26,493,52,91,5,14,1,6
E01020120,38,10,668,96,85,15,3,4,3
E01020121,17,41,752,77,70,10,7,1,4
E01020122,28,26,585,60,111,13,11,4,4
E01020123,36,40,389,113,28,9,8,0,2
E01020124,36,16,396,134,44,4,5,1,5
E01020125,27,19,416,91,31,9,1,3,1
E01020127,14,11,657,87,217,9,9,4,8
E01020128,41,15,395,113,31,8,6,2,4
E01020129,35,28,328,123,14,6,3,5,1
E01020130,50,35,473,245,33,6,4,4,4
E01020131,4,12,683,139,231,8,10,0,8
E01020132,46,17,498,277,34,6,3,2,3
E01020133,46,22,412,221,31,13,2,4,4
E01020134,40,19,280,187,32,4,1,1,4
E01020135,11,17,446,183,37,7,9,3,5
E01020136,14,9,533,188,66,8,5,0,0
E01020137,16,13,450,245,57,4,6,3,2
E01020138,8,18,682,136,223,11,7,1,6
E01020139,39,21,359,238,11,4,0,5,4
E01020140,27,15,330,117,30,10,1,4,3
E01020141,48,28,513,212,15,7,2,4,3
E01020275,21,33,398,79,58,5,5,7,12
E01020276,17,26,445,57,38,6,1,1,6
E01020277,14,40,495,171,31,13,1,0,0
E01020278,3,34,587,109,90,5,9,3,5
E01020279,15,60,820,154,46,12,7,8,7
E01020280,21,86,550,313,51,21,9,4,5
E01020282,10,33,409,172,30,6,4,1,5
E01020284,18,52,610,202,43,8,6,7,3
E01020287,3,4,506,58,164,7,14,0,2
E01020296,12,11,475,56,136,9,6,4,2
E01020297,16,55,437,61,40,7,4,3,4
E01020298,20,33,581,80,65,7,3,2,3
E01020300,14,29,556,106,60,6,4,4,1
E01020303,4,19,496,64,137,7,10,0,4
E01020304,10,23,528,164,38,6,2,0,0
E01020305,4,13,296,150,41,5,1,1,2
E01020306,6,17,449,101,27,2,3,0,0
E01020307,13,32,454,161,51,5,3,2,1
E01020308,4,12,636,52,155,8,13,2,8
E01020311,7,11,661,87,170,5,11,2,6
E01020320,4,15,476,46,221,4,7,2,6
E01020321,10,23,685,186,141,6,12,0,7
E01020322,4,16,658,89,200,6,12,1,0
E01020326,12,33,697,159,119,5,9,1,2
E01020327,11,15,597,187,37,5,4,9,1
E01020328,18,25,719,311,45,10,1,8,4
E01020330,13,14,438,247,53,4,6,18,4
E01029328,9,9,482,176,132,1,10,0,13
E01029338,8,10,486,101,264,9,20,0,6
E01033233,53,94,666,354,94,11,7,10,35
