geocode,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80plus
E00061874,44,54,31,59,73,60,61,22,31
E00061875,25,50,22,27,61,62,83,38,25
E00062043,49,39,91,73,62,35,47,12,27
E00062044,28,33,66,34,45,44,23,6,22
E00062045,37,38,32,33,35,46,42,10,19
E00062046,19,23,21,23,23,26,29,10,40
E00062047,45,87,59,36,60,35,17,6,12
E00062048,23,18,49,34,24,19,18,5,10
E00062049,29,32,23,26,51,45,39,11,22
E00062050,22,14,44,27,37,33,37,14,48
E00062051,39,38,40,43,32,60,33,11,14
E00062052,39,53,37,46,59,46,39,14,102
E00062053,34,13,50,35,27,23,18,9,10
E00062054,35,42,69,40,42,18,17,4,9
E00062055,22,16,28,28,28,38,20,14,18
E00062056,8,22,11,19,28,39,38,26,36
E00062057,19,24,18,26,23,32,44,20,41
E00062058,10,23,89,30,37,20,25,17,47
E00062059,3,6,20,23,16,26,26,12,41
E00062060,43,41,65,54,49,48,40,24,48
E00062061,28,42,59,46,36,37,25,5,4
E00062062,52,34,67,36,49,27,21,7,12
E00062063,53,45,89,62,62,48,28,17,18
E00062064,43,41,31,29,33,26,22,14,13
E00062065,23,33,41,45,39,30,27,8,13
E00062066,20,49,59,32,29,35,13,7,7
E00062067,35,23,48,40,28,33,27,10,19
E00062068,26,33,52,48,42,30,26,7,10
E00062069,19,40,63,43,41,36,36,17,37
E00062070,48,62,58,50,50,43,13,6,4
E00062071,34,43,28,33,49,33,22,13,16
E00062072,42,40,28,55,59,47,33,16,26
E00062073,50,49,35,53,51,50,31,8,15
E00062074,28,39,28,33,47,41,44,12,25
E00062075,23,28,29,34,39,44,42,19,28
E00062076,52,64,54,73,99,72,37,10,22
E00062077,33,32,21,37,43,31,49,20,24
E00062078,29,62,30,27,38,30,22,9,44
E00062079,43,52,28,40,33,40,25,11,23
E00062080,23,32,29,37,44,35,35,8,23
E00062081,43,55,34,67,76,45,52,13,20
E00062082,41,33,31,45,52,40,16,7,17
E00062083,43,55,48,40,48,44,17,11,18
E00062084,26,33,24,35,26,31,35,9,33
E00062085,29,34,38,38,49,36,35,7,26
E00062086,32,29,35,39,54,38,33,15,17
E00062087,43,51,39,50,84,47,24,12,21
E00062088,36,42,33,24,45,28,39,9,16
E00062089,38,36,47,30,39,22,30,15,16
E00062090,42,38,31,36,49,30,27,10,23
E00062091,48,32,33,29,50,36,17,11,26
E00062092,26,34,22,30,32,29,23,16,11
E00062093,30,26,29,37,36,18,38,7,21
E00062094,23,19,26,28,43,39,42,15,85
E00062095,45,52,44,37,40,32,20,11,14
E00062096,64,76,48,50,33,41,23,5,2
E00062097,57,74,33,43,65,28,33,10,16
E00062098,2,4,5,6,6,8,19,19,77
E00062099,27,25,25,26,36,28,45,11,28
E00062100,60,30,40,51,32,38,28,5,12
E00062101,41,31,23,36,40,41,23,10,27
E00062102,34,37,25,28,34,32,20,20,28
E00062103,27,29,62,51,52,48,41,22,94
E00062104,51,51,12,30,64,49,44,12,21
E00062105,28,39,25,35,51,49,39,15,32
E00062106,30,47,21,34,50,53,47,17,39
E00062107,55,63,23,51,61,35,39,13,37
E00062108,58,37,38,53,72,71,48,17,32
E00062109,24,34,14,30,44,43,44,17,50
E00062110,30,39,21,29,50,58,38,12,22
E00062111,54,64,30,54,96,71,20,6,19
E00062112,26,25,59,41,51,53,23,11,34
E00062113,45,65,49,41,75,60,41,9,20
E00062114,13,19,20,16,27,27,33,14,39
E00062115,35,26,30,51,36,50,32,19,21
E00062116,17,14,18,24,37,47,48,17,29
E00062117,35,41,25,34,28,25,31,6,18
E00062119,28,36,24,31,54,39,32,20,18
E00062120,24,31,26,28,46,41,34,21,30
E00062121,48,48,50,48,43,38,41,8,14
E00062122,54,44,39,41,33,32,42,14,23
E00062123,57,37,38,52,46,36,31,14,24
E00062124,50,50,48,44,45,23,27,10,18
E00062125,19,22,38,10,27,28,20,16,61
E00062126,36,51,30,36,49,25,21,16,9
E00062127,47,35,28,36,41,15,26,11,8
E00062128,55,34,48,29,30,35,31,12,19
E00062129,17,12,33,17,29,27,52,22,34
E00062131,32,33,21,41,36,45,35,24,34
E00062132,36,44,49,43,47,22,20,8,4
E00062133,83,57,33,89,103,45,32,8,5
E00062134,65,50,30,94,97,42,29,17,5
E00062136,25,22,33,40,41,37,20,18,14
E00062138,36,39,32,47,58,41,23,9,17
E00062139,41,56,41,56,57,48,23,2,4
E00062140,20,43,31,36,55,32,41,17,18
E00062141,27,33,34,28,52,40,37,8,14
E00062142,39,36,43,34,56,34,45,15,28
E00062143,40,49,29,42,48,48,33,15,29
E00062144,20,28,29,30,39,34,47,13,40
E00062145,29,37,22,24,41,53,57,14,31
E00062146,54,35,53,45,42,43,34,16,17
E00062147,51,36,43,45,70,30,28,7,7
E00062148,37,41,38,44,56,37,20,9,15
E00062149,40,25,28,48,45,25,20,15,12
E00062150,25,42,23,42,47,26,41,13,18
E00062151,30,28,29,30,54,37,43,22,22
E00062152,47,31,35,44,37,40,39,14,16
E00062153,28,41,24,36,40,28,34,16,29
E00062154,51,54,39,53,90,58,36,11,19
E00062155,28,30,22,25,54,30,70,16,15
E00062156,80,68,34,70,90,73,45,14,13
E00062157,38,41,50,54,57,50,43,12,41
E00062158,16,33,33,22,47,63,44,6,12
E00062159,13,14,22,13,20,27,27,16,54
E00062160,40,40,31,39,38,46,38,17,22
E00062161,32,42,39,28,33,38,22,13,15
