geocode,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80plus
E02003352,723,618,350,682,1047,783,769,323,521
E02003353,1175,991,932,1329,1611,1244,735,230,442
E02003354,1390,1291,921,1621,1976,1249,687,217,515
E02003355,880,764,823,1005,1033,725,468,191,480
E02003357,1230,876,1433,1522,1298,947,637,291,690
E02003358,1239,1069,1361,1451,1383,989,747,249,594
E02003359,836,657,1038,1320,1061,828,386,82,201
E02003360,1470,1171,1299,1501,1390,1118,965,259,320
E02003361,946,878,975,1242,1176,938,647,217,391
E02003362,889,772,811,1086,964,911,684,174,290
E02003363,606,1471,552,683,990,842,693,256,599
E02003364,864,867,814,956,1231,917,651,146,207
E02003365,807,811,635,829,1099,921,796,262,510
E02003366,914,876,1581,1118,1090,876,539,180,354
E02003367,785,1019,403,688,1153,908,727,214,365
E02003369,699,875,416,664,1013,904,733,280,497
E02003370,732,739,570,780,1149,939,888,263,488
E02003371,675,783,503,653,1023,876,737,294,401
E02003372,872,1037,823,848,1207,1122,874,325,549
E02003373,1174,1537,761,974,1445,1078,859,280,515
E02003374,714,713,760,855,908,844,580,160,194
E02003375,784,650,587,816,980,762,639,230,340
E02003377,1223,1707,846,1213,1611,1436,1207,369,624
E02003378,867,756,897,1024,1104,959,926,315,877
E02003379,931,768,1032,1201,971,761,596,190,377
E02003380,934,1014,957,1132,1362,1094,800,190,368
E02003381,785,806,519,869,975,793,629,198,381
E02003382,1073,996,894,1088,1258,804,687,250,535
E02003383,982,861,772,1025,1241,932,604,164,337
E02003385,846,704,1315,1454,1095,794,583,207,538
E02003386,1014,906,958,1209,1256,945,872,244,561
E02003387,1081,1181,845,1041,1399,1258,1134,370,824
E02003388,774,728,450,675,948,728,711,254,464
E02003389,958,882,709,1080,1180,976,1009,372,615
E02003390,1054,1017,432,879,1336,1110,868,318,587
E02003391,1112,988,698,1264,1236,942,844,322,827
E02003392,1145,790,1350,1777,1152,767,551,166,421
E02003393,955,923,903,1023,1269,1050,841,289,577
E02003394,1266,975,1012,1127,1082,812,581,201,480
E02003395,1464,883,2001,2211,1375,740,377,146,256
E02003396,1290,881,1653,1975,1288,899,553,200,471
E02003397,1011,940,788,970,1069,883,786,323,674
E02003398,1321,1024,3211,2237,1231,666,409,153,265
E02003399,1292,725,3684,3263,1285,745,434,166,242
E02003400,822,860,3244,1221,818,627,390,145,336
E02003401,1054,663,1460,1648,1121,837,581,258,684
E02003402,943,970,2987,2025,1037,671,497,132,281
E02003403,1188,954,968,1178,1284,995,823,343,815
E02003404,881,1878,1815,883,800,579,461,178,413
E02003405,1652,1396,1824,1619,1344,887,596,226,387
E02003406,1085,1028,948,1022,1107,934,674,218,443
