geocode,employee,inactive,self-employed,student,unemployed
E00123460,150,50,20,10,3
E00123461,193,37,20,9,5
E00123462,127,60,9,4,3
E00123463,117,62,27,10,5
E00123464,124,49,20,3,6
E00123465,125,49,18,4,5
E00123466,121,82,20,7,8
E00123467,86,63,19,2,6
E00123468,75,59,6,0,2
E00123469,103,78,22,6,7
E00123471,66,60,10,5,4
E00123472,38,73,9,2,3
E00123473,99,54,14,7,4
E00123474,63,74,19,6,5
E00123475,120,64,29,8,0
E00123476,63,79,7,0,2
E00123477,153,60,20,7,6
E00123478,64,71,5,4,5
E00123479,142,50,18,4,6
E00123480,96,79,14,1,6
E00123481,154,32,17,7,10
E00123482,114,62,22,15,4
E00123483,124,78,22,4,3
E00123484,140,68,34,5,4
E00123485,114,110,20,10,5
E00123486,107,93,22,4,0
E00123487,96,90,14,9,6
E00123488,110,90,28,4,4
E00123489,126,85,34,0,0
E00123549,196,99,24,9,15
E00123550,157,41,18,4,14
E00123551,157,79,37,5,7
E00123552,160,46,22,14,2
E00123553,115,53,20,11,10
E00123554,144,61,23,18,4
E00123555,124,70,11,3,16
E00123556,158,54,26,7,1
E00123557,123,56,34,6,3
E00123558,178,89,32,5,9
E00123559,121,69,21,3,2
E00123560,142,93,34,9,8
E00123562,71,85,15,3,0
E00123563,103,91,24,4,3
E00123564,113,60,14,7,9
E00123565,101,62,28,9,12
E00123567,47,44,9,1,7
E00123568,106,62,30,2,7
E00123569,103,53,21,6,1
E00123570,144,74,28,8,0
E00123571,104,62,20,5,9
E00123572,187,61,32,11,5
E00123573,112,60,16,9,6
E00123574,142,73,23,7,3
E00123575,89,81,11,1,2
E00123576,109,62,16,7,2
E00123577,87,63,23,7,10
E00123578,108,61,37,5,6
E00123579,67,65,15,4,4
E00123580,126,71,33,7,8
E00123581,94,85,45,8,6
E00123582,112,84,46,1,5
E00123583,120,59,46,3,9
E00123584,152,80,49,3,1
E00123585,38,22,13,4,0
E00123586,136,66,38,7,9
E00123587,48,14,14,0,2
E00123588,154,87,69,4,12
E00123610,150,51,28,7,14
E00123615,121,54,22,8,10
E00123616,75,47,15,0,5
E00123629,154,40,18,2,2
E00123631,97,45,12,6,5
E00123636,189,51,22,8,13
E00123637,167,41,25,7,9
E00123638,161,43,26,6,8
E00123639,121,82,18,4,5
E00123640,126,62,23,6,3
E00123641,131,38,18,0,11
E00123642,157,46,21,6,8
