geocode,bad,fair,good
E02003352,225,643,4948
E02003353,206,673,7810
E02003354,221,738,8908
E02003355,281,854,5234
E02003357,389,1114,7421
E02003358,360,965,7757
E02003359,197,639,5573
E02003360,332,1008,8153
E02003361,315,864,6231
E02003362,259,745,5577
E02003363,175,616,5901
E02003364,193,598,5862
E02003365,191,667,5812
E02003366,173,614,6741
E02003367,159,575,5528
E02003369,142,560,5379
E02003370,168,636,5744
E02003371,156,672,5117
E02003372,253,855,6549
E02003373,171,673,7779
E02003374,160,536,5032
E02003375,230,633,4925
E02003377,302,990,8944
E02003378,355,1021,6349
E02003379,204,746,5877
E02003380,238,833,6780
E02003381,182,568,5205
E02003382,360,953,6272
E02003383,172,675,6071
E02003385,315,899,6322
E02003386,300,1024,6641
E02003387,229,983,7921
E02003388,193,617,4922
E02003389,240,825,6716
E02003390,148,657,6796
E02003391,281,911,7041
E02003392,295,886,6938
E02003393,212,842,6776
E02003394,436,974,6126
E02003395,281,912,8260
E02003396,316,1042,7852
E02003397,389,1048,6007
E02003398,317,869,9331
E02003399,395,1021,10420
E02003400,204,644,7615
E02003401,462,1008,6836
E02003402,229,746,8568
E02003403,469,1218,6861
E02003404,260,856,6772
E02003405,513,1270,8148
E02003406,399,1041,6019
E02003421,147,576,4867
E02003422,415,1150,9925
E02003423,233,759,5075
E02003424,280,727,7109
E02003425,434,1242,9177
E02003426,307,802,8477
E02003427,233,763,6544
E02003428,305,918,7799
E02003429,226,741,6516
E02003439,194,583,4644
E02003440,258,826,7749
E02003441,256,789,6589
E02003442,116,539,6452
E02003443,300,896,4778
E02003444,264,1017,7609
E02003445,213,840,7278
E02003446,178,736,7574
E02003447,313,875,8250
E02003448,138,564,5970
E02003449,119,546,6799
E02003450,276,939,9423
E02003451,333,1054,6552
E02003452,123,476,5501
E02003453,90,445,5977
E02003454,228,736,6648
E02003455,214,635,5866
E02003456,206,598,6020
E02003457,206,760,8798
E02003458,222,712,7090
E02003712,479,1133,6213
E02003713,190,662,5113
E02003715,159,547,6004
E02003716,219,649,4663
E02003717,293,949,7557
E02003718,161,542,4823
E02004675,284,857,6276
E02004676,255,881,6871
E02004677,187,685,6367
E02004678,239,797,6387
E02004679,253,782,7389
E02004680,113,446,6247
E02004681,492,1321,9436
E02004682,222,762,6914
E02004683,357,888,5653
E02004684,348,951,7842
E02004685,254,746,5950
E02004686,264,809,6912
E02004687,290,846,5939
E02004688,446,1251,5982
E02004689,208,647,4621
E02004690,225,783,6865
E02004691,270,871,6677
E02004692,221,880,6184
E02004693,306,812,6046
E02004694,242,822,5684
E02004695,129,515,8327
E02004696,196,695,5382
E02004751,267,895,7002
E02004752,180,731,7407
E02004753,318,1066,8731
E02004754,195,639,5220
E02004755,213,865,10530
E02004756,208,706,7420
E02004757,231,770,7056
E02004758,232,835,6817
E02004759,271,822,7014
E02004760,141,569,7041
E02004761,146,534,5961
E02004802,357,851,5646
E02004803,349,946,6257
E02004804,202,733,6278
E02004805,218,745,7297
E02004806,198,691,7284
E02004807,336,1116,7600
E02004808,320,1064,8998
E02004809,209,619,7988
E02004810,225,771,6543
E02004811,362,982,6105
E02004812,206,682,5586
E02004813,416,899,4728
E02005966,129,546,7368
E02005967,245,741,4745
E02005968,205,647,6818
E02005969,359,1031,7751
E02005970,220,670,4745
E02005971,259,808,4664
E02005972,285,876,6821
E02005973,217,659,4674
E02005974,169,557,5343
E02005975,241,846,6823
E02005976,155,486,5489
E02005977,154,715,4867
E02005992,300,1026,7688
E02006347,214,772,6194
E02006353,346,769,5029
E02006357,271,679,5206
E02006419,299,916,6712
E02006420,201,636,6574
E02006422,134,491,5424
E02006423,477,1176,8696
E02006424,168,618,5394
E02006425,227,698,5253
E02006426,143,497,5077
E02006427,291,765,6045
E02006439,232,678,4941
E02006440,226,674,6226
E02006441,276,905,6436
E02006442,113,549,5265
E02006444,253,683,5801
E02006447,151,564,5515
